,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,7.0,59,36,2,2,AT,11,7215.269121170044,7000000,-321.6966767028247,0
1,307.0,564,277,3,3,AT,11,7215.269121170044,7000000,-321.6966767028247,0
2,7.0,64,36,2,2,AT,11,2294.2826521396637,2400000,-365.54501449617607,1
3,412.0,772,386,3,3,AT,11,2294.2826521396637,2400000,-365.54501449617607,1
4,9.0,77,45,2,2,AT,11,5860.44829916954,5800000,-355.0656512226688,2
5,681.0,949,467,3,3,AT,11,5860.44829916954,5800000,-355.0656512226688,2
6,6.0,57,33,2,2,AT,11,8848.556395292282,8400000,-375.20646046357535,3
7,210.0,674,325,3,3,AT,11,8848.556395292282,8400000,-375.20646046357535,3
8,8.0,69,40,2,2,AT,11,5418.694167613983,5400000,-354.2707007234658,4
9,307.0,798,388,3,3,AT,11,5418.694167613983,5400000,-354.2707007234658,4
10,8.0,73,44,2,2,AT,11,9090.195471286774,8600000,-395.9416308119967,5
11,565.0,1009,501,3,3,AT,11,9090.195471286774,8600000,-395.9416308119967,5
12,91.0,87,50,2,2,AT,11,7675.2291576862335,7400000,-414.4707361947987,6
13,417.0,1096,520,3,3,AT,11,7675.2291576862335,7400000,-414.4707361947987,6
14,10.0,83,50,2,2,AT,11,8141.768626451492,7800000,-389.19015546249716,7
15,1005.0,1104,558,3,3,AT,11,8141.768626451492,7800000,-389.19015546249716,7
16,9.0,78,44,2,2,AT,11,3098.2977814674377,3200000,-394.03661499902023,8
17,748.0,1004,509,3,3,AT,11,3098.2977814674377,3200000,-394.03661499902023,8
18,11.0,87,50,2,2,AT,11,2493.691880464554,2600000,-435.0954824013063,9
19,798.0,1120,571,3,3,AT,11,2493.691880464554,2600000,-435.0954824013063,9
20,10.0,81,46,2,2,AT,11,11585.89466381073,10600000,-428.2227703909264,10
21,358.0,975,466,3,3,AT,11,11585.89466381073,10600000,-428.2227703909264,10
22,8.0,67,39,2,2,AT,11,4771.2108545303345,4800000,-318.7987945945808,11
23,385.0,988,469,3,3,AT,11,4771.2108545303345,4800000,-318.7987945945808,11
24,8.0,61,36,2,2,AT,11,11847.132894515991,10800000,-370.2456591608098,12
25,310.0,757,378,3,3,AT,11,11847.132894515991,10800000,-370.2456591608098,12
26,10.0,85,50,2,2,AT,11,13447.433503866196,12000000,-420.07501005159514,13
27,547.0,1146,568,3,3,AT,11,13447.433503866196,12000000,-420.07501005159514,13
28,10.0,81,51,2,2,AT,11,3505.886397600174,3600000,-413.88229022407666,14
29,725.0,892,450,3,3,AT,11,3505.886397600174,3600000,-413.88229022407666,14
30,11.0,87,50,2,2,AT,11,1898.2408273220062,2000000,-439.503016363675,15
31,1431.0,1103,574,3,3,AT,11,1898.2408273220062,2000000,-439.503016363675,15
32,9.0,74,44,2,2,AT,11,1509.1707870960236,1600000,-392.0610572861723,16
33,330.0,751,402,3,3,AT,11,1509.1707870960236,1600000,-392.0610572861723,16
34,11.0,87,50,2,2,AT,11,2097.2163474559784,2200000,-421.644877312546,17
35,624.0,1037,535,3,3,AT,11,2097.2163474559784,2200000,-421.644877312546,17
36,8.0,70,40,2,2,AT,11,3301.1599695682526,3400000,-367.0384561311931,18
37,592.0,971,468,3,3,AT,11,3301.1599695682526,3400000,-367.0384561311931,18
38,8.0,65,37,2,2,AT,11,6308.900841712952,6200000,-317.16601899678494,19
39,264.0,770,372,3,3,AT,11,6308.900841712952,6200000,-317.16601899678494,19
40,10.0,77,44,2,2,AT,11,5199.058702468872,5200000,-382.5673597606158,20
41,371.0,975,500,3,3,AT,11,5199.058702468872,5200000,-382.5673597606158,20
42,7.0,59,44,2,2,AT,11,12912.855602741241,11600000,-369.6399880926477,21
43,348.0,719,412,3,3,AT,11,12912.855602741241,11600000,-369.6399880926477,21
44,8.0,66,40,2,2,AT,11,10564.908788442612,9800000,-383.90502642944904,22
45,332.0,861,419,3,3,AT,11,10564.908788442612,9800000,-383.90502642944904,22
46,9.0,78,45,2,2,AT,11,9575.453109741211,9000000,-390.8179988104076,23
47,333.0,957,454,3,3,AT,11,9575.453109741211,9000000,-390.8179988104076,23
48,7.0,64,36,2,2,AT,11,14258.17776799202,12600000,-345.71998323360026,24
49,196.0,634,307,3,3,AT,11,14258.17776799202,12600000,-345.71998323360026,24
50,11.0,87,50,2,2,AT,11,11070.501529932022,10200000,-378.1469577221489,25
51,490.0,925,430,3,3,AT,11,11070.501529932022,10200000,-378.1469577221489,25
52,10.0,72,44,2,2,AT,11,561.4405720233917,600000,-374.56730689284495,26
53,344.0,838,485,3,3,AT,11,561.4405720233917,600000,-374.56730689284495,26
54,9.0,75,50,2,2,AT,11,13985.764543056488,12400000,-428.92984533638463,27
55,393.0,1150,567,3,3,AT,11,13985.764543056488,12400000,-428.92984533638463,27
56,12.0,86,51,2,2,AT,11,6985.897185564041,6800000,-362.9334984268184,28
57,358.0,892,447,3,3,AT,11,6985.897185564041,6800000,-362.9334984268184,28
58,11.0,87,51,2,2,AT,11,1704.62069106102,1800000,-427.35619633576476,29
59,847.0,1014,524,3,3,AT,11,1704.62069106102,1800000,-427.35619633576476,29
60,9.0,79,45,2,2,AT,11,7906.240307092667,7600000,-372.98322930822854,30
61,233.0,777,372,3,3,AT,11,7906.240307092667,7600000,-372.98322930822854,30
62,9.0,83,47,2,2,AT,11,8376.027697086334,8000000,-421.74004530298123,31
63,454.0,1099,517,3,3,AT,11,8376.027697086334,8000000,-421.74004530298123,31
64,9.0,77,46,2,2,AT,11,9821.053667545319,9200000,-369.32717615307706,32
65,347.0,900,443,3,3,AT,11,9821.053667545319,9200000,-369.32717615307706,32
66,9.0,77,44,2,2,AT,11,12111.290325164795,11000000,-379.2832621120054,33
67,382.0,882,432,3,3,AT,11,12111.290325164795,11000000,-379.2832621120054,33
68,10.0,87,51,2,2,AT,11,9331.94197845459,8800000,-409.4540220142314,34
69,509.0,1127,560,3,3,AT,11,9331.94197845459,8800000,-409.4540220142314,34
70,10.0,86,49,2,2,AT,11,3923.3565952777863,4000000,-368.6464653629422,35
71,755.0,777,400,3,3,AT,11,3923.3565952777863,4000000,-368.6464653629422,35
72,9.0,77,50,2,2,AT,11,12644.424887895584,11400000,-384.76669358284147,36
73,410.0,813,417,3,3,AT,11,12644.424887895584,11400000,-384.76669358284147,36
74,8.0,75,46,2,2,AT,11,6534.063623189926,6400000,-340.78516619546406,37
75,351.0,846,404,3,3,AT,11,6534.063623189926,6400000,-340.78516619546406,37
76,10.0,73,49,2,2,AT,11,188.17502427101135,200000,-361.12866574023974,38
77,440.0,887,564,3,3,AT,11,188.17502427101135,200000,-361.12866574023974,38
78,10.0,83,51,2,2,AT,11,1315.5818090438843,1400000,-387.2899470667822,39
79,548.0,1014,503,3,3,AT,11,1315.5818090438843,1400000,-387.2899470667822,39
80,8.0,69,44,2,2,AT,11,13715.522980928421,12200000,-380.4441288223622,40
81,601.0,795,482,3,3,AT,11,13715.522980928421,12200000,-380.4441288223622,40
82,8.0,73,44,2,2,AT,11,934.4929459095001,1000000,-386.90147213716205,41
83,279.0,751,462,3,3,AT,11,934.4929459095001,1000000,-386.90147213716205,41
84,10.0,86,49,2,2,AT,11,6085.702168464661,6000000,-349.0218683673358,42
85,915.0,1031,498,3,3,AT,11,6085.702168464661,6000000,-349.0218683673358,42
86,10.0,79,51,2,2,AT,11,375.2687704563141,400000,-404.9486696545817,43
87,804.0,941,565,3,3,AT,11,375.2687704563141,400000,-404.9486696545817,43
88,10.0,87,51,2,2,AT,11,10817.4222843647,10000000,-430.60269232546796,44
89,406.0,1042,490,3,3,AT,11,10817.4222843647,10000000,-430.60269232546796,44
90,9.0,75,50,2,2,AT,11,3713.2309386730194,3800000,-426.7365291913825,45
91,958.0,755,437,3,3,AT,11,3713.2309386730194,3800000,-426.7365291913825,45
92,10.0,86,51,2,2,AT,11,10313.753551244736,9600000,-398.68390427734323,46
93,1031.0,1077,571,3,3,AT,11,10313.753551244736,9600000,-398.68390427734323,46
94,6.0,55,33,2,2,AT,11,2692.5012855529785,2800000,-363.9274404222041,47
95,251.0,687,336,3,3,AT,11,2692.5012855529785,2800000,-363.9274404222041,47
96,7.0,66,38,2,2,AT,11,11327.514975070953,10400000,-337.65177545575466,48
97,203.0,638,303,3,3,AT,11,11327.514975070953,10400000,-337.65177545575466,48
98,7.0,65,37,2,2,AT,11,4135.5010306835175,4200000,-349.66692055055194,49
99,257.0,759,377,3,3,AT,11,4135.5010306835175,4200000,-349.66692055055194,49
100,10.0,80,51,2,2,AT,11,7442.351344823837,7200000,-387.50012853499715,50
101,618.0,1116,536,3,3,AT,11,7442.351344823837,7200000,-387.50012853499715,50
102,8.0,77,44,2,2,AT,11,12374.171538114548,11200000,-397.9325763853714,51
103,383.0,893,443,3,3,AT,11,12374.171538114548,11200000,-397.9325763853714,51
104,11.0,87,51,2,2,AT,11,8611.136617898941,8200000,-402.68077536406304,52
105,297.0,877,410,3,3,AT,11,8611.136617898941,8200000,-402.68077536406304,52
106,9.0,74,44,2,2,AT,11,4983.627371549606,5000000,-375.06221911923456,53
107,579.0,892,443,3,3,AT,11,4983.627371549606,5000000,-375.06221911923456,53
108,10.0,87,50,2,2,AT,11,13179.829377651215,11800000,-387.1915901105511,54
109,309.0,815,398,3,3,AT,11,13179.829377651215,11800000,-387.1915901105511,54
110,10.0,83,49,2,2,AT,11,4345.5724401474,4400000,-362.23602589702125,55
111,431.0,914,444,3,3,AT,11,4345.5724401474,4400000,-362.23602589702125,55
112,7.0,64,36,2,2,AT,11,5639.966552257538,5600000,-307.8066927940214,56
113,248.0,752,375,3,3,AT,11,5639.966552257538,5600000,-307.8066927940214,56
114,9.0,82,47,2,2,AT,11,2893.6400706768036,3000000,-411.6244734038006,57
115,547.0,936,484,3,3,AT,11,2893.6400706768036,3000000,-411.6244734038006,57
116,9.0,78,44,2,2,AT,11,6759.114867210388,6600000,-328.34005322424184,58
117,290.0,833,413,3,3,AT,11,6759.114867210388,6600000,-328.34005322424184,58
118,9.0,75,42,2,2,AT,11,4557.701036930084,4600000,-361.5477514190664,59
119,359.0,798,396,3,3,AT,11,4557.701036930084,4600000,-361.5477514190664,59
120,7.0,63,36,2,2,AT,11,747.380496263504,800000,-354.28500824442204,60
121,279.0,656,325,3,3,AT,11,747.380496263504,800000,-354.28500824442204,60
122,10.0,85,50,2,2,AT,11,1123.5032830238342,1200000,-417.5559625275488,61
123,735.0,1073,555,3,3,AT,11,1123.5032830238342,1200000,-417.5559625275488,61
124,9.0,77,44,2,2,AT,11,10066.347200155258,9400000,-388.730452062913,62
125,238.0,691,338,3,3,AT,11,10066.347200155258,9400000,-388.730452062913,62
