,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
47,610.0,902,443,3,3,AT,11,12430.989981651306,10200000,-438.5697937196066,23
48,8.0,66,44,2,2,AT,11,658.3425707817078,600000,-445.5060636367245,24
49,408.0,716,447,3,3,AT,11,658.3425707817078,600000,-445.5060636367245,24
50,10.0,79,47,2,2,AT,11,7991.971235513687,6800000,-491.8321940354773,25
51,689.0,813,423,3,3,AT,11,7991.971235513687,6800000,-491.8321940354773,25
52,9.0,69,45,2,2,AT,11,1924.1571979522705,1800000,-448.25502051132867,26
53,1000.0,943,489,3,3,AT,11,1924.1571979522705,1800000,-448.25502051132867,26
54,9.0,72,44,2,2,AT,11,9050.105736017227,7600000,-495.6715977920121,27
55,903.0,852,457,3,3,AT,11,9050.105736017227,7600000,-495.6715977920121,27
56,7.0,59,40,2,2,AT,11,9579.959568500519,8000000,-473.3355418637157,28
57,883.0,849,438,3,3,AT,11,9579.959568500519,8000000,-473.3355418637157,28
58,10.0,83,50,2,2,AT,11,11139.370887994766,9200000,-521.7578373124517,29
59,1237.0,1102,562,3,3,AT,11,11139.370887994766,9200000,-521.7578373124517,29
60,9.0,79,51,2,2,AT,11,13460.2734105587,11000000,-493.3455271709223,30
61,1436.0,954,497,3,3,AT,11,13460.2734105587,11000000,-493.3455271709223,30
62,10.0,79,50,2,2,AT,11,10624.471076488495,8800000,-497.55490553009133,31
63,1783.0,1025,563,3,3,AT,11,10624.471076488495,8800000,-497.55490553009133,31
64,11.0,84,51,2,2,AT,11,4429.156493186951,4000000,-489.94414337344244,32
65,1590.0,1101,560,3,3,AT,11,4429.156493186951,4000000,-489.94414337344244,32
66,8.0,70,50,2,2,AT,11,13972.180778741837,11400000,-514.2227262803449,33
67,1607.0,945,510,3,3,AT,11,13972.180778741837,11400000,-514.2227262803449,33
68,11.0,82,50,2,2,AT,11,7461.1423308849335,6400000,-550.7711902016118,34
69,1104.0,1130,569,3,3,AT,11,7461.1423308849335,6400000,-550.7711902016118,34
70,7.0,55,34,2,2,AT,11,213.48195338249207,200000,-373.6423464135967,35
71,536.0,894,519,3,3,AT,11,213.48195338249207,200000,-373.6423464135967,35
72,9.0,72,44,2,2,AT,11,1504.9299368858337,1400000,-486.4599137418816,36
73,899.0,953,486,3,3,AT,11,1504.9299368858337,1400000,-486.4599137418816,36
74,5.0,48,28,2,2,AT,11,1079.2358117103577,1000000,-479.5501775071924,37
75,371.0,806,397,3,3,AT,11,1079.2358117103577,1000000,-479.5501775071924,37
76,8.0,72,40,2,2,AT,11,6929.197716474533,6000000,-428.7832457694817,38
77,558.0,926,434,3,3,AT,11,6929.197716474533,6000000,-428.7832457694817,38
78,44.0,67,44,2,2,AT,11,439.5513288974762,400000,-492.32900854581004,39
79,555.0,752,456,3,3,AT,11,439.5513288974762,400000,-492.32900854581004,39
80,8.0,71,39,2,2,AT,11,12170.704488992691,10000000,-434.70192163540537,40
81,752.0,1027,480,3,3,AT,11,12170.704488992691,10000000,-434.70192163540537,40
82,17.0,82,51,2,2,AT,11,4187.328360080719,3800000,-498.20638007367023,41
83,1157.0,1012,513,3,3,AT,11,4187.328360080719,3800000,-498.20638007367023,41
84,8.0,69,48,2,2,AT,11,11653.448945522308,9600000,-501.11418142017186,42
85,839.0,872,502,3,3,AT,11,11653.448945522308,9600000,-501.11418142017186,42
86,11.0,85,50,2,2,AT,11,3046.5412776470184,2800000,-479.0346454586307,43
87,1229.0,1098,551,3,3,AT,11,3046.5412776470184,2800000,-479.0346454586307,43
88,7.0,59,34,2,2,AT,11,12688.76198387146,10400000,-422.50941462368456,44
89,672.0,919,434,3,3,AT,11,12688.76198387146,10400000,-422.50941462368456,44
90,8.0,64,36,2,2,AT,11,4686.199369668961,4200000,-416.0088620899559,45
91,483.0,749,374,3,3,AT,11,4686.199369668961,4200000,-416.0088620899559,45
92,7.0,57,41,2,2,AT,11,8520.657106399536,7200000,-460.1947908458794,46
93,982.0,940,451,3,3,AT,11,8520.657106399536,7200000,-460.1947908458794,46
94,7.0,59,39,2,2,AT,11,13715.99727678299,11200000,-445.4715406973302,47
95,1018.0,1036,494,3,3,AT,11,13715.99727678299,11200000,-445.4715406973302,47
96,9.0,77,47,2,2,AT,11,9843.705047607422,8200000,-441.0281896306385,48
97,910.0,853,417,3,3,AT,11,9843.705047607422,8200000,-441.0281896306385,48
98,8.0,64,36,2,2,AT,11,5632.81316614151,5000000,-418.9980339750067,49
99,418.0,732,359,3,3,AT,11,5632.81316614151,5000000,-418.9980339750067,49
100,11.0,83,51,2,2,AT,11,4915.5512483119965,4400000,-490.5074419932683,50
101,1485.0,1001,541,3,3,AT,11,4915.5512483119965,4400000,-490.5074419932683,50
102,9.0,77,44,2,2,AT,11,6391.4790506362915,5600000,-499.6066711083959,51
103,805.0,898,444,3,3,AT,11,6391.4790506362915,5600000,-499.6066711083959,51
104,8.0,66,38,2,2,AT,11,3264.599714279175,3000000,-392.1581778697107,52
105,273.0,580,292,3,3,AT,11,3264.599714279175,3000000,-392.1581778697107,52
106,9.0,72,50,2,2,AT,11,7727.001831531525,6600000,-480.65053865719847,53
107,1427.0,874,472,3,3,AT,11,7727.001831531525,6600000,-480.65053865719847,53
108,9.0,79,48,2,2,AT,11,5149.671179771423,4600000,-439.953769628351,54
109,857.0,878,444,3,3,AT,11,5149.671179771423,4600000,-439.953769628351,54
110,8.0,68,41,2,2,AT,11,869.7137081623077,800000,-503.86530730127976,55
111,1186.0,1023,558,3,3,AT,11,869.7137081623077,800000,-503.86530730127976,55
112,11.0,85,50,2,2,AT,11,1298.0959737300873,1200000,-482.48355793586904,56
113,1060.0,1115,559,3,3,AT,11,1298.0959737300873,1200000,-482.48355793586904,56
114,9.0,77,51,2,2,AT,11,11395.594305753708,9400000,-520.5639777374585,57
115,911.0,1050,572,3,3,AT,11,11395.594305753708,9400000,-520.5639777374585,57
