,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,41.0,68,51,2,2,AT,11,8258.126558542252,7000000,-495.4781172477852,0
1,2274.0,945,534,3,3,AT,11,8258.126558542252,7000000,-495.4781172477852,0
2,11.0,83,51,2,2,AT,11,2596.0984234809875,2400000,-469.7234260217047,1
3,1142.0,905,437,3,3,AT,11,2596.0984234809875,2400000,-469.7234260217047,1
4,12.0,67,40,2,2,AT,11,6658.158700227737,5800000,-411.459509154498,2
5,433.0,642,304,3,3,AT,11,6658.158700227737,5800000,-411.459509154498,2
6,9.0,67,41,2,2,AT,11,10105.72217297554,8400000,-409.645316158702,3
7,760.0,752,370,3,3,AT,11,10105.72217297554,8400000,-409.645316158702,3
8,11.0,82,50,2,2,AT,11,6134.503670454025,5400000,-491.4761177966161,4
9,1513.0,954,506,3,3,AT,11,6134.503670454025,5400000,-491.4761177966161,4
10,10.0,75,51,2,2,AT,11,10366.415929794312,8600000,-480.7702085314974,5
11,1702.0,911,516,3,3,AT,11,10366.415929794312,8600000,-480.7702085314974,5
12,9.0,67,39,2,2,AT,11,8786.00307393074,7400000,-444.9638354008779,6
13,654.0,903,430,3,3,AT,11,8786.00307393074,7400000,-444.9638354008779,6
14,8.0,62,39,2,2,AT,11,9315.271143913269,7800000,-438.32083540905705,7
15,1016.0,988,471,3,3,AT,11,9315.271143913269,7800000,-438.32083540905705,7
16,9.0,69,45,2,2,AT,11,3486.4621777534485,3200000,-471.2037756266775,8
17,842.0,783,406,3,3,AT,11,3486.4621777534485,3200000,-471.2037756266775,8
18,11.0,77,43,2,2,AT,11,2829.1463499069214,2600000,-451.735471582147,9
19,562.0,790,386,3,3,AT,11,2829.1463499069214,2600000,-451.735471582147,9
20,8.0,62,36,2,2,AT,11,12945.680798768997,10600000,-425.0991497104834,10
21,542.0,750,355,3,3,AT,11,12945.680798768997,10600000,-425.0991497104834,10
22,8.0,73,40,2,2,AT,11,5390.004001379013,4800000,-433.05151339748875,11
23,668.0,941,437,3,3,AT,11,5390.004001379013,4800000,-433.05151339748875,11
24,10.0,76,50,2,2,AT,11,13203.589169740677,10800000,-474.0853742762515,12
25,1177.0,855,441,3,3,AT,11,13203.589169740677,10800000,-474.0853742762515,12
26,8.0,65,39,2,2,AT,11,3948.8890194892883,3600000,-420.04358340493155,13
27,499.0,738,346,3,3,AT,11,3948.8890194892883,3600000,-420.04358340493155,13
28,9.0,72,44,2,2,AT,11,2139.655656337738,2000000,-464.4995110131458,14
29,653.0,829,443,3,3,AT,11,2139.655656337738,2000000,-464.4995110131458,14
30,6.0,54,32,2,2,AT,11,1711.800485610962,1600000,-415.03932389560475,15
31,386.0,775,363,3,3,AT,11,1711.800485610962,1600000,-415.03932389560475,15
32,9.0,68,44,2,2,AT,11,2364.7304310798645,2200000,-522.4175853425357,16
33,872.0,838,473,3,3,AT,11,2364.7304310798645,2200000,-522.4175853425357,16
34,10.0,77,44,2,2,AT,11,3714.615139245987,3400000,-506.146625375798,17
35,759.0,938,467,3,3,AT,11,3714.615139245987,3400000,-506.146625375798,17
36,10.0,82,51,2,2,AT,11,7196.090386390686,6200000,-551.0610687587916,18
37,1670.0,1119,564,3,3,AT,11,7196.090386390686,6200000,-551.0610687587916,18
38,10.0,77,50,2,2,AT,11,5881.802157878876,5200000,-503.0032361788433,19
39,1222.0,906,480,3,3,AT,11,5881.802157878876,5200000,-503.0032361788433,19
40,9.0,84,50,2,2,AT,11,14229.299110889435,11600000,-456.56691673878095,20
41,862.0,1003,492,3,3,AT,11,14229.299110889435,11600000,-456.56691673878095,20
42,8.0,73,41,2,2,AT,11,11910.74149775505,9800000,-421.9950454045063,21
43,538.0,721,350,3,3,AT,11,11910.74149775505,9800000,-421.9950454045063,21
44,7.0,61,39,2,2,AT,11,10878.556613445282,9000000,-434.96920202788954,22
45,522.0,687,336,3,3,AT,11,10878.556613445282,9000000,-434.96920202788954,22
46,6.0,57,37,2,2,AT,11,12430.989981651306,10200000,-438.5697937196066,23
