,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,36,27,64,45,188,19,0,4,7,18.66,14.0,new,ra_feature_2h0,AT,2,2,76.58003401756287,50000,1e-05,20,0.1,13,True,-142.92775,0,-0.7483713,-1.2161703,-0.096443,-0.042566538,-0.5916023,0.85864305,0.37420437,2.3841858e-07,-4.8962617,-4.6548395,2.9802322e-08,-1.4364319,-4.6113353
1,37,25,66,39,189,7,0,1,10,18.18,15.0,new,ra_feature_2h1,AT,2,2,154.45840787887573,100000,1e-05,20,0.1,13,True,-288.0625,1,-1.2720916,0.087585926,-0.5086716,0.55343544,-0.6827819,-1.2696476,1.4480655,3.5762787e-07,-4.521652,-4.236849,2.9802322e-08,-0.41978517,-4.025627
2,34,22,56,36,165,8,0,1,8,18.18,10.0,new,ra_feature_2h2,AT,2,2,232.93474435806274,150000,1e-05,20,0.1,13,True,-313.34677,2,0.6341071,-0.037563533,0.95683604,1.6399369,-0.4940932,0.44666308,1.9249645,5.9604645e-08,-4.4185524,-2.3284714,2.3841858e-07,-0.5616707,-4.3769765
3,36,25,60,39,162,15,0,2,8,18.66,11.0,new,ra_feature_2h3,AT,2,2,312.10085129737854,200000,1e-05,20,0.1,13,True,-359.35358,3,-0.74637985,-0.15979367,-0.035283357,1.8775904,-1.0726708,2.2560794,2.006355,1.4901161e-07,-4.67869,-4.034891,2.3841858e-07,-0.6795226,-4.5441585
4,22,20,34,30,154,8,0,4,1,17.14,10.0,new,ra_feature_2h4,AT,2,2,391.6204421520233,250000,1e-05,20,0.1,13,True,-371.17227,4,-0.7779758,-0.7529308,-0.8896008,0.82983774,-0.86753297,0.24922028,1.4335048,0.0,-3.2032228,-3.531246,1.1920929e-07,-2.0234582,-2.6909852
5,32,25,52,39,181,15,0,2,6,18.18,12.0,new,ra_feature_2h5,AT,2,2,471.5339198112488,300000,1e-05,20,0.1,13,True,-332.83295,5,-0.69090956,-0.02173078,0.93561816,2.2032702,-0.07310612,2.8666697,2.0505745,1.7881393e-07,-4.8737416,-3.194509,2.3841858e-07,-1.856539,-4.119232
6,34,25,55,39,159,16,0,2,5,18.18,12.0,new,ra_feature_2h6,AT,2,2,551.9096760749817,350000,1e-05,20,0.1,13,True,-366.18558,6,-2.4455588,-0.9649251,-0.16747701,0.81735015,-0.4160258,1.5392165,1.5353572,0.0,-2.8463697,-2.7042508,1.1920929e-07,-0.60804594,-2.635181
7,29,25,50,39,193,15,0,3,0,18.18,17.0,new,ra_feature_2h7,AT,2,2,631.0304169654846,400000,1e-05,20,0.1,13,True,-352.43295,7,0.49616602,0.4820667,0.6459048,1.1168463,-0.23587011,0.008308917,1.8420818,1.1920929e-07,-5.5566554,-4.006701,1.1920929e-07,-1.8558799,-4.354664
8,32,25,52,39,173,14,0,3,4,18.18,11.0,new,ra_feature_2h8,AT,2,2,711.5056908130646,450000,1e-05,20,0.1,13,True,-351.86926,8,0.30775204,0.2314679,-0.57510906,1.3494519,-0.25252172,-0.47888696,1.087699,1.1920929e-07,-3.7024224,-1.6724615,1.1920929e-07,-0.37879607,-3.5878043
9,27,25,46,39,152,15,0,3,0,17.62,11.0,new,ra_feature_2h9,AT,2,2,792.5267071723938,500000,1e-05,20,0.1,13,True,-394.23254,9,-1.1302711,-0.7460007,-0.51096714,1.1556777,-0.8968529,1.0514755,1.3527988,1.1920929e-07,-3.7612786,-3.6773274,1.1920929e-07,-1.4487962,-3.46366
10,30,22,50,36,164,14,0,3,4,18.18,13.0,new,ra_feature_2h10,AT,2,2,873.235693693161,550000,1e-05,20,0.1,13,True,-370.22214,10,0.8712896,0.42742795,-0.9585237,0.8434152,-1.0965215,0.19214241,1.3359486,2.3841858e-07,-4.3361697,-3.0631218,1.1920929e-07,-0.71032405,-3.3253274
11,27,22,46,36,165,14,0,3,0,17.62,13.0,new,ra_feature_2h11,AT,2,2,953.9700217247009,600000,1e-05,20,0.1,13,True,-367.6993,11,0.31912255,-0.15783185,-1.0748396,1.1396325,-0.33395255,-0.0017644614,1.1998192,0.0,-4.385653,-3.416067,1.1920929e-07,-1.0660982,-3.802101
12,27,25,46,39,153,14,0,3,0,17.62,17.0,new,ra_feature_2h12,AT,2,2,1035.2745971679688,650000,1e-05,20,0.1,13,True,-361.17142,12,1.1162726,-0.031180471,0.42700765,1.3098562,0.28484687,-0.0028234515,2.1141708,4.7683716e-07,-5.1318216,-3.8923867,2.3841858e-07,-0.81361717,-4.549753
13,27,25,46,39,157,14,0,3,0,17.62,13.0,new,ra_feature_2h13,AT,2,2,1118.159645318985,700000,1e-05,20,0.1,13,True,-379.0336,13,-2.0516195,-0.7113025,-0.3510927,1.0629013,-0.8564174,0.4110852,1.2603533,0.0,-3.4273756,-3.263566,1.1920929e-07,-1.5426565,-3.1065805
