,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,11,7,13,8,177,2,0,1,4,13.53,16.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,1,0.07344632768361582,0
1,23,10,36,12,205,6,0,1,7,15.5,39.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,2,0.17560975609756097,0
2,40,18,75,28,224,15,0,1,11,16.48,56.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,3,0.33482142857142855,0
3,61,27,126,46,257,26,0,1,15,18.96,81.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,4,0.490272373540856,0
4,86,37,194,66,300,44,0,1,19,22.48,111.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,5,0.6466666666666666,0
5,115,48,272,88,345,63,0,1,23,28.0,140.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,6,0.7884057971014493,0
6,148,60,360,112,396,84,0,1,27,23.73,179.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,7,0.9090909090909091,0
7,185,73,472,138,459,118,0,1,31,38.77,216.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,8,1.028322440087146,0
8,226,87,584,166,486,144,0,1,35,54.8,240.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,9,1.2016460905349795,0
9,271,102,711,196,604,177,0,1,39,77.81,293.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,10,1.1771523178807948,0
10,320,118,866,228,754,228,0,1,43,122.83,396.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,11,1.1485411140583555,0
11,373,135,1021,262,804,271,0,1,47,25.9,430.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,12,1.2699004975124377,0
12,430,153,1194,298,947,314,0,1,51,97.14,523.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,13,1.2608236536430835,0
13,491,172,1377,336,1192,370,0,1,55,35.54,699.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,14,1.1552013422818792,0
14,556,192,1577,376,1370,423,0,1,59,141.55,775.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,15,1.1510948905109488,0
15,32,13,47,16,200,4,0,1,18,15.5,37.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,2,1,0.235,0
