,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,11.0,7.0,13.0,8.0,177.0,2.0,0.0,1.0,4.0,13.53,15.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,1,0.07344632768361582,0
1,23.0,10.0,36.0,12.0,197.0,6.0,0.0,1.0,7.0,15.5,31.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,2,0.18274111675126903,0
2,40.0,18.0,75.0,28.0,236.0,15.0,0.0,1.0,11.0,16.48,66.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,3,0.3177966101694915,0
3,61.0,27.0,126.0,46.0,262.0,26.0,0.0,1.0,15.0,18.96,86.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,4,0.48091603053435117,0
4,86.0,37.0,194.0,66.0,298.0,44.0,0.0,1.0,19.0,22.48,112.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,5,0.6510067114093959,0
5,115.0,48.0,272.0,88.0,331.0,63.0,0.0,1.0,23.0,28.0,138.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,6,0.8217522658610272,0
6,148.0,60.0,360.0,112.0,392.0,84.0,0.0,1.0,27.0,23.69,168.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,7,0.9183673469387755,0
7,185.0,73.0,472.0,138.0,451.0,118.0,0.0,1.0,31.0,38.79,204.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,8,1.0465631929046564,0
8,226.0,87.0,584.0,166.0,493.0,144.0,0.0,1.0,35.0,54.79,227.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,9,1.184584178498986,0
9,271.0,102.0,711.0,196.0,624.0,177.0,0.0,1.0,39.0,77.8,308.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,10,1.1394230769230769,0
10,320.0,118.0,866.0,228.0,713.0,228.0,0.0,1.0,43.0,119.82,365.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,11,1.214586255259467,0
11,373.0,135.0,1021.0,262.0,800.0,271.0,0.0,1.0,47.0,24.94,426.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,12,1.27625,0
12,430.0,153.0,1194.0,298.0,952.0,314.0,0.0,1.0,51.0,96.0,518.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,13,1.254201680672269,0
13,491.0,172.0,1377.0,336.0,1128.0,370.0,0.0,1.0,55.0,34.32,657.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,14,1.2207446808510638,0
14,556.0,192.0,1577.0,376.0,1401.0,423.0,0.0,1.0,59.0,137.79,819.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,1,15,1.1256245538900784,0
15,32.0,13.0,47.0,16.0,198.0,4.0,0.0,1.0,18.0,15.5,31.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,2,1,0.23737373737373738,0
16,157.0,16.0,341.0,21.0,364.0,73.0,0.0,1.0,72.0,20.73,142.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,2,2,0.9368131868131868,0
17,458.0,151.0,1219.0,361.0,1261.0,442.0,0.0,1.0,194.0,139.92,706.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,2,3,0.9666931007137193,0
18,1047.0,47.0,3137.0,84.0,4310.0,1338.0,0.0,1.0,415.0,71.2,2354.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,2,4,0.7278422273781903,0
19,,,,,,,,,,,,,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,2,5,,0
20,108.0,35.0,185.0,54.0,298.0,21.0,0.0,1.0,56.0,21.44,106.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,3,1,0.6208053691275168,0
21,1034.0,311.0,2807.0,826.0,3317.0,1005.0,0.0,1.0,542.0,80.15,1884.0,false,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,3,2,0.8462466083810672,0
22,,,,,,,,,,,,,False,new,experiments/results/TL_2_2/sample3NoFeature/0.onnx,TL,3,3,,0
