,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,idx
0,327,112,673,215,511,56,0,1,168,105.91,166.0,new,experiments/results/AT_2_2/5mill_L/0.onnx,AT,3,3,2.4540412425994873,0,1e-05,20,0.1,23,True,10000,True,10000,True,True,0
1,327,130,664,213,581,10,0,1,153,141.95,221.0,new,experiments/results/AT_2_2/5mill_L/5.onnx,AT,3,3,457.42739725112915,250000,1e-05,20,0.1,23,True,10000,True,10000,True,True,5
2,229,97,450,164,758,183,0,1,41,141.91,306.0,new,experiments/results/AT_2_2/5mill_L/10.onnx,AT,3,3,913.6394453048706,500000,1e-05,20,0.1,23,True,10000,True,10000,True,True,10
3,271,129,488,215,533,57,0,4,81,103.93,200.0,new,experiments/results/AT_2_2/5mill_L/15.onnx,AT,3,3,1369.8890204429626,750000,1e-05,20,0.1,23,True,10000,True,10000,True,True,15
4,216,142,454,247,583,135,0,1,6,26.45,271.0,new,experiments/results/AT_2_2/5mill_L/20.onnx,AT,3,3,1826.6238498687744,1000000,1e-05,20,0.1,23,True,10000,True,10000,True,True,20
5,210,143,415,240,605,179,0,4,2,21.51,259.0,new,experiments/results/AT_2_2/5mill_L/25.onnx,AT,3,3,2276.4111545085907,1250000,1e-05,20,0.1,23,True,10000,True,10000,True,True,25
6,298,113,541,199,799,24,0,1,91,97.46,385.0,new,experiments/results/AT_2_2/5mill_L/30.onnx,AT,3,3,2721.575383901596,1500000,1e-05,20,0.1,23,True,10000,True,10000,True,True,30
7,278,142,497,246,702,169,0,1,74,62.5,312.0,new,experiments/results/AT_2_2/5mill_L/35.onnx,AT,3,3,3177.006355047226,1750000,1e-05,20,0.1,23,True,10000,True,10000,True,True,35
8,275,126,467,211,587,118,0,1,85,127.94,189.0,new,experiments/results/AT_2_2/5mill_L/40.onnx,AT,3,3,3635.282000541687,2000000,1e-05,20,0.1,23,True,10000,True,10000,True,True,40
9,269,115,523,208,740,147,0,1,61,105.41,358.0,new,experiments/results/AT_2_2/5mill_L/45.onnx,AT,3,3,4093.592766523361,2250000,1e-05,20,0.1,23,True,10000,True,10000,True,True,45
10,249,108,459,179,599,138,0,2,70,138.91,215.0,new,experiments/results/AT_2_2/5mill_L/50.onnx,AT,3,3,4553.160198688507,2500000,1e-05,20,0.1,23,True,10000,True,10000,True,True,50
11,259,132,488,239,617,189,0,1,78,122.94,181.0,new,experiments/results/AT_2_2/5mill_L/55.onnx,AT,3,3,5016.171148061752,2750000,1e-05,20,0.1,23,True,10000,True,10000,True,True,55
12,277,140,482,234,683,148,0,1,77,50.49,264.0,new,experiments/results/AT_2_2/5mill_L/60.onnx,AT,3,3,5480.167098522186,3000000,1e-05,20,0.1,23,True,10000,True,10000,True,True,60
13,327,117,603,205,630,86,0,1,152,134.93,234.0,new,experiments/results/AT_2_2/5mill_L/65.onnx,AT,3,3,5944.713543176651,3250000,1e-05,20,0.1,23,True,10000,True,10000,True,True,65
14,289,122,514,182,699,132,0,5,89,56.55,276.0,new,experiments/results/AT_2_2/5mill_L/70.onnx,AT,3,3,6409.861449956894,3500000,1e-05,20,0.1,23,True,10000,True,10000,True,True,70
15,274,103,519,163,748,174,0,1,86,29.56,275.0,new,experiments/results/AT_2_2/5mill_L/75.onnx,AT,3,3,6875.931681394577,3750000,1e-05,20,0.1,23,True,10000,True,10000,True,True,75
16,327,140,657,264,674,243,0,1,155,36.81,218.0,new,experiments/results/AT_2_2/5mill_L/80.onnx,AT,3,3,7342.54340338707,4000000,1e-05,20,0.1,23,True,10000,True,10000,True,True,80
17,327,162,665,302,716,200,0,1,167,85.6,274.0,new,experiments/results/AT_2_2/5mill_L/85.onnx,AT,3,3,7810.646283626556,4250000,1e-05,20,0.1,23,True,10000,True,10000,True,True,85
18,304,132,567,217,720,8,0,1,97,55.45,357.0,new,experiments/results/AT_2_2/5mill_L/90.onnx,AT,3,3,8279.331414461136,4500000,1e-05,20,0.1,23,True,10000,True,10000,True,True,90
19,327,163,657,303,831,146,0,1,168,127.51,356.0,new,experiments/results/AT_2_2/5mill_L/95.onnx,AT,3,3,8749.548017978668,4750000,1e-05,20,0.1,23,True,10000,True,10000,True,True,95
20,327,161,657,304,730,166,0,1,164,69.63,288.0,new,experiments/results/AT_2_2/5mill_L/100.onnx,AT,3,3,9221.740055084229,5000000,1e-05,20,0.1,23,True,10000,True,10000,True,True,100
