,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,140,50,273,65,281,13,0,1,24,12.02,57.0,new,experiments/results/TA_2_2/TB_5mill_5000/0.onnx,TA,2,2,1.4040560722351074,0,1e-05,20,0.1,15,True,5000,True,10000,True,0
1,140,57,266,79,295,36,0,1,31,19.97,60.0,new,experiments/results/TA_2_2/TB_5mill_5000/1.onnx,TA,2,2,80.46044683456421,50000,1e-05,20,0.1,15,True,5000,True,10000,True,1
2,136,50,218,65,263,42,0,1,7,14.99,47.0,new,experiments/results/TA_2_2/TB_5mill_5000/2.onnx,TA,2,2,159.45611143112183,100000,1e-05,20,0.1,15,True,5000,True,10000,True,2
3,140,50,247,65,368,72,0,1,12,18.99,94.0,new,experiments/results/TA_2_2/TB_5mill_5000/3.onnx,TA,2,2,239.28460550308228,150000,1e-05,20,0.1,15,True,5000,True,10000,True,3
4,114,50,169,65,284,50,0,1,4,11.94,49.0,new,experiments/results/TA_2_2/TB_5mill_5000/4.onnx,TA,2,2,320.21619296073914,200000,1e-05,20,0.1,15,True,5000,True,10000,True,4
5,140,99,277,174,359,113,0,1,12,22.97,79.0,new,experiments/results/TA_2_2/TB_5mill_5000/5.onnx,TA,2,2,400.2830219268799,250000,1e-05,20,0.1,15,True,5000,True,10000,True,5
6,140,73,260,113,307,88,0,1,16,17.93,43.0,new,experiments/results/TA_2_2/TB_5mill_5000/6.onnx,TA,2,2,480.22671604156494,300000,1e-05,20,0.1,15,True,5000,True,10000,True,6
7,140,99,271,174,311,120,0,1,14,19.99,41.0,new,experiments/results/TA_2_2/TB_5mill_5000/7.onnx,TA,2,2,559.899135351181,350000,1e-05,20,0.1,15,True,5000,True,10000,True,7
8,95,45,141,56,297,45,0,1,6,27.7,36.0,new,experiments/results/TA_2_2/TB_5mill_5000/8.onnx,TA,2,2,639.0540025234222,400000,1e-05,20,0.1,15,True,5000,True,10000,True,8
9,140,99,285,174,295,88,0,1,18,17.02,48.0,new,experiments/results/TA_2_2/TB_5mill_5000/9.onnx,TA,2,2,719.1469192504883,450000,1e-05,20,0.1,15,True,5000,True,10000,True,9
10,99,54,171,74,258,61,0,1,14,8.96,36.0,new,experiments/results/TA_2_2/TB_5mill_5000/10.onnx,TA,2,2,800.194256067276,500000,1e-05,20,0.1,15,True,5000,True,10000,True,10
11,88,45,136,56,283,48,0,1,6,27.7,41.0,new,experiments/results/TA_2_2/TB_5mill_5000/11.onnx,TA,2,2,881.712409734726,550000,1e-05,20,0.1,15,True,5000,True,10000,True,11
