,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,idx
0,7639,1123,20067,3157,174088,2045,0,1,3315,112.18,145656.0,new,experiments/results/TL_2_2/5mill_RA/0.onnx,TL,3,3,2.175727367401123,0,1e-05,20,0.1,15,True,10000,True,10000,True,False,0
1,10090,934,24894,2665,233588,5699,0,1,5183,360.48,174590.0,new,experiments/results/TL_2_2/5mill_RA/5.onnx,TL,3,3,423.72106099128723,250000,1e-05,20,0.1,15,True,10000,True,10000,True,False,5
2,11,11,12,12,155,2,0,1,0,16.66,6.0,new,experiments/results/TL_2_2/5mill_RA/10.onnx,TL,3,3,777.9336926937103,500000,1e-05,20,0.1,15,True,10000,True,10000,True,False,10
3,106,32,170,45,300,19,0,1,0,10.58,79.0,new,experiments/results/TL_2_2/5mill_RA/15.onnx,TL,3,3,1141.177755355835,750000,1e-05,20,0.1,15,True,10000,True,10000,True,False,15
4,17,11,21,12,143,2,0,1,0,16.66,10.0,new,experiments/results/TL_2_2/5mill_RA/20.onnx,TL,3,3,1507.339418888092,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,False,20
5,3391,574,5995,1105,16232,125,0,557,1004,199.21,15350.0,new,experiments/results/TL_2_2/5mill_RA/25.onnx,TL,3,3,1873.9613585472107,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,False,25
6,11,11,12,12,159,2,0,1,0,16.66,9.0,new,experiments/results/TL_2_2/5mill_RA/30.onnx,TL,3,3,2243.322867155075,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,False,30
7,11,11,12,12,169,2,0,1,0,16.66,7.0,new,experiments/results/TL_2_2/5mill_RA/35.onnx,TL,3,3,2607.906301498413,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,False,35
8,49,20,69,26,199,8,0,5,0,20.18,28.0,new,experiments/results/TL_2_2/5mill_RA/40.onnx,TL,3,3,2979.0108811855316,2000000,1e-05,20,0.1,15,True,10000,True,10000,True,False,40
9,6424,85,8836,113,67199,335,0,149,1414,321.18,65273.0,new,experiments/results/TL_2_2/5mill_RA/45.onnx,TL,3,3,3347.095645427704,2250000,1e-05,20,0.1,15,True,10000,True,10000,True,False,45
10,28,18,42,24,180,5,0,1,0,17.7,14.0,new,experiments/results/TL_2_2/5mill_RA/50.onnx,TL,3,3,3724.2109587192535,2500000,1e-05,20,0.1,15,True,10000,True,10000,True,False,50
11,5159,474,7491,865,33985,294,0,359,899,342.67,32762.0,new,experiments/results/TL_2_2/5mill_RA/55.onnx,TL,3,3,4090.492415189743,2750000,1e-05,20,0.1,15,True,10000,True,10000,True,False,55
12,1146,89,1642,138,2535,131,0,50,61,61.46,2031.0,new,experiments/results/TL_2_2/5mill_RA/60.onnx,TL,3,3,4454.759738922119,3000000,1e-05,20,0.1,15,True,10000,True,10000,True,False,60
13,4721,219,6494,334,34756,236,0,242,1251,85.77,33428.0,new,experiments/results/TL_2_2/5mill_RA/65.onnx,TL,3,3,4827.807403802872,3250000,1e-05,20,0.1,15,True,10000,True,10000,True,False,65
14,345,11,421,12,643,15,0,1,15,88.6,323.0,new,experiments/results/TL_2_2/5mill_RA/70.onnx,TL,3,3,5194.301202297211,3500000,1e-05,20,0.1,15,True,10000,True,10000,True,False,70
15,6357,385,10538,670,59832,95,0,674,3121,391.13,58438.0,new,experiments/results/TL_2_2/5mill_RA/75.onnx,TL,3,3,5562.17472743988,3750000,1e-05,20,0.1,15,True,10000,True,10000,True,False,75
16,4665,69,7249,103,26969,22,0,758,1107,71.72,25988.0,new,experiments/results/TL_2_2/5mill_RA/80.onnx,TL,3,3,5924.843500614166,4000000,1e-05,20,0.1,15,True,10000,True,10000,True,False,80
17,8107,58,12600,76,149081,377,0,45,3405,431.21,144069.0,new,experiments/results/TL_2_2/5mill_RA/85.onnx,TL,3,3,6290.237124204636,4250000,1e-05,20,0.1,15,True,10000,True,10000,True,False,85
18,158,28,250,38,309,31,0,7,1,23.58,76.0,new,experiments/results/TL_2_2/5mill_RA/90.onnx,TL,3,3,6653.130704164505,4500000,1e-05,20,0.1,15,True,10000,True,10000,True,False,90
19,5114,339,8427,575,38985,87,0,325,1964,68.41,37707.0,new,experiments/results/TL_2_2/5mill_RA/95.onnx,TL,3,3,7022.111687421799,4750000,1e-05,20,0.1,15,True,10000,True,10000,True,False,95
20,5675,372,8651,643,48109,61,0,417,2468,104.58,46855.0,new,experiments/results/TL_2_2/5mill_RA/100.onnx,TL,3,3,7387.421191930771,5000000,1e-05,20,0.1,15,True,10000,True,10000,True,False,100
