,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,6.0,6.0,8.0,8.0,141.0,2.0,0.0,1.0,0.0,11.96,12.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,1,
1,7.0,6.0,10.0,8.0,135.0,2.0,0.0,1.0,0.0,12.51,14.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,2,
2,8.0,6.0,12.0,8.0,136.0,2.0,0.0,1.0,0.0,13.02,11.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,3,
3,9.0,6.0,14.0,8.0,139.0,2.0,0.0,1.0,0.0,14.48,16.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,4,
4,10.0,6.0,16.0,8.0,143.0,2.0,0.0,1.0,0.0,14.48,16.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,5,
5,11.0,6.0,18.0,8.0,144.0,2.0,0.0,1.0,0.0,14.99,17.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,6,
6,12.0,6.0,20.0,8.0,143.0,2.0,0.0,1.0,0.0,14.99,18.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,7,
7,13.0,6.0,22.0,8.0,147.0,2.0,0.0,1.0,0.0,15.47,21.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,8,
8,14.0,6.0,24.0,8.0,147.0,2.0,0.0,1.0,0.0,15.5,21.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,9,
9,15.0,6.0,26.0,8.0,146.0,2.0,0.0,1.0,0.0,15.53,19.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,10,
10,16.0,6.0,28.0,8.0,162.0,2.0,0.0,1.0,0.0,15.53,38.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,11,
11,17.0,6.0,30.0,8.0,149.0,2.0,0.0,1.0,0.0,16.0,24.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,12,
12,18.0,6.0,32.0,8.0,152.0,2.0,0.0,1.0,0.0,16.0,24.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,13,
13,19.0,6.0,34.0,8.0,156.0,2.0,0.0,1.0,0.0,16.0,28.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,14,
14,20.0,6.0,36.0,8.0,161.0,2.0,0.0,1.0,0.0,15.5,28.0,True,new,experiments/results/AT_2_2/pytorch_epsdec/39.onnx,AT,1,15,
