,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,avg q,idx
67,5732.307039737701,3350000,1e-05,20,0.1,15,True,10000,True,-102.459015,67
68,5839.546032190323,3400000,1e-05,20,0.1,15,True,10000,True,-100.11213,68
69,5946.821029663086,3450000,1e-05,20,0.1,15,True,10000,True,-101.639206,69
70,6053.009349822998,3500000,1e-05,20,0.1,15,True,10000,True,-100.88072,70
71,6161.300559997559,3550000,1e-05,20,0.1,15,True,10000,True,-102.48114,71
72,6269.016184091568,3600000,1e-05,20,0.1,15,True,10000,True,-103.579384,72
73,6379.085896968842,3650000,1e-05,20,0.1,15,True,10000,True,-102.6251,73
74,6462.663438081741,3700000,1e-05,20,0.1,15,True,10000,True,-100.087944,74
75,6540.172444105148,3750000,1e-05,20,0.1,15,True,10000,True,-100.030075,75
76,6617.4414710998535,3800000,1e-05,20,0.1,15,True,10000,True,-100.57596,76
77,6695.505577087402,3850000,1e-05,20,0.1,15,True,10000,True,-99.34899,77
78,6773.618314504623,3900000,1e-05,20,0.1,15,True,10000,True,-99.63252,78
79,6851.559250593185,3950000,1e-05,20,0.1,15,True,10000,True,-99.23728,79
80,6930.89012670517,4000000,1e-05,20,0.1,15,True,10000,True,-98.17634,80
81,7011.8295612335205,4050000,1e-05,20,0.1,15,True,10000,True,-99.52685,81
82,7093.467272043228,4100000,1e-05,20,0.1,15,True,10000,True,-97.79117,82
83,7173.712638616562,4150000,1e-05,20,0.1,15,True,10000,True,-98.42066,83
84,7255.113541841507,4200000,1e-05,20,0.1,15,True,10000,True,-96.05901,84
85,7336.9023604393005,4250000,1e-05,20,0.1,15,True,10000,True,-97.85024,85
86,7419.1814222335815,4300000,1e-05,20,0.1,15,True,10000,True,-96.29773,86
87,7499.836761236191,4350000,1e-05,20,0.1,15,True,10000,True,-93.88777,87
88,7580.1024079322815,4400000,1e-05,20,0.1,15,True,10000,True,-93.61965,88
89,7660.754592180252,4450000,1e-05,20,0.1,15,True,10000,True,-94.23115,89
90,7740.077996492386,4500000,1e-05,20,0.1,15,True,10000,True,-92.71095,90
91,7818.958231687546,4550000,1e-05,20,0.1,15,True,10000,True,-90.91108,91
92,7897.984984397888,4600000,1e-05,20,0.1,15,True,10000,True,-92.742256,92
93,7977.150141239166,4650000,1e-05,20,0.1,15,True,10000,True,-90.85156,93
94,8055.709385633469,4700000,1e-05,20,0.1,15,True,10000,True,-90.72772,94
95,8135.327536582947,4750000,1e-05,20,0.1,15,True,10000,True,-89.899864,95
96,8214.875537395477,4800000,1e-05,20,0.1,15,True,10000,True,-89.9763,96
97,8294.1100628376,4850000,1e-05,20,0.1,15,True,10000,True,-88.361336,97
98,8374.581409454346,4900000,1e-05,20,0.1,15,True,10000,True,-88.84656,98
99,8454.034907102585,4950000,1e-05,20,0.1,15,True,10000,True,-87.53916,99
100,8534.551272153854,5000000,1e-05,20,0.1,15,True,10000,True,-85.50538,100
