,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,avg q,idx
0,1.4381110668182373,0,1e-05,20,0.1,15,True,10000,True,0.6235759,0
1,80.74724292755127,50000,1e-05,20,0.1,15,True,10000,True,-3.6788929,1
2,159.72218489646912,100000,1e-05,20,0.1,15,True,10000,True,-8.26006,2
3,239.70683455467224,150000,1e-05,20,0.1,15,True,10000,True,-12.890376,3
4,319.40413880348206,200000,1e-05,20,0.1,15,True,10000,True,-17.139322,4
5,400.6739892959595,250000,1e-05,20,0.1,15,True,10000,True,-20.916988,5
6,482.84805941581726,300000,1e-05,20,0.1,15,True,10000,True,-25.054424,6
7,564.2571449279785,350000,1e-05,20,0.1,15,True,10000,True,-29.72505,7
8,645.3123309612274,400000,1e-05,20,0.1,15,True,10000,True,-32.97205,8
9,726.3255107402802,450000,1e-05,20,0.1,15,True,10000,True,-36.910847,9
10,807.2650239467621,500000,1e-05,20,0.1,15,True,10000,True,-40.712883,10
11,890.2225396633148,550000,1e-05,20,0.1,15,True,10000,True,-44.572777,11
12,973.7483861446381,600000,1e-05,20,0.1,15,True,10000,True,-47.82246,12
13,1059.465454339981,650000,1e-05,20,0.1,15,True,10000,True,-50.944485,13
14,1147.9109437465668,700000,1e-05,20,0.1,15,True,10000,True,-53.91269,14
15,1237.8937861919403,750000,1e-05,20,0.1,15,True,10000,True,-57.528984,15
16,1323.8377211093903,800000,1e-05,20,0.1,15,True,10000,True,-60.293106,16
17,1407.4043469429016,850000,1e-05,20,0.1,15,True,10000,True,-62.1878,17
18,1491.889919757843,900000,1e-05,20,0.1,15,True,10000,True,-64.53296,18
19,1579.6428501605988,950000,1e-05,20,0.1,15,True,10000,True,-67.140076,19
20,1670.5348834991455,1000000,1e-05,20,0.1,15,True,10000,True,-68.47082,20
21,1751.3523607254028,1050000,1e-05,20,0.1,15,True,10000,True,-69.98375,21
22,1830.9870579242706,1100000,1e-05,20,0.1,15,True,10000,True,-70.817444,22
23,1910.791386127472,1150000,1e-05,20,0.1,15,True,10000,True,-73.80726,23
24,1990.506157875061,1200000,1e-05,20,0.1,15,True,10000,True,-73.61806,24
25,2070.8353674411774,1250000,1e-05,20,0.1,15,True,10000,True,-76.76345,25
26,2151.966300725937,1300000,1e-05,20,0.1,15,True,10000,True,-79.63775,26
27,2233.359434604645,1350000,1e-05,20,0.1,15,True,10000,True,-81.5337,27
28,2315.721782207489,1400000,1e-05,20,0.1,15,True,10000,True,-83.3035,28
29,2399.2429134845734,1450000,1e-05,20,0.1,15,True,10000,True,-84.40449,29
30,2480.163561105728,1500000,1e-05,20,0.1,15,True,10000,True,-85.87943,30
31,2559.5534336566925,1550000,1e-05,20,0.1,15,True,10000,True,-86.50545,31
32,2638.654846906662,1600000,1e-05,20,0.1,15,True,10000,True,-87.91127,32
33,2718.20499253273,1650000,1e-05,20,0.1,15,True,10000,True,-88.42688,33
34,2797.720189809799,1700000,1e-05,20,0.1,15,True,10000,True,-89.59465,34
35,2877.7989184856415,1750000,1e-05,20,0.1,15,True,10000,True,-91.02284,35
36,2957.9418148994446,1800000,1e-05,20,0.1,15,True,10000,True,-90.89157,36
37,3038.5933957099915,1850000,1e-05,20,0.1,15,True,10000,True,-89.644615,37
38,3119.589466571808,1900000,1e-05,20,0.1,15,True,10000,True,-91.005135,38
39,3200.7967920303345,1950000,1e-05,20,0.1,15,True,10000,True,-91.25621,39
40,3282.509693622589,2000000,1e-05,20,0.1,15,True,10000,True,-93.498634,40
41,3364.7991428375244,2050000,1e-05,20,0.1,15,True,10000,True,-94.11203,41
42,3447.7405467033386,2100000,1e-05,20,0.1,15,True,10000,True,-94.991875,42
43,3531.5052754879,2150000,1e-05,20,0.1,15,True,10000,True,-96.41509,43
44,3615.81014251709,2200000,1e-05,20,0.1,15,True,10000,True,-96.533745,44
45,3700.9751987457275,2250000,1e-05,20,0.1,15,True,10000,True,-98.39152,45
46,3788.8507516384125,2300000,1e-05,20,0.1,15,True,10000,True,-98.73886,46
47,3885.663797855377,2350000,1e-05,20,0.1,15,True,10000,True,-98.57411,47
48,3974.7029616832733,2400000,1e-05,20,0.1,15,True,10000,True,-99.39095,48
49,4061.950027704239,2450000,1e-05,20,0.1,15,True,10000,True,-99.71356,49
50,4153.424125432968,2500000,1e-05,20,0.1,15,True,10000,True,-97.67041,50
51,4252.356707334518,2550000,1e-05,20,0.1,15,True,10000,True,-98.06663,51
52,4334.02051949501,2600000,1e-05,20,0.1,15,True,10000,True,-99.06293,52
53,4415.843186378479,2650000,1e-05,20,0.1,15,True,10000,True,-98.71404,53
54,4497.789302110672,2700000,1e-05,20,0.1,15,True,10000,True,-98.78779,54
55,4580.204436302185,2750000,1e-05,20,0.1,15,True,10000,True,-100.63434,55
56,4663.843681335449,2800000,1e-05,20,0.1,15,True,10000,True,-100.23379,56
57,4748.084412097931,2850000,1e-05,20,0.1,15,True,10000,True,-99.51356,57
58,4841.53963637352,2900000,1e-05,20,0.1,15,True,10000,True,-99.313,58
59,4933.65043926239,2950000,1e-05,20,0.1,15,True,10000,True,-99.04255,59
60,5024.5627365112305,3000000,1e-05,20,0.1,15,True,10000,True,-100.78484,60
61,5122.081077337265,3050000,1e-05,20,0.1,15,True,10000,True,-100.59985,61
62,5222.010210514069,3100000,1e-05,20,0.1,15,True,10000,True,-101.43056,62
63,5318.820444822311,3150000,1e-05,20,0.1,15,True,10000,True,-100.66516,63
64,5420.639344930649,3200000,1e-05,20,0.1,15,True,10000,True,-101.56885,64
65,5521.522881984711,3250000,1e-05,20,0.1,15,True,10000,True,-100.4305,65
66,5626.195962429047,3300000,1e-05,20,0.1,15,True,10000,True,-101.27458,66
