,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,idx
0,1083,184,3227,298,4675,189,0,1,252,182.07,3554.0,new,experiments/results/TA_2_2/TB_5mill/0.onnx,TA,3,3,1.4381110668182373,0,1e-05,20,0.1,15,True,10000,True,0
1,1083,446,3300,1014,5133,420,0,1,208,256.95,3725.0,new,experiments/results/TA_2_2/TB_5mill/1.onnx,TA,3,3,80.74724292755127,50000,1e-05,20,0.1,15,True,10000,True,1
2,1083,205,3204,342,5073,376,0,1,138,131.22,3576.0,new,experiments/results/TA_2_2/TB_5mill/2.onnx,TA,3,3,159.72218489646912,100000,1e-05,20,0.1,15,True,10000,True,2
3,1083,196,2868,315,4285,783,0,1,53,157.6,2500.0,new,experiments/results/TA_2_2/TB_5mill/3.onnx,TA,3,3,239.70683455467224,150000,1e-05,20,0.1,15,True,10000,True,3
4,1083,284,3144,513,4651,1508,0,1,36,225.4,2160.0,new,experiments/results/TA_2_2/TB_5mill/4.onnx,TA,3,3,319.40413880348206,200000,1e-05,20,0.1,15,True,10000,True,4
5,1083,290,2346,513,4090,896,0,1,14,211.56,2677.0,new,experiments/results/TA_2_2/TB_5mill/5.onnx,TA,3,3,400.6739892959595,250000,1e-05,20,0.1,15,True,10000,True,5
6,1081,396,2652,808,4315,1360,0,1,14,136.36,2232.0,new,experiments/results/TA_2_2/TB_5mill/6.onnx,TA,3,3,482.84805941581726,300000,1e-05,20,0.1,15,True,10000,True,6
7,1082,554,3174,1292,4986,1862,0,1,36,239.7,2157.0,new,experiments/results/TA_2_2/TB_5mill/7.onnx,TA,3,3,564.2571449279785,350000,1e-05,20,0.1,15,True,10000,True,7
8,380,111,682,142,820,272,0,1,14,57.2,319.0,new,experiments/results/TA_2_2/TB_5mill/8.onnx,TA,3,3,645.3123309612274,400000,1e-05,20,0.1,15,True,10000,True,8
9,1010,454,2917,1023,4744,1840,0,1,14,170.66,1635.0,new,experiments/results/TA_2_2/TB_5mill/9.onnx,TA,3,3,726.3255107402802,450000,1e-05,20,0.1,15,True,10000,True,9
10,915,360,2469,715,3076,1425,0,1,36,155.01,1129.0,new,experiments/results/TA_2_2/TB_5mill/10.onnx,TA,3,3,807.2650239467621,500000,1e-05,20,0.1,15,True,10000,True,10
