,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,idx
0,140,57,267,79,281,6,0,1,33,15.99,74.0,new,experiments/results/TA_2_2/TB_5mill/0.onnx,TA,2,2,1.4381110668182373,0,1e-05,20,0.1,15,True,10000,True,0
1,140,83,274,138,305,23,0,1,34,17.99,72.0,new,experiments/results/TA_2_2/TB_5mill/1.onnx,TA,2,2,80.74724292755127,50000,1e-05,20,0.1,15,True,10000,True,1
2,140,83,263,138,292,25,0,1,15,17.98,73.0,new,experiments/results/TA_2_2/TB_5mill/2.onnx,TA,2,2,159.72218489646912,100000,1e-05,20,0.1,15,True,10000,True,2
3,140,57,257,79,321,56,0,1,14,19.98,65.0,new,experiments/results/TA_2_2/TB_5mill/3.onnx,TA,2,2,239.70683455467224,150000,1e-05,20,0.1,15,True,10000,True,3
4,140,50,246,65,272,57,0,1,12,15.98,53.0,new,experiments/results/TA_2_2/TB_5mill/4.onnx,TA,2,2,319.40413880348206,200000,1e-05,20,0.1,15,True,10000,True,4
5,139,51,209,66,299,55,0,1,6,14.99,68.0,new,experiments/results/TA_2_2/TB_5mill/5.onnx,TA,2,2,400.6739892959595,250000,1e-05,20,0.1,15,True,10000,True,5
6,139,50,228,65,303,80,0,1,6,17.01,55.0,new,experiments/results/TA_2_2/TB_5mill/6.onnx,TA,2,2,482.84805941581726,300000,1e-05,20,0.1,15,True,10000,True,6
7,139,76,265,123,322,106,0,1,12,20.99,53.0,new,experiments/results/TA_2_2/TB_5mill/7.onnx,TA,2,2,564.2571449279785,350000,1e-05,20,0.1,15,True,10000,True,7
8,87,45,128,56,243,41,0,1,6,26.66,32.0,new,experiments/results/TA_2_2/TB_5mill/8.onnx,TA,2,2,645.3123309612274,400000,1e-05,20,0.1,15,True,10000,True,8
9,108,63,182,89,292,70,0,1,7,10.92,43.0,new,experiments/results/TA_2_2/TB_5mill/9.onnx,TA,2,2,726.3255107402802,450000,1e-05,20,0.1,15,True,10000,True,9
10,119,78,209,119,311,82,0,1,12,13.95,55.0,new,experiments/results/TA_2_2/TB_5mill/10.onnx,TA,2,2,807.2650239467621,500000,1e-05,20,0.1,15,True,10000,True,10
11,140,100,257,167,366,101,0,1,14,18.95,62.0,new,experiments/results/TA_2_2/TB_5mill/11.onnx,TA,2,2,890.2225396633148,550000,1e-05,20,0.1,15,True,10000,True,11
12,137,95,256,160,286,101,0,1,20,17.96,42.0,new,experiments/results/TA_2_2/TB_5mill/12.onnx,TA,2,2,973.7483861446381,600000,1e-05,20,0.1,15,True,10000,True,12
13,137,71,270,108,273,92,0,1,18,19.98,44.0,new,experiments/results/TA_2_2/TB_5mill/13.onnx,TA,2,2,1059.465454339981,650000,1e-05,20,0.1,15,True,10000,True,13
14,86,45,138,56,235,42,0,1,16,27.14,25.0,new,experiments/results/TA_2_2/TB_5mill/14.onnx,TA,2,2,1147.9109437465668,700000,1e-05,20,0.1,15,True,10000,True,14
15,139,97,261,166,289,101,0,1,21,16.0,30.0,new,experiments/results/TA_2_2/TB_5mill/15.onnx,TA,2,2,1237.8937861919403,750000,1e-05,20,0.1,15,True,10000,True,15
16,137,92,261,157,278,98,0,1,20,19.99,53.0,new,experiments/results/TA_2_2/TB_5mill/16.onnx,TA,2,2,1323.8377211093903,800000,1e-05,20,0.1,15,True,10000,True,16
17,124,66,223,95,291,78,0,1,21,13.96,54.0,new,experiments/results/TA_2_2/TB_5mill/17.onnx,TA,2,2,1407.4043469429016,850000,1e-05,20,0.1,15,True,10000,True,17
18,83,45,128,56,253,30,0,1,18,26.18,23.0,new,experiments/results/TA_2_2/TB_5mill/18.onnx,TA,2,2,1491.889919757843,900000,1e-05,20,0.1,15,True,10000,True,18
19,82,45,120,56,236,33,0,1,11,26.66,19.0,new,experiments/results/TA_2_2/TB_5mill/19.onnx,TA,2,2,1579.6428501605988,950000,1e-05,20,0.1,15,True,10000,True,19
20,99,53,170,71,290,61,0,1,15,29.14,45.0,new,experiments/results/TA_2_2/TB_5mill/20.onnx,TA,2,2,1670.5348834991455,1000000,1e-05,20,0.1,15,True,10000,True,20
21,86,45,130,56,218,41,0,1,9,27.62,26.0,new,experiments/results/TA_2_2/TB_5mill/21.onnx,TA,2,2,1751.3523607254028,1050000,1e-05,20,0.1,15,True,10000,True,21
22,99,63,165,91,273,61,0,1,11,29.14,34.0,new,experiments/results/TA_2_2/TB_5mill/22.onnx,TA,2,2,1830.9870579242706,1100000,1e-05,20,0.1,15,True,10000,True,22
23,140,101,273,177,327,1,0,1,19,9.12,54.0,new,experiments/results/TA_2_2/TB_5mill/23.onnx,TA,2,2,1910.791386127472,1150000,1e-05,20,0.1,15,True,10000,True,23
24,96,53,156,71,240,56,0,1,11,28.18,33.0,new,experiments/results/TA_2_2/TB_5mill/24.onnx,TA,2,2,1990.506157875061,1200000,1e-05,20,0.1,15,True,10000,True,24
25,103,61,172,87,237,57,0,1,14,9.0,36.0,new,experiments/results/TA_2_2/TB_5mill/25.onnx,TA,2,2,2070.8353674411774,1250000,1e-05,20,0.1,15,True,10000,True,25
26,105,69,170,107,308,56,0,1,9,29.14,43.0,new,experiments/results/TA_2_2/TB_5mill/26.onnx,TA,2,2,2151.966300725937,1300000,1e-05,20,0.1,15,True,10000,True,26
27,102,69,159,107,271,56,0,1,7,29.14,35.0,new,experiments/results/TA_2_2/TB_5mill/27.onnx,TA,2,2,2233.359434604645,1350000,1e-05,20,0.1,15,True,10000,True,27
28,76,45,107,56,205,19,0,1,18,24.66,26.0,new,experiments/results/TA_2_2/TB_5mill/28.onnx,TA,2,2,2315.721782207489,1400000,1e-05,20,0.1,15,True,10000,True,28
29,90,63,149,92,281,57,0,1,2,29.62,35.0,new,experiments/results/TA_2_2/TB_5mill/29.onnx,TA,2,2,2399.2429134845734,1450000,1e-05,20,0.1,15,True,10000,True,29
30,74,45,106,56,206,21,0,1,17,24.66,30.0,new,experiments/results/TA_2_2/TB_5mill/30.onnx,TA,2,2,2480.163561105728,1500000,1e-05,20,0.1,15,True,10000,True,30
31,140,99,269,174,319,119,0,1,13,21.01,46.0,new,experiments/results/TA_2_2/TB_5mill/31.onnx,TA,2,2,2559.5534336566925,1550000,1e-05,20,0.1,15,True,10000,True,31
32,86,45,136,56,219,36,0,1,18,27.62,31.0,new,experiments/results/TA_2_2/TB_5mill/32.onnx,TA,2,2,2638.654846906662,1600000,1e-05,20,0.1,15,True,10000,True,32
33,134,81,239,134,324,92,0,1,15,13.94,50.0,new,experiments/results/TA_2_2/TB_5mill/33.onnx,TA,2,2,2718.20499253273,1650000,1e-05,20,0.1,15,True,10000,True,33
34,125,82,230,137,270,86,0,1,16,11.95,33.0,new,experiments/results/TA_2_2/TB_5mill/34.onnx,TA,2,2,2797.720189809799,1700000,1e-05,20,0.1,15,True,10000,True,34
35,83,46,124,57,212,41,0,1,6,26.18,27.0,new,experiments/results/TA_2_2/TB_5mill/35.onnx,TA,2,2,2877.7989184856415,1750000,1e-05,20,0.1,15,True,10000,True,35
36,125,78,231,128,286,84,0,1,19,11.97,26.0,new,experiments/results/TA_2_2/TB_5mill/36.onnx,TA,2,2,2957.9418148994446,1800000,1e-05,20,0.1,15,True,10000,True,36
37,140,99,273,173,265,121,0,1,18,18.02,24.0,new,experiments/results/TA_2_2/TB_5mill/37.onnx,TA,2,2,3038.5933957099915,1850000,1e-05,20,0.1,15,True,10000,True,37
38,137,59,239,83,339,82,0,1,18,14.01,46.0,new,experiments/results/TA_2_2/TB_5mill/38.onnx,TA,2,2,3119.589466571808,1900000,1e-05,20,0.1,15,True,10000,True,38
39,128,89,246,152,321,93,0,1,22,13.97,48.0,new,experiments/results/TA_2_2/TB_5mill/39.onnx,TA,2,2,3200.7967920303345,1950000,1e-05,20,0.1,15,True,10000,True,39
40,92,51,138,66,286,45,0,1,6,27.7,40.0,new,experiments/results/TA_2_2/TB_5mill/40.onnx,TA,2,2,3282.509693622589,2000000,1e-05,20,0.1,15,True,10000,True,40
41,137,81,236,131,313,89,0,1,10,14.01,45.0,new,experiments/results/TA_2_2/TB_5mill/41.onnx,TA,2,2,3364.7991428375244,2050000,1e-05,20,0.1,15,True,10000,True,41
42,140,51,250,68,299,31,0,1,29,14.99,72.0,new,experiments/results/TA_2_2/TB_5mill/42.onnx,TA,2,2,3447.7405467033386,2100000,1e-05,20,0.1,15,True,10000,True,42
43,87,45,135,56,277,36,0,1,17,27.14,35.0,new,experiments/results/TA_2_2/TB_5mill/43.onnx,TA,2,2,3531.5052754879,2150000,1e-05,20,0.1,15,True,10000,True,43
44,87,45,128,56,256,37,0,1,8,26.66,29.0,new,experiments/results/TA_2_2/TB_5mill/44.onnx,TA,2,2,3615.81014251709,2200000,1e-05,20,0.1,15,True,10000,True,44
45,87,45,137,56,265,37,0,1,18,27.62,39.0,new,experiments/results/TA_2_2/TB_5mill/45.onnx,TA,2,2,3700.9751987457275,2250000,1e-05,20,0.1,15,True,10000,True,45
46,140,101,262,176,308,107,0,1,16,17.96,62.0,new,experiments/results/TA_2_2/TB_5mill/46.onnx,TA,2,2,3788.8507516384125,2300000,1e-05,20,0.1,15,True,10000,True,46
47,137,89,246,146,325,87,0,1,15,14.96,42.0,new,experiments/results/TA_2_2/TB_5mill/47.onnx,TA,2,2,3885.663797855377,2350000,1e-05,20,0.1,15,True,10000,True,47
48,140,106,272,188,295,119,0,1,18,20.96,40.0,new,experiments/results/TA_2_2/TB_5mill/48.onnx,TA,2,2,3974.7029616832733,2400000,1e-05,20,0.1,15,True,10000,True,48
49,51,45,68,56,212,18,0,1,0,22.18,27.0,new,experiments/results/TA_2_2/TB_5mill/49.onnx,TA,2,2,4061.950027704239,2450000,1e-05,20,0.1,15,True,10000,True,49
50,101,47,144,59,290,36,0,1,6,28.18,48.0,new,experiments/results/TA_2_2/TB_5mill/50.onnx,TA,2,2,4153.424125432968,2500000,1e-05,20,0.1,15,True,10000,True,50
51,69,45,97,56,200,29,0,1,0,24.66,23.0,new,experiments/results/TA_2_2/TB_5mill/51.onnx,TA,2,2,4252.356707334518,2550000,1e-05,20,0.1,15,True,10000,True,51
52,69,45,97,56,200,29,0,1,0,24.18,23.0,new,experiments/results/TA_2_2/TB_5mill/52.onnx,TA,2,2,4334.02051949501,2600000,1e-05,20,0.1,15,True,10000,True,52
53,94,49,144,63,222,39,0,1,12,27.7,31.0,new,experiments/results/TA_2_2/TB_5mill/53.onnx,TA,2,2,4415.843186378479,2650000,1e-05,20,0.1,15,True,10000,True,53
54,94,51,143,66,287,45,0,1,10,28.18,41.0,new,experiments/results/TA_2_2/TB_5mill/54.onnx,TA,2,2,4497.789302110672,2700000,1e-05,20,0.1,15,True,10000,True,54
55,87,67,157,102,256,49,0,1,0,28.18,39.0,new,experiments/results/TA_2_2/TB_5mill/55.onnx,TA,2,2,4580.204436302185,2750000,1e-05,20,0.1,15,True,10000,True,55
56,140,74,246,118,300,96,0,1,10,18.96,52.0,new,experiments/results/TA_2_2/TB_5mill/56.onnx,TA,2,2,4663.843681335449,2800000,1e-05,20,0.1,15,True,10000,True,56
57,137,89,266,148,362,40,0,1,22,17.02,61.0,new,experiments/results/TA_2_2/TB_5mill/57.onnx,TA,2,2,4748.084412097931,2850000,1e-05,20,0.1,15,True,10000,True,57
58,140,81,262,132,319,13,0,1,36,12.98,61.0,new,experiments/results/TA_2_2/TB_5mill/58.onnx,TA,2,2,4841.53963637352,2900000,1e-05,20,0.1,15,True,10000,True,58
59,140,84,258,138,363,99,0,1,16,17.96,50.0,new,experiments/results/TA_2_2/TB_5mill/59.onnx,TA,2,2,4933.65043926239,2950000,1e-05,20,0.1,15,True,10000,True,59
60,140,66,213,90,339,64,0,1,6,12.98,70.0,new,experiments/results/TA_2_2/TB_5mill/60.onnx,TA,2,2,5024.5627365112305,3000000,1e-05,20,0.1,15,True,10000,True,60
61,140,48,260,61,268,105,0,1,12,19.02,39.0,new,experiments/results/TA_2_2/TB_5mill/61.onnx,TA,2,2,5122.081077337265,3050000,1e-05,20,0.1,15,True,10000,True,61
62,140,85,261,135,330,98,0,1,17,17.96,45.0,new,experiments/results/TA_2_2/TB_5mill/62.onnx,TA,2,2,5222.010210514069,3100000,1e-05,20,0.1,15,True,10000,True,62
63,96,63,156,93,244,39,0,1,6,29.14,35.0,new,experiments/results/TA_2_2/TB_5mill/63.onnx,TA,2,2,5318.820444822311,3150000,1e-05,20,0.1,15,True,10000,True,63
64,125,80,213,126,343,69,0,1,5,14.98,64.0,new,experiments/results/TA_2_2/TB_5mill/64.onnx,TA,2,2,5420.639344930649,3200000,1e-05,20,0.1,15,True,10000,True,64
65,133,60,227,86,303,72,0,1,18,13.02,43.0,new,experiments/results/TA_2_2/TB_5mill/65.onnx,TA,2,2,5521.522881984711,3250000,1e-05,20,0.1,15,True,10000,True,65
66,140,74,253,119,266,100,0,1,14,15.95,38.0,new,experiments/results/TA_2_2/TB_5mill/66.onnx,TA,2,2,5626.195962429047,3300000,1e-05,20,0.1,15,True,10000,True,66
67,140,96,257,163,287,101,0,1,11,18.98,53.0,new,experiments/results/TA_2_2/TB_5mill/67.onnx,TA,2,2,5732.307039737701,3350000,1e-05,20,0.1,15,True,10000,True,67
68,140,56,235,75,315,79,0,1,9,15.96,49.0,new,experiments/results/TA_2_2/TB_5mill/68.onnx,TA,2,2,5839.546032190323,3400000,1e-05,20,0.1,15,True,10000,True,68
69,120,55,204,76,315,76,0,1,2,12.94,64.0,new,experiments/results/TA_2_2/TB_5mill/69.onnx,TA,2,2,5946.821029663086,3450000,1e-05,20,0.1,15,True,10000,True,69
70,140,48,245,61,318,90,0,1,12,15.98,56.0,new,experiments/results/TA_2_2/TB_5mill/70.onnx,TA,2,2,6053.009349822998,3500000,1e-05,20,0.1,15,True,10000,True,70
71,140,74,260,119,370,95,0,1,13,18.97,73.0,new,experiments/results/TA_2_2/TB_5mill/71.onnx,TA,2,2,6161.300559997559,3550000,1e-05,20,0.1,15,True,10000,True,71
72,137,57,239,79,310,62,0,1,15,13.02,51.0,new,experiments/results/TA_2_2/TB_5mill/72.onnx,TA,2,2,6269.016184091568,3600000,1e-05,20,0.1,15,True,10000,True,72
73,140,48,261,61,294,48,0,1,21,14.99,46.0,new,experiments/results/TA_2_2/TB_5mill/73.onnx,TA,2,2,6379.085896968842,3650000,1e-05,20,0.1,15,True,10000,True,73
74,140,81,270,134,312,1,0,1,17,9.05,55.0,new,experiments/results/TA_2_2/TB_5mill/74.onnx,TA,2,2,6462.663438081741,3700000,1e-05,20,0.1,15,True,10000,True,74
75,140,84,258,135,313,105,0,1,12,19.98,60.0,new,experiments/results/TA_2_2/TB_5mill/75.onnx,TA,2,2,6540.172444105148,3750000,1e-05,20,0.1,15,True,10000,True,75
76,125,73,199,112,326,70,0,1,6,11.95,60.0,new,experiments/results/TA_2_2/TB_5mill/76.onnx,TA,2,2,6617.4414710998535,3800000,1e-05,20,0.1,15,True,10000,True,76
77,140,81,261,132,365,87,0,1,17,18.99,65.0,new,experiments/results/TA_2_2/TB_5mill/77.onnx,TA,2,2,6695.505577087402,3850000,1e-05,20,0.1,15,True,10000,True,77
78,122,86,211,138,251,64,0,1,3,11.01,32.0,new,experiments/results/TA_2_2/TB_5mill/78.onnx,TA,2,2,6773.618314504623,3900000,1e-05,20,0.1,15,True,10000,True,78
79,140,74,233,117,280,85,0,1,6,13.96,41.0,new,experiments/results/TA_2_2/TB_5mill/79.onnx,TA,2,2,6851.559250593185,3950000,1e-05,20,0.1,15,True,10000,True,79
