,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,9.0,7.0,11.0,8.0,144.0,2.0,0.0,1.0,3.0,17.23,10.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,1,
1,20.0,9.0,28.0,10.0,176.0,6.0,0.0,1.0,1.0,19.17,20.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,2,
2,25.0,7.0,39.0,8.0,174.0,6.0,0.0,1.0,0.0,19.2,38.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,3,
3,36.0,7.0,61.0,8.0,198.0,13.0,0.0,1.0,0.0,19.65,41.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,4,
4,109.0,44.0,251.0,80.0,272.0,89.0,0.0,21.0,4.0,25.62,83.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,5,
5,158.0,58.0,387.0,106.0,328.0,160.0,0.0,27.0,7.0,17.93,126.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,6,
6,210.0,73.0,539.0,134.0,390.0,244.0,0.0,34.0,6.0,28.93,164.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,7,
7,273.0,89.0,722.0,164.0,447.0,349.0,0.0,42.0,8.0,49.94,172.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,8,
8,345.0,122.0,929.0,239.0,554.0,454.0,0.0,47.0,10.0,75.02,222.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,9,
9,424.0,149.0,1163.0,296.0,654.0,593.0,0.0,54.0,11.0,118.01,203.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,10,
10,514.0,143.0,1425.0,266.0,857.0,767.0,0.0,68.0,14.0,51.13,258.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,11,
11,611.0,163.0,1712.0,304.0,1132.0,931.0,0.0,76.0,17.0,21.55,369.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,12,
12,715.0,184.0,2024.0,344.0,1306.0,1122.0,0.0,84.0,19.0,13.89,404.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,13,
13,827.0,206.0,2362.0,386.0,1548.0,1349.0,0.0,91.0,21.0,41.27,371.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,14,
14,946.0,229.0,2726.0,430.0,1882.0,1558.0,0.0,99.0,22.0,88.89,369.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,1,15,
15,16.0,9.0,21.0,10.0,182.0,3.0,0.0,1.0,4.0,19.2,15.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,1,
16,26.0,9.0,36.0,10.0,182.0,3.0,0.0,1.0,1.0,19.17,26.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,2,
17,52.0,9.0,93.0,10.0,201.0,15.0,0.0,1.0,1.0,20.18,54.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,3,
18,67.0,9.0,112.0,10.0,206.0,9.0,0.0,1.0,0.0,20.66,66.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,4,
19,77.0,9.0,140.0,10.0,237.0,14.0,0.0,1.0,0.0,21.14,75.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,5,
20,90.0,9.0,162.0,10.0,221.0,14.0,0.0,1.0,0.0,21.62,73.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,6,
21,103.0,9.0,184.0,10.0,270.0,14.0,0.0,1.0,0.0,22.18,102.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,7,
22,118.0,9.0,212.0,10.0,278.0,18.0,0.0,1.0,0.0,22.66,126.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,8,
23,133.0,9.0,240.0,10.0,266.0,22.0,0.0,1.0,0.0,23.14,101.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,9,
24,148.0,9.0,268.0,10.0,290.0,26.0,0.0,1.0,0.0,23.62,132.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,10,
25,163.0,9.0,296.0,10.0,311.0,30.0,0.0,1.0,0.0,24.18,130.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,11,
26,277.0,9.0,450.0,10.0,332.0,38.0,0.0,1.0,1.0,27.62,168.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,12,
27,307.0,9.0,495.0,10.0,405.0,42.0,0.0,1.0,1.0,28.66,245.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,13,
28,338.0,9.0,552.0,10.0,497.0,44.0,0.0,1.0,1.0,14.64,306.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,14,
29,371.0,9.0,603.0,10.0,426.0,50.0,0.0,1.0,1.0,17.73,232.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,2,15,
30,22.0,11.0,26.0,12.0,167.0,2.0,0.0,1.0,6.0,19.2,12.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,1,
31,35.0,11.0,51.0,12.0,167.0,3.0,0.0,1.0,1.0,19.65,33.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,2,
32,74.0,11.0,121.0,12.0,239.0,10.0,0.0,1.0,2.0,21.62,87.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,3,
33,100.0,11.0,154.0,12.0,244.0,6.0,0.0,1.0,1.0,21.62,91.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,4,
34,121.0,11.0,227.0,12.0,260.0,22.0,0.0,1.0,0.0,23.62,110.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,5,
35,145.0,11.0,275.0,12.0,354.0,23.0,0.0,1.0,0.0,24.66,158.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,6,
36,236.0,11.0,421.0,12.0,355.0,25.0,0.0,1.0,1.0,28.18,176.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,7,
37,282.0,11.0,500.0,12.0,424.0,26.0,0.0,1.0,1.0,16.48,242.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,8,
38,329.0,11.0,571.0,12.0,388.0,27.0,0.0,1.0,1.0,19.49,215.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,9,
39,377.0,11.0,643.0,12.0,453.0,28.0,0.0,1.0,1.0,20.51,282.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,10,
40,311.0,11.0,466.0,12.0,371.0,9.0,0.0,1.0,1.0,16.61,188.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,11,
41,350.0,11.0,634.0,12.0,416.0,29.0,0.0,1.0,1.0,18.55,247.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,12,
42,389.0,11.0,707.0,12.0,474.0,30.0,0.0,1.0,1.0,20.57,274.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,13,
43,426.0,11.0,773.0,12.0,502.0,29.0,0.0,1.0,1.0,22.6,291.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,14,
44,461.0,11.0,828.0,12.0,531.0,30.0,0.0,1.0,1.0,24.63,319.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,3,15,
45,50.0,13.0,72.0,14.0,184.0,11.0,0.0,1.0,16.0,20.18,41.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,1,
46,41.0,13.0,59.0,14.0,175.0,3.0,0.0,1.0,1.0,19.68,32.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,2,
47,78.0,13.0,126.0,14.0,213.0,4.0,0.0,1.0,2.0,21.62,64.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,3,
48,113.0,13.0,175.0,14.0,249.0,6.0,0.0,1.0,1.0,22.18,84.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,4,
49,121.0,13.0,210.0,14.0,252.0,6.0,0.0,1.0,0.0,23.14,98.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,5,
50,140.0,13.0,245.0,14.0,291.0,7.0,0.0,1.0,0.0,23.62,109.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,6,
51,238.0,13.0,398.0,14.0,354.0,8.0,0.0,1.0,1.0,27.14,200.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,7,
52,281.0,13.0,461.0,14.0,371.0,9.0,0.0,1.0,1.0,28.66,213.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,8,
53,328.0,13.0,533.0,14.0,465.0,14.0,0.0,1.0,1.0,16.7,269.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,9,
54,375.0,13.0,599.0,14.0,452.0,13.0,0.0,1.0,1.0,18.73,252.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,10,
55,426.0,13.0,671.0,14.0,504.0,14.0,0.0,1.0,1.0,21.77,329.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,11,
56,369.0,13.0,638.0,14.0,501.0,13.0,0.0,1.0,1.0,19.68,326.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,12,
57,407.0,13.0,706.0,14.0,500.0,14.0,0.0,1.0,1.0,21.71,323.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,13,
58,446.0,13.0,775.0,14.0,548.0,15.0,0.0,1.0,1.0,23.75,344.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,14,
59,483.0,13.0,833.0,14.0,512.0,16.0,0.0,1.0,1.0,25.74,330.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,4,15,
60,60.0,15.0,86.0,16.0,200.0,13.0,0.0,1.0,17.0,20.66,44.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,1,
61,47.0,15.0,67.0,16.0,181.0,3.0,0.0,1.0,1.0,20.18,37.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,2,
62,89.0,15.0,143.0,16.0,272.0,4.0,0.0,1.0,2.0,21.7,115.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,3,
63,127.0,15.0,198.0,16.0,306.0,6.0,0.0,1.0,1.0,23.14,134.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,4,
64,132.0,15.0,230.0,16.0,282.0,6.0,0.0,1.0,0.0,23.62,113.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,5,
65,153.0,15.0,269.0,16.0,281.0,7.0,0.0,1.0,0.0,24.66,131.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,6,
66,253.0,15.0,425.0,16.0,335.0,8.0,0.0,1.0,1.0,28.18,172.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,7,
67,298.0,15.0,492.0,16.0,500.0,9.0,0.0,1.0,1.0,14.68,316.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,8,
68,345.0,15.0,562.0,16.0,408.0,10.0,0.0,1.0,1.0,19.72,226.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,9,
69,395.0,15.0,635.0,16.0,578.0,11.0,0.0,1.0,1.0,21.77,371.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,10,
70,448.0,15.0,711.0,16.0,544.0,12.0,0.0,1.0,1.0,22.82,342.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,11,
71,395.0,15.0,688.0,16.0,491.0,13.0,0.0,1.0,1.0,22.75,303.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,12,
72,435.0,15.0,760.0,16.0,443.0,14.0,0.0,1.0,1.0,24.78,238.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,13,
73,476.0,15.0,833.0,16.0,595.0,15.0,0.0,1.0,1.0,27.8,389.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,14,
74,515.0,15.0,895.0,16.0,502.0,16.0,0.0,1.0,1.0,29.86,305.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,5,15,
75,71.0,17.0,103.0,18.0,211.0,16.0,0.0,1.0,19.0,21.7,56.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,6,1,
76,53.0,17.0,75.0,18.0,185.0,3.0,0.0,1.0,1.0,20.66,43.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,6,2,
77,101.0,17.0,162.0,18.0,262.0,4.0,0.0,1.0,2.0,22.18,84.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,6,3,
78,142.0,17.0,227.0,18.0,276.0,5.0,0.0,1.0,1.0,23.7,105.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,6,4,
79,148.0,17.0,256.0,18.0,272.0,6.0,0.0,1.0,0.0,24.66,118.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,6,5,
80,171.0,17.0,299.0,18.0,285.0,7.0,0.0,1.0,0.0,25.62,132.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,6,6,
81,272.0,17.0,458.0,18.0,397.0,8.0,0.0,1.0,1.0,29.62,235.0,True,new,experiments/results/TL_2_2/focused_2/6.onnx,TL,6,7,
