,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,9,7,11,8,155,2,0,1,3,18.21,14.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,1
1,15,7,18,8,165,3,0,1,1,19.7,25.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,2
2,25,7,35,8,218,6,0,1,0,20.18,41.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,3
3,51,13,82,17,256,17,0,1,0,21.62,64.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,4
4,61,13,98,17,226,20,0,1,0,22.18,78.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,5
5,71,13,114,17,278,23,0,1,0,22.66,102.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,6
6,49,7,63,8,245,10,0,1,0,21.17,76.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,7
7,55,7,70,8,228,11,0,1,0,21.62,55.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,8
8,101,13,162,17,269,33,0,1,0,24.66,106.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,9
9,67,7,84,8,227,13,0,1,0,22.18,74.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,10
10,73,7,91,8,259,14,0,1,0,22.18,75.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,11
11,79,7,98,8,269,15,0,1,0,22.66,87.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,12
12,85,7,105,8,248,16,0,1,0,23.14,89.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,13
13,91,7,112,8,267,17,0,1,0,23.14,95.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,14
14,97,7,119,8,275,18,0,1,0,23.62,94.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,1,15
15,17,9,24,10,181,3,0,1,5,19.7,40.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,1
16,17,9,23,10,183,3,0,1,0,19.7,39.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,2
17,18,9,25,10,186,3,0,1,0,20.66,39.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,3
18,19,9,26,10,202,3,0,1,0,20.69,36.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,4
19,20,9,27,10,203,3,0,1,0,20.69,36.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,5
20,21,9,28,10,190,3,0,1,0,20.69,42.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,6
21,22,9,29,10,190,3,0,1,0,20.69,38.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,7
22,23,9,30,10,206,3,0,1,0,20.69,38.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,8
23,24,9,31,10,233,3,0,1,0,20.69,59.0,new,experiments/results/TL_2_2/5mill_JE/6.onnx,TL,2,9
