,expanded transitions,synthesis time(ms),OutOfMem,Exception,algorithm,heuristic,problem,n,k,idx
90,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/95.onnx,AT,1,1,95
91,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/96.onnx,AT,1,1,96
92,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/97.onnx,AT,1,1,97
93,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/98.onnx,AT,1,1,98
94,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/99.onnx,AT,1,1,99
95,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/100.onnx,AT,1,1,100
96,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/101.onnx,AT,1,1,101
97,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/103.onnx,AT,1,1,103
98,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/104.onnx,AT,1,1,104
99,,,False,True,new,experiments/results/AT_2_2/pathLabelsSGDNoMomentum/105.onnx,AT,1,1,105
