,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms
0,31,17,42,21,33,8,1,1,4,15.14,1.0,false,False,new,mock,CM,1,1,1.2727272727272727
1,71,33,101,42,45,16,7,1,8,16.66,3.0,false,False,new,mock,CM,1,2,2.2444444444444445
2,156,64,242,81,74,49,12,1,12,26.18,8.0,false,False,new,mock,CM,1,3,3.27027027027027
3,273,82,440,107,142,68,45,1,19,32.72,9.0,false,False,new,mock,CM,1,4,3.0985915492957745
4,397,107,650,143,262,135,40,1,26,82.79,9.0,false,False,new,mock,CM,1,5,2.480916030534351
5,549,148,936,197,557,198,83,1,24,82.8,13.0,false,False,new,mock,CM,1,6,1.680430879712747
6,713,208,1236,282,685,268,96,1,33,27.62,15.0,false,False,new,mock,CM,1,7,1.8043795620437957
7,976,221,1720,302,1436,368,164,1,38,171.7,31.0,false,False,new,mock,CM,1,8,1.1977715877437325
8,1251,261,2218,361,2383,466,215,1,49,86.41,19.0,false,False,new,mock,CM,1,9,0.9307595467897608
9,1498,307,2694,428,3601,520,336,1,57,152.21,21.0,false,False,new,mock,CM,1,10,0.7481255206886975
10,1737,372,3148,516,6911,708,300,1,50,300.33,24.0,false,False,new,mock,CM,1,11,0.4555057155259731
11,2194,434,4016,603,9792,861,456,1,68,135.88,25.0,false,False,new,mock,CM,1,12,0.41013071895424835
12,2621,493,4834,690,14615,1016,575,1,80,147.32,37.0,false,False,new,mock,CM,1,13,0.3307560725282244
13,2834,548,5221,773,19453,1188,545,1,78,342.13,36.0,false,False,new,mock,CM,1,14,0.2683904796175397
14,3441,630,6373,886,30982,1370,708,1,92,218.36,54.0,false,False,new,mock,CM,1,15,0.2057000839196953
15,186,75,337,132,100,43,4,1,78,29.14,8.0,false,False,new,mock,CM,2,1,3.37
16,1147,221,2327,413,1047,331,88,1,563,66.4,34.0,false,False,new,mock,CM,2,2,2.2225405921680994
17,4795,493,10557,932,17579,1634,906,1,1997,251.22,135.0,false,False,new,mock,CM,2,3,0.6005461061493828
18,6223,0,15001,0,45905,2745,1706,0,2044,0.0,351.0,true,False,new,mock,CM,2,4,0.3267835747739898
19,1159,355,2891,922,1240,438,9,1,802,35.2,55.0,false,False,new,mock,CM,3,1,2.331451612903226
20,5884,0,15001,0,21797,1412,706,0,3619,0.0,682.0,true,False,new,mock,CM,3,2,0.6882139744001468
21,5547,0,15001,0,11618,1405,18,0,3578,0.0,562.0,true,False,new,mock,CM,4,1,1.291186090549148
