,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,34.0,20.0,43.0,24.0,15.0,5.0,3.0,1.0,5.0,14.66,1.0,new,mock,CM,1,1
1,83.0,35.0,117.0,44.0,21.0,11.0,11.0,1.0,10.0,16.66,1.0,new,mock,CM,1,2
2,151.0,54.0,233.0,70.0,45.0,34.0,23.0,1.0,15.0,23.14,3.0,new,mock,CM,1,3
3,253.0,78.0,402.0,103.0,128.0,69.0,27.0,1.0,27.0,21.59,4.0,new,mock,CM,1,4
4,435.0,107.0,741.0,143.0,205.0,113.0,86.0,1.0,37.0,89.72,2.0,new,mock,CM,1,5
5,604.0,149.0,1050.0,198.0,401.0,173.0,126.0,1.0,46.0,107.6,2.0,new,mock,CM,1,6
6,775.0,175.0,1376.0,239.0,788.0,309.0,106.0,1.0,48.0,151.04,4.0,new,mock,CM,1,7
7,957.0,248.0,1678.0,339.0,1259.0,345.0,154.0,1.0,55.0,48.99,2.0,new,mock,CM,1,8
8,1235.0,261.0,2194.0,361.0,2290.0,502.0,167.0,1.0,56.0,46.96,4.0,new,mock,CM,1,9
9,1594.0,316.0,2901.0,437.0,4309.0,651.0,263.0,1.0,82.0,182.71,5.0,new,mock,CM,1,10
10,1815.0,365.0,3318.0,509.0,6952.0,768.0,298.0,1.0,73.0,260.72,2.0,new,mock,CM,1,11
11,2290.0,427.0,4253.0,596.0,9503.0,974.0,399.0,1.0,95.0,190.26,8.0,new,mock,CM,1,12
12,2556.0,481.0,4727.0,679.0,14678.0,1060.0,481.0,1.0,109.0,46.62,3.0,new,mock,CM,1,13
13,2979.0,546.0,5539.0,773.0,20033.0,1222.0,578.0,1.0,112.0,122.91,7.0,new,mock,CM,1,14
14,3451.0,617.0,6480.0,873.0,33686.0,1463.0,667.0,1.0,120.0,293.41,13.0,new,mock,CM,1,15
15,246.0,75.0,417.0,132.0,84.0,54.0,3.0,1.0,133.0,10.58,3.0,new,mock,CM,2,1
16,1604.0,263.0,3083.0,471.0,941.0,303.0,160.0,1.0,891.0,135.52,8.0,new,mock,CM,2,2
17,7033.0,460.0,14604.0,886.0,15812.0,2200.0,548.0,1.0,3783.0,52.55,42.0,new,mock,CM,2,3
18,20274.0,850.0,45382.0,1641.0,259614.0,6890.0,3751.0,1.0,9303.0,142.91,594.0,new,mock,CM,2,4
19,,,,,,,,,,,,new,mock,CM,2,5
20,1807.0,355.0,3655.0,922.0,1276.0,443.0,3.0,1.0,1457.0,26.11,7.0,new,mock,CM,3,1
21,24811.0,1681.0,57499.0,4741.0,185013.0,5464.0,1667.0,1.0,21222.0,253.78,1358.0,new,mock,CM,3,2
22,,,,,,,,,,,,new,mock,CM,3,3
23,13098.0,1787.0,29327.0,6620.0,69739.0,3766.0,37.0,1.0,12032.0,368.46,433.0,new,mock,CM,4,1
24,,,,,,,,,,,,new,mock,CM,4,2
25,,,,,,,,,,,,new,mock,CM,5,1
