,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,avg q,idx
0,1.4150035381317139,0,1e-05,20,0.1,15,True,10000,True,10000,True,-0.34647924,0
1,71.44617557525635,50000,1e-05,20,0.1,15,True,10000,True,10000,True,-4.444873,1
2,141.77509832382202,100000,1e-05,20,0.1,15,True,10000,True,10000,True,-8.546332,2
3,213.2570128440857,150000,1e-05,20,0.1,15,True,10000,True,10000,True,-11.515895,3
4,284.04301953315735,200000,1e-05,20,0.1,15,True,10000,True,10000,True,-13.486531,4
5,356.4189796447754,250000,1e-05,20,0.1,15,True,10000,True,10000,True,-15.162516,5
6,428.4364309310913,300000,1e-05,20,0.1,15,True,10000,True,10000,True,-16.221819,6
7,501.10444831848145,350000,1e-05,20,0.1,15,True,10000,True,10000,True,-18.421337,7
8,574.0353999137878,400000,1e-05,20,0.1,15,True,10000,True,10000,True,-18.933283,8
9,647.2465136051178,450000,1e-05,20,0.1,15,True,10000,True,10000,True,-19.654821,9
10,721.6125440597534,500000,1e-05,20,0.1,15,True,10000,True,10000,True,-20.006313,10
11,795.5717580318451,550000,1e-05,20,0.1,15,True,10000,True,10000,True,-20.40333,11
12,869.6822550296783,600000,1e-05,20,0.1,15,True,10000,True,10000,True,-20.564503,12
13,942.8600680828094,650000,1e-05,20,0.1,15,True,10000,True,10000,True,-20.762754,13
14,1015.593067407608,700000,1e-05,20,0.1,15,True,10000,True,10000,True,-21.028896,14
15,1090.4169054031372,750000,1e-05,20,0.1,15,True,10000,True,10000,True,-20.84379,15
16,1163.1935720443726,800000,1e-05,20,0.1,15,True,10000,True,10000,True,-20.8928,16
17,1235.8567700386047,850000,1e-05,20,0.1,15,True,10000,True,10000,True,-20.97797,17
18,1309.0723812580109,900000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.144276,18
19,1382.0670156478882,950000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.35103,19
20,1455.1768083572388,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.432224,20
21,1528.5743029117584,1050000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.94326,21
22,1603.923465013504,1100000,1e-05,20,0.1,15,True,10000,True,10000,True,-23.016417,22
23,1678.5573935508728,1150000,1e-05,20,0.1,15,True,10000,True,10000,True,-23.903809,23
24,1752.6480853557587,1200000,1e-05,20,0.1,15,True,10000,True,10000,True,-23.638391,24
25,1826.6602573394775,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,-23.408026,25
26,1900.5733523368835,1300000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.741821,26
27,1975.6193523406982,1350000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.906567,27
28,2047.4184985160828,1400000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.949293,28
29,2120.4616787433624,1450000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.291492,29
30,2192.2458052635193,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.214224,30
31,2264.2516026496887,1550000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.552864,31
32,2336.692487478256,1600000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.251513,32
33,2408.3650209903717,1650000,1e-05,20,0.1,15,True,10000,True,10000,True,-23.0425,33
34,2480.6176471710205,1700000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.385584,34
35,2552.193435192108,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.609245,35
36,2623.7283964157104,1800000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.320114,36
37,2700.9498512744904,1850000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.177532,37
38,2774.478507757187,1900000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.688778,38
39,2847.7620503902435,1950000,1e-05,20,0.1,15,True,10000,True,10000,True,-23.236618,39
