,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
50,23,15,33,20,140,9,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/TB_5mill/50.onnx,BW,2,2,3667.0042049884796,2500000,1e-05,20,0.1,15,True,10000,True,10000,True,50
51,30,15,50,20,164,17,0,2,0,17.14,17.0,new,experiments/results/BW_2_2/TB_5mill/51.onnx,BW,2,2,3740.8405516147614,2550000,1e-05,20,0.1,15,True,10000,True,10000,True,51
52,31,15,57,20,152,24,0,2,0,17.62,10.0,new,experiments/results/BW_2_2/TB_5mill/52.onnx,BW,2,2,3815.452059984207,2600000,1e-05,20,0.1,15,True,10000,True,10000,True,52
53,32,20,58,28,147,16,0,1,0,17.62,12.0,new,experiments/results/BW_2_2/TB_5mill/53.onnx,BW,2,2,3888.4128670692444,2650000,1e-05,20,0.1,15,True,10000,True,10000,True,53
54,20,15,27,20,156,7,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/TB_5mill/54.onnx,BW,2,2,3963.967659473419,2700000,1e-05,20,0.1,15,True,10000,True,10000,True,54
55,21,15,28,20,138,7,0,2,0,16.66,8.0,new,experiments/results/BW_2_2/TB_5mill/55.onnx,BW,2,2,4036.7422618865967,2750000,1e-05,20,0.1,15,True,10000,True,10000,True,55
56,23,15,32,20,137,9,0,1,0,16.66,12.0,new,experiments/results/BW_2_2/TB_5mill/56.onnx,BW,2,2,4113.810477972031,2800000,1e-05,20,0.1,15,True,10000,True,10000,True,56
57,20,15,28,20,138,8,0,2,0,16.66,15.0,new,experiments/results/BW_2_2/TB_5mill/57.onnx,BW,2,2,4186.943771839142,2850000,1e-05,20,0.1,15,True,10000,True,10000,True,57
58,25,15,36,20,141,7,0,2,0,16.66,14.0,new,experiments/results/BW_2_2/TB_5mill/58.onnx,BW,2,2,4259.908283472061,2900000,1e-05,20,0.1,15,True,10000,True,10000,True,58
59,32,15,58,20,150,26,0,2,0,17.62,15.0,new,experiments/results/BW_2_2/TB_5mill/59.onnx,BW,2,2,4334.703043222427,2950000,1e-05,20,0.1,15,True,10000,True,10000,True,59
60,19,15,26,20,165,7,0,2,0,16.66,10.0,new,experiments/results/BW_2_2/TB_5mill/60.onnx,BW,2,2,4410.186489105225,3000000,1e-05,20,0.1,15,True,10000,True,10000,True,60
61,19,15,26,20,174,7,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/TB_5mill/61.onnx,BW,2,2,4483.929781198502,3050000,1e-05,20,0.1,15,True,10000,True,10000,True,61
62,31,15,56,20,147,24,0,2,0,17.62,12.0,new,experiments/results/BW_2_2/TB_5mill/62.onnx,BW,2,2,4558.92370390892,3100000,1e-05,20,0.1,15,True,10000,True,10000,True,62
63,33,15,59,20,164,18,0,1,0,17.62,14.0,new,experiments/results/BW_2_2/TB_5mill/63.onnx,BW,2,2,4631.255727291107,3150000,1e-05,20,0.1,15,True,10000,True,10000,True,63
64,33,15,61,20,183,21,0,1,0,17.62,15.0,new,experiments/results/BW_2_2/TB_5mill/64.onnx,BW,2,2,4704.315077781677,3200000,1e-05,20,0.1,15,True,10000,True,10000,True,64
65,22,15,33,20,154,11,0,1,0,16.66,12.0,new,experiments/results/BW_2_2/TB_5mill/65.onnx,BW,2,2,4776.369924783707,3250000,1e-05,20,0.1,15,True,10000,True,10000,True,65
66,32,15,57,20,147,22,0,1,0,17.62,11.0,new,experiments/results/BW_2_2/TB_5mill/66.onnx,BW,2,2,4849.110712051392,3300000,1e-05,20,0.1,15,True,10000,True,10000,True,66
67,31,15,58,20,150,23,0,1,0,17.62,20.0,new,experiments/results/BW_2_2/TB_5mill/67.onnx,BW,2,2,4923.401920795441,3350000,1e-05,20,0.1,15,True,10000,True,10000,True,67
68,24,15,37,20,162,9,0,1,0,16.66,10.0,new,experiments/results/BW_2_2/TB_5mill/68.onnx,BW,2,2,4999.08608007431,3400000,1e-05,20,0.1,15,True,10000,True,10000,True,68
69,21,15,28,20,156,7,0,1,0,16.66,10.0,new,experiments/results/BW_2_2/TB_5mill/69.onnx,BW,2,2,5072.0855448246,3450000,1e-05,20,0.1,15,True,10000,True,10000,True,69
70,32,15,55,20,168,20,0,2,0,17.62,18.0,new,experiments/results/BW_2_2/TB_5mill/70.onnx,BW,2,2,5147.51983332634,3500000,1e-05,20,0.1,15,True,10000,True,10000,True,70
71,19,15,25,20,146,6,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/TB_5mill/71.onnx,BW,2,2,5220.469059228897,3550000,1e-05,20,0.1,15,True,10000,True,10000,True,71
72,31,15,51,20,170,17,0,1,0,17.14,18.0,new,experiments/results/BW_2_2/TB_5mill/72.onnx,BW,2,2,5291.035990715027,3600000,1e-05,20,0.1,15,True,10000,True,10000,True,72
73,23,15,33,20,157,7,0,1,0,16.66,9.0,new,experiments/results/BW_2_2/TB_5mill/73.onnx,BW,2,2,5363.746122121811,3650000,1e-05,20,0.1,15,True,10000,True,10000,True,73
