,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,513,384,1771,1191,953,11,0,1,0,127.55,654.0,new,experiments/results/BW_2_2/TB_5mill/0.onnx,BW,3,3,1.4150035381317139,0,1e-05,20,0.1,15,True,10000,True,10000,True,0
1,185,105,438,218,446,217,0,2,0,52.72,95.0,new,experiments/results/BW_2_2/TB_5mill/5.onnx,BW,3,3,356.4189796447754,250000,1e-05,20,0.1,15,True,10000,True,10000,True,5
2,131,88,265,180,268,119,0,1,0,18.69,41.0,new,experiments/results/BW_2_2/TB_5mill/10.onnx,BW,3,3,721.6125440597534,500000,1e-05,20,0.1,15,True,10000,True,10000,True,10
3,125,84,255,166,252,110,0,1,0,17.72,42.0,new,experiments/results/BW_2_2/TB_5mill/15.onnx,BW,3,3,1090.4169054031372,750000,1e-05,20,0.1,15,True,10000,True,10000,True,15
4,214,77,480,148,337,263,0,1,0,51.75,83.0,new,experiments/results/BW_2_2/TB_5mill/20.onnx,BW,3,3,1455.1768083572388,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,20
5,428,326,1382,929,1069,930,0,2,0,121.8,235.0,new,experiments/results/BW_2_2/TB_5mill/25.onnx,BW,3,3,1826.6602573394775,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,25
6,286,176,788,427,716,496,0,2,0,39.35,238.0,new,experiments/results/BW_2_2/TB_5mill/30.onnx,BW,3,3,2192.2458052635193,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,30
7,372,200,1189,514,815,806,0,1,0,134.4,174.0,new,experiments/results/BW_2_2/TB_5mill/35.onnx,BW,3,3,2552.193435192108,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,35
8,347,162,1077,385,849,718,0,1,0,102.62,201.0,new,experiments/results/BW_2_2/TB_5mill/40.onnx,BW,3,3,2924.285846233368,2000000,1e-05,20,0.1,15,True,10000,True,10000,True,40
9,313,151,879,335,650,555,0,1,0,30.52,161.0,new,experiments/results/BW_2_2/TB_5mill/45.onnx,BW,3,3,3292.1670367717743,2250000,1e-05,20,0.1,15,True,10000,True,10000,True,45
10,240,106,572,224,485,325,0,1,0,74.73,137.0,new,experiments/results/BW_2_2/TB_5mill/50.onnx,BW,3,3,3667.0042049884796,2500000,1e-05,20,0.1,15,True,10000,True,10000,True,50
11,214,72,452,137,363,231,0,1,0,56.69,90.0,new,experiments/results/BW_2_2/TB_5mill/55.onnx,BW,3,3,4036.7422618865967,2750000,1e-05,20,0.1,15,True,10000,True,10000,True,55
12,124,43,246,60,267,109,0,1,0,16.72,68.0,new,experiments/results/BW_2_2/TB_5mill/60.onnx,BW,3,3,4410.186489105225,3000000,1e-05,20,0.1,15,True,10000,True,10000,True,60
13,260,138,717,317,543,451,0,1,0,134.69,124.0,new,experiments/results/BW_2_2/TB_5mill/65.onnx,BW,3,3,4776.369924783707,3250000,1e-05,20,0.1,15,True,10000,True,10000,True,65
14,183,46,426,69,387,237,0,1,0,47.71,102.0,new,experiments/results/BW_2_2/TB_5mill/70.onnx,BW,3,3,5147.51983332634,3500000,1e-05,20,0.1,15,True,10000,True,10000,True,70
15,149,41,303,57,298,150,0,1,0,26.75,58.0,new,experiments/results/BW_2_2/TB_5mill/75.onnx,BW,3,3,5506.451237678528,3750000,1e-05,20,0.1,15,True,10000,True,10000,True,75
16,226,54,513,86,390,273,0,1,0,69.69,102.0,new,experiments/results/BW_2_2/TB_5mill/80.onnx,BW,3,3,5878.406418800354,4000000,1e-05,20,0.1,15,True,10000,True,10000,True,80
17,233,102,611,210,555,364,0,1,0,86.74,137.0,new,experiments/results/BW_2_2/TB_5mill/85.onnx,BW,3,3,6250.744463920593,4250000,1e-05,20,0.1,15,True,10000,True,10000,True,85
18,263,55,643,86,539,320,0,1,0,118.73,154.0,new,experiments/results/BW_2_2/TB_5mill/90.onnx,BW,3,3,6621.336061954498,4500000,1e-05,20,0.1,15,True,10000,True,10000,True,90
19,385,176,1136,411,815,688,0,16,0,122.67,257.0,new,experiments/results/BW_2_2/TB_5mill/95.onnx,BW,3,3,6989.542887926102,4750000,1e-05,20,0.1,15,True,10000,True,10000,True,95
20,397,159,1237,371,889,775,0,1,0,24.82,206.0,new,experiments/results/BW_2_2/TB_5mill/100.onnx,BW,3,3,7358.844214677811,5000000,1e-05,20,0.1,15,True,10000,True,10000,True,100
