,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,37,25,66,39,168,7,0,1,10,18.19,15.0,new,experiments/results/AT_2_2/ra_feature_2h/0.onnx,AT,2,2,62.98542404174805,50000,1e-05,20,0.1,14,True,0
1,35,23,57,33,164,8,0,1,8,18.18,9.0,new,experiments/results/AT_2_2/ra_feature_2h/1.onnx,AT,2,2,126.84859919548035,100000,1e-05,20,0.1,14,True,1
2,29,23,46,33,152,6,0,1,2,17.62,15.0,new,experiments/results/AT_2_2/ra_feature_2h/2.onnx,AT,2,2,189.62070608139038,150000,1e-05,20,0.1,14,True,2
3,23,23,35,33,178,5,0,1,0,17.14,13.0,new,experiments/results/AT_2_2/ra_feature_2h/3.onnx,AT,2,2,252.2306833267212,200000,1e-05,20,0.1,14,True,3
4,31,23,48,33,169,12,0,5,5,17.62,10.0,new,experiments/results/AT_2_2/ra_feature_2h/4.onnx,AT,2,2,316.9818391799927,250000,1e-05,20,0.1,14,True,4
5,23,23,35,33,155,7,0,1,0,17.14,12.0,new,experiments/results/AT_2_2/ra_feature_2h/5.onnx,AT,2,2,381.51907229423523,300000,1e-05,20,0.1,14,True,5
6,31,25,56,39,151,10,0,1,0,18.18,9.0,new,experiments/results/AT_2_2/ra_feature_2h/6.onnx,AT,2,2,446.0184164047241,350000,1e-05,20,0.1,14,True,6
7,23,23,35,33,153,8,0,4,0,17.14,11.0,new,experiments/results/AT_2_2/ra_feature_2h/7.onnx,AT,2,2,510.7266798019409,400000,1e-05,20,0.1,14,True,7
8,23,23,35,33,148,7,0,4,0,17.14,18.0,new,experiments/results/AT_2_2/ra_feature_2h/8.onnx,AT,2,2,573.9731755256653,450000,1e-05,20,0.1,14,True,8
9,25,23,40,33,148,12,0,4,0,17.62,8.0,new,experiments/results/AT_2_2/ra_feature_2h/9.onnx,AT,2,2,638.8953547477722,500000,1e-05,20,0.1,14,True,9
10,26,20,42,30,182,8,0,5,0,17.62,13.0,new,experiments/results/AT_2_2/ra_feature_2h/10.onnx,AT,2,2,703.693502664566,550000,1e-05,20,0.1,14,True,10
11,31,25,55,39,157,18,0,1,0,18.18,12.0,new,experiments/results/AT_2_2/ra_feature_2h/11.onnx,AT,2,2,767.6066379547119,600000,1e-05,20,0.1,14,True,11
12,35,25,61,39,172,20,0,1,6,18.66,19.0,new,experiments/results/AT_2_2/ra_feature_2h/12.onnx,AT,2,2,831.6357543468475,650000,1e-05,20,0.1,14,True,12
13,26,20,41,30,169,8,0,4,0,17.62,12.0,new,experiments/results/AT_2_2/ra_feature_2h/13.onnx,AT,2,2,896.2777457237244,700000,1e-05,20,0.1,14,True,13
14,26,20,40,30,174,9,0,4,0,17.62,14.0,new,experiments/results/AT_2_2/ra_feature_2h/14.onnx,AT,2,2,961.0025663375854,750000,1e-05,20,0.1,14,True,14
15,26,23,41,33,151,10,0,4,0,17.62,10.0,new,experiments/results/AT_2_2/ra_feature_2h/15.onnx,AT,2,2,1026.1200618743896,800000,1e-05,20,0.1,14,True,15
16,26,20,43,30,170,10,0,4,0,17.62,11.0,new,experiments/results/AT_2_2/ra_feature_2h/16.onnx,AT,2,2,1090.5876767635345,850000,1e-05,20,0.1,14,True,16
17,26,23,41,33,172,10,0,4,0,17.62,8.0,new,experiments/results/AT_2_2/ra_feature_2h/17.onnx,AT,2,2,1155.985916852951,900000,1e-05,20,0.1,14,True,17
18,26,23,41,33,157,10,0,4,0,17.62,12.0,new,experiments/results/AT_2_2/ra_feature_2h/18.onnx,AT,2,2,1221.3690974712372,950000,1e-05,20,0.1,14,True,18
19,25,23,39,33,148,10,0,2,0,17.62,15.0,new,experiments/results/AT_2_2/ra_feature_2h/19.onnx,AT,2,2,1284.6270816326141,1000000,1e-05,20,0.1,14,True,19
20,31,23,46,33,178,9,0,4,5,17.62,16.0,new,experiments/results/AT_2_2/ra_feature_2h/20.onnx,AT,2,2,1350.045695066452,1050000,1e-05,20,0.1,14,True,20
21,30,23,49,33,159,10,0,4,4,17.62,13.0,new,experiments/results/AT_2_2/ra_feature_2h/21.onnx,AT,2,2,1461.683319568634,1100000,1e-05,20,0.1,14,True,21
22,29,23,49,33,195,18,0,1,0,18.18,13.0,new,experiments/results/AT_2_2/ra_feature_2h/22.onnx,AT,2,2,1610.9971241950989,1150000,1e-05,20,0.1,14,True,22
23,29,23,48,33,176,14,0,4,3,17.62,12.0,new,experiments/results/AT_2_2/ra_feature_2h/23.onnx,AT,2,2,1753.4861381053925,1200000,1e-05,20,0.1,14,True,23
24,27,23,44,33,152,11,0,4,2,17.62,11.0,new,experiments/results/AT_2_2/ra_feature_2h/24.onnx,AT,2,2,1849.327570438385,1250000,1e-05,20,0.1,14,True,24
25,35,27,60,45,187,9,0,1,5,18.18,18.0,new,experiments/results/AT_2_2/ra_feature_2h/25.onnx,AT,2,2,1910.146776676178,1300000,1e-05,20,0.1,14,True,25
26,29,20,44,30,159,6,0,5,4,17.62,10.0,new,experiments/results/AT_2_2/ra_feature_2h/26.onnx,AT,2,2,1970.8315625190735,1350000,1e-05,20,0.1,14,True,26
27,24,23,35,33,173,7,0,4,2,17.14,9.0,new,experiments/results/AT_2_2/ra_feature_2h/27.onnx,AT,2,2,2031.8212630748749,1400000,1e-05,20,0.1,14,True,27
28,32,25,51,39,151,7,0,5,6,17.62,14.0,new,experiments/results/AT_2_2/ra_feature_2h/28.onnx,AT,2,2,2092.6231684684753,1450000,1e-05,20,0.1,14,True,28
29,29,20,45,30,179,7,0,5,4,17.62,13.0,new,experiments/results/AT_2_2/ra_feature_2h/29.onnx,AT,2,2,2153.006654024124,1500000,1e-05,20,0.1,14,True,29
30,34,27,58,44,183,20,0,1,7,18.18,10.0,new,experiments/results/AT_2_2/ra_feature_2h/30.onnx,AT,2,2,2213.464170217514,1550000,1e-05,20,0.1,14,True,30
31,29,20,46,30,162,7,0,4,4,17.62,11.0,new,experiments/results/AT_2_2/ra_feature_2h/31.onnx,AT,2,2,2273.8110160827637,1600000,1e-05,20,0.1,14,True,31
32,28,25,44,38,189,11,0,5,2,17.62,17.0,new,experiments/results/AT_2_2/ra_feature_2h/32.onnx,AT,2,2,2334.3671605587006,1650000,1e-05,20,0.1,14,True,32
33,34,23,53,33,180,5,0,4,5,17.62,11.0,new,experiments/results/AT_2_2/ra_feature_2h/33.onnx,AT,2,2,2395.2451496124268,1700000,1e-05,20,0.1,14,True,33
34,27,23,41,33,173,8,0,1,0,17.62,10.0,new,experiments/results/AT_2_2/ra_feature_2h/34.onnx,AT,2,2,2455.7695326805115,1750000,1e-05,20,0.1,14,True,34
35,28,23,42,33,190,7,0,4,3,17.62,13.0,new,experiments/results/AT_2_2/ra_feature_2h/35.onnx,AT,2,2,2516.342488527298,1800000,1e-05,20,0.1,14,True,35
36,30,25,52,39,157,16,0,1,0,18.18,13.0,new,experiments/results/AT_2_2/ra_feature_2h/36.onnx,AT,2,2,2577.206587791443,1850000,1e-05,20,0.1,14,True,36
37,32,25,53,39,155,17,0,1,7,17.7,12.0,new,experiments/results/AT_2_2/ra_feature_2h/37.onnx,AT,2,2,2638.339883327484,1900000,1e-05,20,0.1,14,True,37
38,28,27,45,42,170,8,0,5,1,17.62,7.0,new,experiments/results/AT_2_2/ra_feature_2h/38.onnx,AT,2,2,2699.57652258873,1950000,1e-05,20,0.1,14,True,38
39,33,25,55,38,191,7,0,4,2,17.7,7.0,new,experiments/results/AT_2_2/ra_feature_2h/39.onnx,AT,2,2,2765.3826797008514,2000000,1e-05,20,0.1,14,True,39
40,34,27,56,43,187,15,0,1,4,18.18,22.0,new,experiments/results/AT_2_2/ra_feature_2h/40.onnx,AT,2,2,2909.9134171009064,2050000,1e-05,20,0.1,14,True,40
41,33,23,52,33,170,5,0,4,5,17.62,8.0,new,experiments/results/AT_2_2/ra_feature_2h/41.onnx,AT,2,2,3053.0778074264526,2100000,1e-05,20,0.1,14,True,41
42,32,25,53,39,161,17,0,1,7,17.7,18.0,new,experiments/results/AT_2_2/ra_feature_2h/42.onnx,AT,2,2,3172.7628557682037,2150000,1e-05,20,0.1,14,True,42
43,36,25,57,38,164,8,0,5,5,18.18,14.0,new,experiments/results/AT_2_2/ra_feature_2h/43.onnx,AT,2,2,3304.177074432373,2200000,1e-05,20,0.1,14,True,43
44,27,23,41,33,170,8,0,4,0,17.62,14.0,new,experiments/results/AT_2_2/ra_feature_2h/44.onnx,AT,2,2,3457.5961673259735,2250000,1e-05,20,0.1,14,True,44
45,32,23,51,33,181,9,0,4,5,17.62,14.0,new,experiments/results/AT_2_2/ra_feature_2h/45.onnx,AT,2,2,3599.874650478363,2300000,1e-05,20,0.1,14,True,45
46,35,23,55,33,157,8,0,5,5,18.18,16.0,new,experiments/results/AT_2_2/ra_feature_2h/46.onnx,AT,2,2,3718.2443401813507,2350000,1e-05,20,0.1,14,True,46
47,23,23,36,36,166,5,0,4,0,17.14,13.0,new,experiments/results/AT_2_2/ra_feature_2h/47.onnx,AT,2,2,3841.2560324668884,2400000,1e-05,20,0.1,14,True,47
48,32,25,53,39,154,15,0,1,7,17.7,10.0,new,experiments/results/AT_2_2/ra_feature_2h/48.onnx,AT,2,2,3989.4495532512665,2450000,1e-05,20,0.1,14,True,48
49,34,23,53,33,156,9,0,4,3,18.18,13.0,new,experiments/results/AT_2_2/ra_feature_2h/49.onnx,AT,2,2,4144.181187868118,2500000,1e-05,20,0.1,14,True,49
50,35,27,55,44,158,14,0,5,5,18.18,15.0,new,experiments/results/AT_2_2/ra_feature_2h/50.onnx,AT,2,2,4312.908500909805,2550000,1e-05,20,0.1,14,True,50
51,29,20,46,30,154,11,0,4,0,17.62,12.0,new,experiments/results/AT_2_2/ra_feature_2h/51.onnx,AT,2,2,4440.631390333176,2600000,1e-05,20,0.1,14,True,51
52,24,20,38,30,181,7,0,4,0,17.62,9.0,new,experiments/results/AT_2_2/ra_feature_2h/52.onnx,AT,2,2,4594.908740758896,2650000,1e-05,20,0.1,14,True,52
53,35,27,56,44,158,17,0,4,5,18.66,13.0,new,experiments/results/AT_2_2/ra_feature_2h/53.onnx,AT,2,2,4749.914875745773,2700000,1e-05,20,0.1,14,True,53
54,31,25,47,37,176,10,0,4,2,17.62,14.0,new,experiments/results/AT_2_2/ra_feature_2h/54.onnx,AT,2,2,4905.773164987564,2750000,1e-05,20,0.1,14,True,54
55,37,27,63,43,167,4,0,1,8,18.18,10.0,new,experiments/results/AT_2_2/ra_feature_2h/55.onnx,AT,2,2,5060.056650161743,2800000,1e-05,20,0.1,14,True,55
56,32,25,52,38,179,11,0,3,2,18.19,15.0,new,experiments/results/AT_2_2/ra_feature_2h/56.onnx,AT,2,2,5217.9124228954315,2850000,1e-05,20,0.1,14,True,56
57,28,23,44,33,157,9,0,4,2,17.62,16.0,new,experiments/results/AT_2_2/ra_feature_2h/57.onnx,AT,2,2,5376.491884946823,2900000,1e-05,20,0.1,14,True,57
58,28,20,45,30,178,11,0,4,0,17.62,13.0,new,experiments/results/AT_2_2/ra_feature_2h/58.onnx,AT,2,2,5537.324936389923,2950000,1e-05,20,0.1,14,True,58
59,27,23,41,33,179,8,0,5,1,17.62,12.0,new,experiments/results/AT_2_2/ra_feature_2h/59.onnx,AT,2,2,5667.021405696869,3000000,1e-05,20,0.1,14,True,59
60,24,23,35,33,181,8,0,4,2,17.14,15.0,new,experiments/results/AT_2_2/ra_feature_2h/60.onnx,AT,2,2,5853.352412223816,3050000,1e-05,20,0.1,14,True,60
61,33,22,53,36,171,12,0,4,3,18.18,17.0,new,experiments/results/AT_2_2/ra_feature_2h/61.onnx,AT,2,2,6010.3386063575745,3100000,1e-05,20,0.1,14,True,61
62,35,27,56,43,188,16,0,4,5,18.66,14.0,new,experiments/results/AT_2_2/ra_feature_2h/62.onnx,AT,2,2,6168.6656839847565,3150000,1e-05,20,0.1,14,True,62
