,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx
0,65.62606263160706,50000,1e-05,20,0.1,14,True,-129.13835,0
1,127.24770975112915,100000,1e-05,20,0.1,14,True,-58.1269,1
2,189.6199119091034,150000,1e-05,20,0.1,14,True,-57.015133,2
3,252.7042257785797,200000,1e-05,20,0.1,14,True,-43.702274,3
4,314.55967926979065,250000,1e-05,20,0.1,14,True,-60.57286,4
5,376.6373620033264,300000,1e-05,20,0.1,14,True,-60.22335,5
6,439.94592809677124,350000,1e-05,20,0.1,14,True,-74.98354,6
7,503.3066840171814,400000,1e-05,20,0.1,14,True,-35.425404,7
8,567.3197586536407,450000,1e-05,20,0.1,14,True,-40.59128,8
9,630.4216628074646,500000,1e-05,20,0.1,14,True,-92.874146,9
10,693.7446753978729,550000,1e-05,20,0.1,14,True,-61.419212,10
11,756.9960477352142,600000,1e-05,20,0.1,14,True,-47.77805,11
12,820.2579379081726,650000,1e-05,20,0.1,14,True,-40.641445,12
13,883.5561451911926,700000,1e-05,20,0.1,14,True,-95.26101,13
14,945.3058342933655,750000,1e-05,20,0.1,14,True,-43.373875,14
15,1008.1710000038147,800000,1e-05,20,0.1,14,True,-78.79434,15
16,1071.6433553695679,850000,1e-05,20,0.1,14,True,-102.3651,16
17,1134.5149095058441,900000,1e-05,20,0.1,14,True,-62.48333,17
18,1196.8795793056488,950000,1e-05,20,0.1,14,True,-90.90679,18
19,1259.8303680419922,1000000,1e-05,20,0.1,14,True,-95.65468,19
20,1322.5967466831207,1050000,1e-05,20,0.1,14,True,-84.80404,20
21,1385.1756749153137,1100000,1e-05,20,0.1,14,True,-83.22889,21
22,1447.9030101299286,1150000,1e-05,20,0.1,14,True,-97.2992,22
23,1511.0893771648407,1200000,1e-05,20,0.1,14,True,-73.30398,23
24,1573.6143074035645,1250000,1e-05,20,0.1,14,True,-77.90175,24
25,1636.9604001045227,1300000,1e-05,20,0.1,14,True,-70.06163,25
26,1699.5096728801727,1350000,1e-05,20,0.1,14,True,-73.24218,26
27,1762.7890248298645,1400000,1e-05,20,0.1,14,True,-71.58289,27
28,1825.6853635311127,1450000,1e-05,20,0.1,14,True,-97.99807,28
29,1889.1817133426666,1500000,1e-05,20,0.1,14,True,-66.092155,29
30,1952.4072422981262,1550000,1e-05,20,0.1,14,True,-55.522667,30
31,2016.524715423584,1600000,1e-05,20,0.1,14,True,-57.9694,31
32,2080.21053481102,1650000,1e-05,20,0.1,14,True,-70.95661,32
33,2142.896060705185,1700000,1e-05,20,0.1,14,True,-71.08197,33
34,2205.676539182663,1750000,1e-05,20,0.1,14,True,-75.39482,34
35,2269.1670870780945,1800000,1e-05,20,0.1,14,True,-75.57603,35
36,2332.4254393577576,1850000,1e-05,20,0.1,14,True,-70.55458,36
37,2395.0733773708344,1900000,1e-05,20,0.1,14,True,-100.17202,37
38,2458.5548610687256,1950000,1e-05,20,0.1,14,True,-70.60266,38
39,2521.1742644309998,2000000,1e-05,20,0.1,14,True,-66.406334,39
40,2583.8381745815277,2050000,1e-05,20,0.1,14,True,-70.42867,40
41,2646.2621755599976,2100000,1e-05,20,0.1,14,True,-64.55012,41
42,2709.6605784893036,2150000,1e-05,20,0.1,14,True,-68.38451,42
43,2774.0186483860016,2200000,1e-05,20,0.1,14,True,-80.29372,43
44,2836.676080942154,2250000,1e-05,20,0.1,14,True,-68.09656,44
45,2899.364860534668,2300000,1e-05,20,0.1,14,True,-77.13262,45
46,2962.0427429676056,2350000,1e-05,20,0.1,14,True,-67.66823,46
47,3024.5355446338654,2400000,1e-05,20,0.1,14,True,-62.976254,47
48,3087.169884443283,2450000,1e-05,20,0.1,14,True,-66.90288,48
49,3149.69118976593,2500000,1e-05,20,0.1,14,True,-65.66916,49
50,3213.980015516281,2550000,1e-05,20,0.1,14,True,-74.14999,50
51,3277.521687269211,2600000,1e-05,20,0.1,14,True,-67.91703,51
52,3340.3800597190857,2650000,1e-05,20,0.1,14,True,-65.78717,52
53,3403.586284160614,2700000,1e-05,20,0.1,14,True,-77.58854,53
54,3466.4912378787994,2750000,1e-05,20,0.1,14,True,-68.32399,54
55,3529.89719247818,2800000,1e-05,20,0.1,14,True,-68.90764,55
56,3593.0910317897797,2850000,1e-05,20,0.1,14,True,-70.22433,56
57,3656.0964131355286,2900000,1e-05,20,0.1,14,True,-71.048096,57
58,3718.2907478809357,2950000,1e-05,20,0.1,14,True,-82.60152,58
59,3781.3457050323486,3000000,1e-05,20,0.1,14,True,-85.0919,59
60,3845.636203289032,3050000,1e-05,20,0.1,14,True,-81.42924,60
