,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,2505,188,6225,348,17609,1116,16,1,217,339.27,13727.0,new,experiments/results/DP_2_2/ra_feature_2h/0.onnx,DP,3,3,65.62606263160706,50000,1e-05,20,0.1,14,True,0
1,2784,1474,6026,3406,16290,1523,2,549,21,261.78,10974.0,new,experiments/results/DP_2_2/ra_feature_2h/5.onnx,DP,3,3,376.6373620033264,300000,1e-05,20,0.1,14,True,5
2,1405,163,2599,288,4038,420,24,4,2,26.82,3040.0,new,experiments/results/DP_2_2/ra_feature_2h/10.onnx,DP,3,3,693.7446753978729,550000,1e-05,20,0.1,14,True,10
3,1721,258,3431,483,6243,555,17,22,185,173.97,4779.0,new,experiments/results/DP_2_2/ra_feature_2h/15.onnx,DP,3,3,1008.1710000038147,800000,1e-05,20,0.1,14,True,15
4,2150,244,4462,475,9219,1157,13,1,45,325.87,6247.0,new,experiments/results/DP_2_2/ra_feature_2h/20.onnx,DP,3,3,1322.5967466831207,1050000,1e-05,20,0.1,14,True,20
5,1791,726,4528,1771,7543,950,30,39,345,171.5,5230.0,new,experiments/results/DP_2_2/ra_feature_2h/25.onnx,DP,3,3,1636.9604001045227,1300000,1e-05,20,0.1,14,True,25
6,1705,422,4354,887,8153,795,36,33,157,203.95,6267.0,new,experiments/results/DP_2_2/ra_feature_2h/30.onnx,DP,3,3,1952.4072422981262,1550000,1e-05,20,0.1,14,True,30
7,2835,2081,7293,5069,15164,1867,30,44,138,284.35,8757.0,new,experiments/results/DP_2_2/ra_feature_2h/35.onnx,DP,3,3,2269.1670870780945,1800000,1e-05,20,0.1,14,True,35
8,2649,1240,6423,2645,9541,1609,37,122,108,252.04,5522.0,new,experiments/results/DP_2_2/ra_feature_2h/40.onnx,DP,3,3,2583.8381745815277,2050000,1e-05,20,0.1,14,True,40
9,2835,2081,7157,5082,18689,2313,3,18,395,238.85,9613.0,new,experiments/results/DP_2_2/ra_feature_2h/45.onnx,DP,3,3,2899.364860534668,2300000,1e-05,20,0.1,14,True,45
10,2835,2081,7114,5064,11952,2432,3,56,260,208.69,4664.0,new,experiments/results/DP_2_2/ra_feature_2h/50.onnx,DP,3,3,3213.980015516281,2550000,1e-05,20,0.1,14,True,50
11,2835,2043,7432,4933,13781,1882,35,94,224,278.77,6756.0,new,experiments/results/DP_2_2/ra_feature_2h/55.onnx,DP,3,3,3529.89719247818,2800000,1e-05,20,0.1,14,True,55
12,2835,1625,7311,3739,17239,2845,2,31,184,364.67,8099.0,new,experiments/results/DP_2_2/ra_feature_2h/60.onnx,DP,3,3,3845.636203289032,3050000,1e-05,20,0.1,14,True,60
13,2835,1898,7083,4411,20393,2759,10,39,312,353.38,9779.0,new,experiments/results/DP_2_2/ra_feature_2h/65.onnx,DP,3,3,4193.090240240097,3300000,1e-05,20,0.1,14,True,65
14,2835,2049,6911,4966,18348,3237,0,48,327,152.48,8840.0,new,experiments/results/DP_2_2/ra_feature_2h/70.onnx,DP,3,3,4559.16391992569,3550000,1e-05,20,0.1,14,True,70
15,2813,1841,7265,4515,19158,2654,5,34,419,234.89,10452.0,new,experiments/results/DP_2_2/ra_feature_2h/75.onnx,DP,3,3,4920.157228708267,3800000,1e-05,20,0.1,14,True,75
16,2832,1905,7193,4682,15983,2955,4,40,305,336.91,6936.0,new,experiments/results/DP_2_2/ra_feature_2h/80.onnx,DP,3,3,5272.265148162842,4050000,1e-05,20,0.1,14,True,80
17,2835,2081,7333,5112,20363,2567,7,65,203,395.33,12134.0,new,experiments/results/DP_2_2/ra_feature_2h/85.onnx,DP,3,3,5587.992120742798,4300000,1e-05,20,0.1,14,True,85
18,2829,1993,7298,4808,19280,2477,1,53,229,282.25,10911.0,new,experiments/results/DP_2_2/ra_feature_2h/90.onnx,DP,3,3,5903.739344596863,4550000,1e-05,20,0.1,14,True,90
19,2817,612,7322,1521,18621,2111,82,1,100,305.13,10738.0,new,experiments/results/DP_2_2/ra_feature_2h/95.onnx,DP,3,3,6218.436205625534,4800000,1e-05,20,0.1,14,True,95
20,2801,1305,7046,3123,17431,2804,2,19,217,346.07,8882.0,new,experiments/results/DP_2_2/ra_feature_2h/100.onnx,DP,3,3,6534.687129735947,5050000,1e-05,20,0.1,14,True,100
21,2829,2081,7295,5112,19713,2907,2,24,265,431.85,9754.0,new,experiments/results/DP_2_2/ra_feature_2h/105.onnx,DP,3,3,6849.474713087082,5300000,1e-05,20,0.1,14,True,105
22,2782,434,7048,1005,16951,2550,21,1,370,406.67,8955.0,new,experiments/results/DP_2_2/ra_feature_2h/110.onnx,DP,3,3,7165.517624616623,5550000,1e-05,20,0.1,14,True,110
