,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,6.0,6.0,8.0,8.0,8.0,2.0,0.0,1.0,0.0,14.66,1.0,new,mock,AT,1,1
1,7.0,6.0,10.0,8.0,9.0,2.0,0.0,1.0,0.0,14.66,1.0,new,mock,AT,1,2
2,8.0,6.0,12.0,8.0,9.0,2.0,0.0,1.0,0.0,14.66,1.0,new,mock,AT,1,3
3,8.0,6.0,10.0,8.0,13.0,2.0,0.0,1.0,0.0,14.66,1.0,new,mock,AT,1,4
4,10.0,6.0,16.0,8.0,10.0,2.0,0.0,1.0,0.0,14.67,1.0,new,mock,AT,1,5
5,11.0,6.0,18.0,8.0,10.0,2.0,0.0,1.0,0.0,14.66,1.0,new,mock,AT,1,6
6,12.0,6.0,19.0,8.0,10.0,2.0,0.0,1.0,0.0,14.66,1.0,new,mock,AT,1,7
7,13.0,6.0,21.0,8.0,11.0,2.0,0.0,1.0,0.0,14.66,1.0,new,mock,AT,1,8
8,14.0,6.0,23.0,8.0,11.0,2.0,0.0,1.0,0.0,14.66,0.0,new,mock,AT,1,9
9,15.0,6.0,25.0,8.0,12.0,2.0,0.0,1.0,0.0,14.66,1.0,new,mock,AT,1,10
10,16.0,6.0,27.0,8.0,12.0,2.0,0.0,1.0,0.0,14.66,0.0,new,mock,AT,1,11
11,17.0,6.0,30.0,8.0,13.0,3.0,0.0,1.0,0.0,15.14,0.0,new,mock,AT,1,12
12,18.0,6.0,32.0,8.0,13.0,2.0,0.0,1.0,0.0,15.15,1.0,new,mock,AT,1,13
13,19.0,6.0,34.0,8.0,13.0,2.0,0.0,1.0,0.0,15.14,0.0,new,mock,AT,1,14
14,20.0,6.0,36.0,8.0,13.0,2.0,0.0,1.0,0.0,15.16,1.0,new,mock,AT,1,15
15,27.0,0.0,36.0,0.0,12.0,2.0,0.0,0.0,3.0,0.0,1.0,new,mock,AT,2,1
16,39.0,20.0,61.0,30.0,18.0,9.0,0.0,1.0,7.0,15.14,0.0,new,mock,AT,2,2
17,60.0,28.0,113.0,46.0,29.0,11.0,0.0,1.0,13.0,16.18,4.0,new,mock,AT,2,3
18,58.0,21.0,97.0,31.0,20.0,11.0,0.0,1.0,9.0,16.18,1.0,new,mock,AT,2,4
19,92.0,30.0,168.0,45.0,29.0,20.0,0.0,1.0,10.0,17.62,2.0,new,mock,AT,2,5
20,118.0,29.0,273.0,48.0,45.0,36.0,0.0,1.0,25.0,21.62,2.0,new,mock,AT,2,6
21,143.0,35.0,340.0,54.0,75.0,79.0,0.0,1.0,29.0,9.58,2.0,new,mock,AT,2,7
22,165.0,39.0,406.0,62.0,87.0,80.0,0.0,1.0,31.0,12.7,7.0,new,mock,AT,2,8
23,188.0,32.0,477.0,52.0,87.0,62.0,0.0,1.0,28.0,12.78,3.0,new,mock,AT,2,9
24,210.0,28.0,461.0,38.0,60.0,32.0,0.0,1.0,16.0,27.14,4.0,new,mock,AT,2,10
25,230.0,30.0,474.0,41.0,60.0,35.0,0.0,1.0,16.0,27.62,6.0,new,mock,AT,2,11
26,266.0,25.0,557.0,39.0,131.0,87.0,0.0,1.0,26.0,27.92,4.0,new,mock,AT,2,12
27,311.0,32.0,765.0,46.0,84.0,9.0,0.0,1.0,31.0,28.18,9.0,new,mock,AT,2,13
28,346.0,20.0,844.0,30.0,95.0,26.0,0.0,1.0,31.0,17.34,10.0,new,mock,AT,2,14
29,398.0,39.0,1147.0,60.0,144.0,39.0,0.0,1.0,44.0,40.43,10.0,new,mock,AT,2,15
30,62.0,0.0,69.0,0.0,17.0,0.0,0.0,0.0,8.0,0.0,1.0,new,mock,AT,3,1
31,256.0,0.0,428.0,0.0,80.0,69.0,0.0,0.0,83.0,0.0,1.0,new,mock,AT,3,2
32,432.0,130.0,823.0,230.0,162.0,132.0,0.0,1.0,167.0,48.89,5.0,new,mock,AT,3,3
33,652.0,113.0,1333.0,185.0,382.0,289.0,0.0,1.0,268.0,14.85,4.0,new,mock,AT,3,4
34,967.0,139.0,2205.0,254.0,530.0,146.0,0.0,1.0,391.0,17.77,12.0,new,mock,AT,3,5
35,1379.0,145.0,3477.0,261.0,1797.0,905.0,0.0,1.0,630.0,17.96,16.0,new,mock,AT,3,6
36,1779.0,205.0,4847.0,374.0,2840.0,974.0,0.0,1.0,830.0,33.53,29.0,new,mock,AT,3,7
37,2205.0,153.0,5531.0,254.0,4159.0,1262.0,0.0,1.0,772.0,52.44,30.0,new,mock,AT,3,8
38,2935.0,165.0,8885.0,301.0,6626.0,1314.0,0.0,1.0,1296.0,133.58,62.0,new,mock,AT,3,9
39,3542.0,248.0,10828.0,448.0,16624.0,2290.0,0.0,1.0,1428.0,341.51,112.0,new,mock,AT,3,10
40,4171.0,131.0,11264.0,207.0,12774.0,1922.0,0.0,1.0,1171.0,286.85,178.0,new,mock,AT,3,11
41,4816.0,157.0,12561.0,234.0,10613.0,1335.0,0.0,1.0,1157.0,45.39,211.0,new,mock,AT,3,12
42,5903.0,196.0,15858.0,294.0,27210.0,2600.0,0.0,1.0,1436.0,57.21,415.0,new,mock,AT,3,13
43,7399.0,324.0,26451.0,528.0,202769.0,8763.0,0.0,1.0,2928.0,303.48,953.0,new,mock,AT,3,14
44,8489.0,175.0,28819.0,276.0,77294.0,2315.0,0.0,1.0,2803.0,117.27,877.0,new,mock,AT,3,15
45,129.0,0.0,170.0,0.0,28.0,12.0,0.0,0.0,2.0,0.0,3.0,new,mock,AT,4,1
46,668.0,0.0,944.0,0.0,119.0,47.0,0.0,0.0,122.0,0.0,8.0,new,mock,AT,4,2
