,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,6.0,6.0,8.0,8.0,196.0,2.0,0.0,2.0,0.0,13.5,18.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,1,
1,6.0,6.0,8.0,8.0,181.0,2.0,0.0,2.0,0.0,13.5,15.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,2,
2,6.0,6.0,8.0,8.0,184.0,2.0,0.0,2.0,0.0,14.0,19.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,3,
3,6.0,6.0,8.0,8.0,182.0,2.0,0.0,2.0,0.0,15.02,17.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,4,
4,6.0,6.0,8.0,8.0,188.0,2.0,0.0,2.0,0.0,15.53,22.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,5,
5,6.0,6.0,8.0,8.0,185.0,2.0,0.0,2.0,0.0,15.53,16.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,6,
6,6.0,6.0,8.0,8.0,186.0,2.0,0.0,2.0,0.0,15.02,17.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,7,
7,6.0,6.0,8.0,8.0,200.0,2.0,0.0,2.0,0.0,15.02,24.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,8,
8,6.0,6.0,8.0,8.0,184.0,2.0,0.0,2.0,0.0,15.5,18.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,9,
9,6.0,6.0,8.0,8.0,184.0,2.0,0.0,2.0,0.0,15.5,15.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,10,
10,6.0,6.0,8.0,8.0,188.0,2.0,0.0,2.0,0.0,15.5,22.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,11,
11,6.0,6.0,8.0,8.0,191.0,2.0,0.0,2.0,0.0,15.5,23.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,12,
12,6.0,6.0,8.0,8.0,187.0,2.0,0.0,2.0,0.0,15.53,21.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,13,
13,6.0,6.0,8.0,8.0,185.0,2.0,0.0,2.0,0.0,15.53,20.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,14,
14,6.0,6.0,8.0,8.0,192.0,2.0,0.0,2.0,0.0,15.53,22.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,1,15,
15,9.0,0.0,9.0,0.0,186.0,1.0,0.0,0.0,1.0,0.0,17.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,2,1,
16,25.0,23.0,38.0,33.0,200.0,11.0,0.0,3.0,0.0,15.5,30.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,2,2,
17,25.0,23.0,38.0,33.0,205.0,11.0,0.0,3.0,0.0,15.98,31.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,2,3,
18,25.0,23.0,38.0,33.0,205.0,11.0,0.0,3.0,0.0,15.98,36.0,False,new,experiments/results/AT_2_2/boolean/68.onnx,AT,2,4,
