,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,1109,268,2227,494,1055,159,75,31,654,142.23,335.0,new,experiments/results/CM_2_2/ra_feature2_target/0.onnx,CM,2,2,0.009737014770507812,0,1e-05,20,0.1,15,True,0
1,1161,221,2087,413,2182,380,74,1,324,113.36,1253.0,new,experiments/results/CM_2_2/ra_feature2_target/1.onnx,CM,2,2,159.31401705741882,50000,1e-05,20,0.1,15,True,1
2,1161,221,2145,413,2210,224,196,1,384,120.12,1317.0,new,experiments/results/CM_2_2/ra_feature2_target/2.onnx,CM,2,2,294.3482584953308,100000,1e-05,20,0.1,15,True,2
3,1161,221,2038,413,1557,197,157,1,395,108.91,886.0,new,experiments/results/CM_2_2/ra_feature2_target/3.onnx,CM,2,2,417.29014921188354,150000,1e-05,20,0.1,15,True,3
4,1161,221,2201,413,2458,493,59,1,420,113.45,1318.0,new,experiments/results/CM_2_2/ra_feature2_target/4.onnx,CM,2,2,538.8996875286102,200000,1e-05,20,0.1,15,True,4
5,1155,221,2403,413,1063,239,98,1,499,74.99,173.0,new,experiments/results/CM_2_2/ra_feature2_target/5.onnx,CM,2,2,665.560879945755,250000,1e-05,20,0.1,15,True,5
6,1161,221,1812,413,1780,136,52,15,416,63.69,1219.0,new,experiments/results/CM_2_2/ra_feature2_target/6.onnx,CM,2,2,782.017397403717,300000,1e-05,20,0.1,15,True,6
7,1082,221,1590,413,1495,104,73,15,284,142.22,996.0,new,experiments/results/CM_2_2/ra_feature2_target/7.onnx,CM,2,2,872.4028344154358,350000,1e-05,20,0.1,15,True,7
8,1068,221,1760,413,1654,242,8,9,399,66.71,1046.0,new,experiments/results/CM_2_2/ra_feature2_target/8.onnx,CM,2,2,973.0495085716248,400000,1e-05,20,0.1,15,True,8
9,703,221,1112,413,1010,119,23,1,173,87.66,440.0,new,experiments/results/CM_2_2/ra_feature2_target/9.onnx,CM,2,2,1075.1758496761322,450000,1e-05,20,0.1,15,True,9
10,807,221,1176,413,1262,116,0,18,244,123.58,703.0,new,experiments/results/CM_2_2/ra_feature2_target/10.onnx,CM,2,2,1190.8970942497253,500000,1e-05,20,0.1,15,True,10
