,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,4.0,0.0,3.0,0.0,166.0,0.0,0.0,0.0,1.0,0.0,9.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,1,0.018072289156626505,0
1,5.0,0.0,4.0,0.0,165.0,0.0,0.0,0.0,1.0,0.0,10.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,2,0.024242424242424242,0
2,6.0,0.0,5.0,0.0,166.0,0.0,0.0,0.0,1.0,0.0,10.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,3,0.030120481927710843,0
3,7.0,0.0,6.0,0.0,166.0,0.0,0.0,0.0,1.0,0.0,10.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,4,0.03614457831325301,0
4,8.0,0.0,7.0,0.0,167.0,0.0,0.0,0.0,1.0,0.0,11.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,5,0.041916167664670656,0
5,9.0,0.0,8.0,0.0,168.0,0.0,0.0,0.0,1.0,0.0,13.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,6,0.047619047619047616,0
6,10.0,0.0,9.0,0.0,170.0,0.0,0.0,0.0,1.0,0.0,10.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,7,0.052941176470588235,0
7,11.0,0.0,10.0,0.0,169.0,0.0,0.0,0.0,1.0,0.0,13.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,8,0.05917159763313609,0
8,12.0,0.0,11.0,0.0,169.0,0.0,0.0,0.0,1.0,0.0,11.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,9,0.0650887573964497,0
9,13.0,0.0,12.0,0.0,180.0,0.0,0.0,0.0,1.0,0.0,16.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,10,0.06666666666666667,0
10,14.0,0.0,13.0,0.0,171.0,0.0,0.0,0.0,1.0,0.0,14.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,11,0.07602339181286549,0
11,15.0,0.0,14.0,0.0,172.0,0.0,0.0,0.0,1.0,0.0,16.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,12,0.08139534883720931,0
12,16.0,0.0,15.0,0.0,170.0,0.0,0.0,0.0,1.0,0.0,13.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,13,0.08823529411764706,0
13,17.0,0.0,16.0,0.0,174.0,0.0,0.0,0.0,1.0,0.0,13.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,14,0.09195402298850575,0
14,18.0,0.0,17.0,0.0,176.0,0.0,0.0,0.0,1.0,0.0,12.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,1,15,0.09659090909090909,0
15,129.0,110.0,234.0,193.0,324.0,61.0,5.0,1.0,13.0,16.09,121.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,2,1,0.7222222222222222,0
16,171.0,130.0,317.0,227.0,381.0,76.0,2.0,1.0,18.0,26.16,167.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,2,2,0.8320209973753281,0
17,225.0,150.0,419.0,261.0,450.0,79.0,5.0,1.0,27.0,36.28,183.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,2,3,0.9311111111111111,0
18,282.0,170.0,531.0,295.0,484.0,80.0,5.0,1.0,35.0,46.4,217.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,2,4,1.0971074380165289,0
19,359.0,190.0,680.0,329.0,546.0,99.0,5.0,1.0,47.0,62.49,260.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,2,5,1.2454212454212454,0
20,431.0,210.0,819.0,363.0,666.0,98.0,5.0,1.0,63.0,77.53,355.0,false,False,new,experiments/results/DP_2_2/labelsThatReach/0.onnx,DP,2,6,1.2297297297297298,0
