,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,context features,idx
29,44,27,79,42,235,24,0,2,10,20.66,30.0,new,experiments/results/AT_2_2/5mill_C/29.onnx,AT,2,3,3090.9666011333466,1450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,29
30,30,22,47,33,202,13,0,2,4,19.14,23.0,new,experiments/results/AT_2_2/5mill_C/30.onnx,AT,2,3,3194.6409254074097,1500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,30
31,44,25,79,40,218,22,0,1,10,20.66,31.0,new,experiments/results/AT_2_2/5mill_C/31.onnx,AT,2,3,3298.696309566498,1550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,31
32,44,27,78,42,185,26,0,2,9,20.66,27.0,new,experiments/results/AT_2_2/5mill_C/32.onnx,AT,2,3,3403.2610034942627,1600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,32
33,44,24,79,38,205,27,0,1,10,21.14,38.0,new,experiments/results/AT_2_2/5mill_C/33.onnx,AT,2,3,3506.34725689888,1650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,33
34,42,25,71,36,221,22,0,2,9,20.18,29.0,new,experiments/results/AT_2_2/5mill_C/34.onnx,AT,2,3,3610.28106546402,1700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,34
35,44,28,79,43,187,27,0,1,10,21.14,24.0,new,experiments/results/AT_2_2/5mill_C/35.onnx,AT,2,3,3714.4934062957764,1750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,35
36,44,28,79,43,186,27,0,1,10,20.66,27.0,new,experiments/results/AT_2_2/5mill_C/36.onnx,AT,2,3,3819.9175832271576,1800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,36
37,44,28,79,43,222,26,0,1,10,20.66,39.0,new,experiments/results/AT_2_2/5mill_C/37.onnx,AT,2,3,3924.501338481903,1850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,37
38,44,25,79,40,240,27,0,1,10,20.66,41.0,new,experiments/results/AT_2_2/5mill_C/38.onnx,AT,2,3,4029.852792263031,1900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,38
39,44,25,79,40,207,26,0,1,10,20.66,35.0,new,experiments/results/AT_2_2/5mill_C/39.onnx,AT,2,3,4134.616121768951,1950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,39
40,37,20,63,30,181,18,0,1,6,20.18,31.0,new,experiments/results/AT_2_2/5mill_C/40.onnx,AT,2,3,4239.132597923279,2000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,40
41,44,26,79,40,235,30,0,1,10,20.66,30.0,new,experiments/results/AT_2_2/5mill_C/41.onnx,AT,2,3,4344.05627989769,2050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,41
42,42,25,71,36,221,25,0,1,9,20.66,35.0,new,experiments/results/AT_2_2/5mill_C/42.onnx,AT,2,3,4448.076286554337,2100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,42
43,30,20,52,30,209,18,0,1,2,19.62,31.0,new,experiments/results/AT_2_2/5mill_C/43.onnx,AT,2,3,4551.998082876205,2150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,43
44,42,20,72,30,182,26,0,1,9,20.66,28.0,new,experiments/results/AT_2_2/5mill_C/44.onnx,AT,2,3,4655.381810426712,2200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,44
45,44,25,79,40,202,24,0,1,10,21.14,31.0,new,experiments/results/AT_2_2/5mill_C/45.onnx,AT,2,3,4760.081761598587,2250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,45
46,44,25,79,40,213,25,0,1,10,21.14,26.0,new,experiments/results/AT_2_2/5mill_C/46.onnx,AT,2,3,4864.331658601761,2300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,46
47,42,24,71,34,222,24,0,1,9,20.18,31.0,new,experiments/results/AT_2_2/5mill_C/47.onnx,AT,2,3,4969.142100811005,2350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,47
48,44,27,79,42,225,28,0,1,10,21.14,37.0,new,experiments/results/AT_2_2/5mill_C/48.onnx,AT,2,3,5074.54586148262,2400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,48
49,42,26,71,37,181,24,0,1,9,20.66,23.0,new,experiments/results/AT_2_2/5mill_C/49.onnx,AT,2,3,5177.746978998184,2450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,49
50,44,28,79,43,204,29,0,1,10,20.66,26.0,new,experiments/results/AT_2_2/5mill_C/50.onnx,AT,2,3,5280.885291099548,2500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,50
51,44,27,79,41,225,21,0,1,10,21.14,33.0,new,experiments/results/AT_2_2/5mill_C/51.onnx,AT,2,3,5383.593439817429,2550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,51
52,42,26,71,37,202,23,0,1,9,20.66,36.0,new,experiments/results/AT_2_2/5mill_C/52.onnx,AT,2,3,5486.007263422012,2600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,52
53,32,24,59,38,177,23,0,1,2,20.18,28.0,new,experiments/results/AT_2_2/5mill_C/53.onnx,AT,2,3,5588.642411470413,2650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,53
54,34,20,65,30,213,23,0,1,2,20.18,29.0,new,experiments/results/AT_2_2/5mill_C/54.onnx,AT,2,3,5691.672760248184,2700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,54
55,44,25,80,39,189,19,0,1,10,21.62,31.0,new,experiments/results/AT_2_2/5mill_C/55.onnx,AT,2,3,5795.022918224335,2750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,55
56,44,26,79,40,208,28,0,1,10,21.14,34.0,new,experiments/results/AT_2_2/5mill_C/56.onnx,AT,2,3,5898.642693042755,2800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,56
57,44,27,79,41,186,20,0,1,10,21.14,24.0,new,experiments/results/AT_2_2/5mill_C/57.onnx,AT,2,3,6002.458394289017,2850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,57
58,44,28,78,43,187,27,0,1,9,21.14,29.0,new,experiments/results/AT_2_2/5mill_C/58.onnx,AT,2,3,6106.026592254639,2900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,58
59,44,28,79,43,219,27,0,1,10,20.66,24.0,new,experiments/results/AT_2_2/5mill_C/59.onnx,AT,2,3,6210.016995191574,2950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,59
60,44,27,79,41,187,26,0,1,10,20.66,28.0,new,experiments/results/AT_2_2/5mill_C/60.onnx,AT,2,3,6312.90834736824,3000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,60
61,44,27,79,41,187,25,0,1,10,20.66,31.0,new,experiments/results/AT_2_2/5mill_C/61.onnx,AT,2,3,6417.092373609543,3050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,61
62,44,27,79,41,219,24,0,1,10,20.66,34.0,new,experiments/results/AT_2_2/5mill_C/62.onnx,AT,2,3,6520.364821195602,3100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,62
63,44,27,79,42,188,22,0,1,10,21.62,37.0,new,experiments/results/AT_2_2/5mill_C/63.onnx,AT,2,3,6624.337438106537,3150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,63
64,44,24,79,38,184,28,0,1,10,21.14,30.0,new,experiments/results/AT_2_2/5mill_C/64.onnx,AT,2,3,6728.772523164749,3200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,64
65,44,24,78,38,210,24,0,1,9,20.66,23.0,new,experiments/results/AT_2_2/5mill_C/65.onnx,AT,2,3,6834.2109344005585,3250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,65
66,38,25,61,35,212,17,0,1,7,20.18,30.0,new,experiments/results/AT_2_2/5mill_C/66.onnx,AT,2,3,6939.501728057861,3300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,66
67,43,22,73,32,202,7,0,1,10,21.14,27.0,new,experiments/results/AT_2_2/5mill_C/67.onnx,AT,2,3,7044.251819610596,3350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,67
68,29,24,47,34,184,13,0,1,3,19.14,27.0,new,experiments/results/AT_2_2/5mill_C/68.onnx,AT,2,3,7149.213828325272,3400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,68
69,40,20,64,30,198,17,0,1,8,20.18,40.0,new,experiments/results/AT_2_2/5mill_C/69.onnx,AT,2,3,7254.642714262009,3450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,69
70,33,26,50,37,193,14,0,1,5,19.14,31.0,new,experiments/results/AT_2_2/5mill_C/70.onnx,AT,2,3,7359.870670795441,3500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,70
71,30,24,47,34,203,13,0,1,4,19.14,28.0,new,experiments/results/AT_2_2/5mill_C/71.onnx,AT,2,3,7465.283385515213,3550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,71
72,32,26,56,40,208,17,0,1,5,19.62,33.0,new,experiments/results/AT_2_2/5mill_C/72.onnx,AT,2,3,7570.112187623978,3600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,72
73,40,23,64,33,190,16,0,1,8,20.18,30.0,new,experiments/results/AT_2_2/5mill_C/73.onnx,AT,2,3,7675.242475271225,3650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,73
74,31,26,55,40,189,15,0,1,4,19.62,32.0,new,experiments/results/AT_2_2/5mill_C/74.onnx,AT,2,3,7779.449259757996,3700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,74
75,27,20,45,30,196,14,0,1,3,19.14,26.0,new,experiments/results/AT_2_2/5mill_C/75.onnx,AT,2,3,7884.268879413605,3750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,75
76,35,26,53,36,188,13,0,1,6,19.62,28.0,new,experiments/results/AT_2_2/5mill_C/76.onnx,AT,2,3,7989.708977460861,3800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,76
77,29,24,53,38,200,19,0,1,4,19.14,27.0,new,experiments/results/AT_2_2/5mill_C/77.onnx,AT,2,3,8094.986045598984,3850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,77
78,35,26,53,36,174,14,0,1,6,19.62,28.0,new,experiments/results/AT_2_2/5mill_C/78.onnx,AT,2,3,8199.021156072617,3900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,78
79,40,23,64,33,213,16,0,1,8,20.18,29.0,new,experiments/results/AT_2_2/5mill_C/79.onnx,AT,2,3,8304.156336069107,3950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,79
80,35,26,53,36,198,13,0,1,6,19.62,28.0,new,experiments/results/AT_2_2/5mill_C/80.onnx,AT,2,3,8408.438850164413,4000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,80
81,37,24,66,38,181,23,0,1,8,20.18,28.0,new,experiments/results/AT_2_2/5mill_C/81.onnx,AT,2,3,8512.387189149857,4050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,81
82,37,24,66,38,222,23,0,1,8,20.18,34.0,new,experiments/results/AT_2_2/5mill_C/82.onnx,AT,2,3,8614.917292118073,4100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,82
83,37,25,66,40,233,21,0,1,8,20.18,36.0,new,experiments/results/AT_2_2/5mill_C/83.onnx,AT,2,3,8720.278341531754,4150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,83
84,33,26,50,36,198,14,0,1,5,19.14,24.0,new,experiments/results/AT_2_2/5mill_C/84.onnx,AT,2,3,8823.37526679039,4200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,84
85,30,24,47,34,185,14,0,1,4,19.14,30.0,new,experiments/results/AT_2_2/5mill_C/85.onnx,AT,2,3,8927.994131803513,4250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,85
86,36,23,61,33,180,20,0,1,7,19.7,22.0,new,experiments/results/AT_2_2/5mill_C/86.onnx,AT,2,3,9031.363758563995,4300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,86
87,29,22,53,36,172,20,0,1,4,19.14,24.0,new,experiments/results/AT_2_2/5mill_C/87.onnx,AT,2,3,9135.891437530518,4350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,87
88,35,20,58,30,221,17,0,1,7,19.62,34.0,new,experiments/results/AT_2_2/5mill_C/88.onnx,AT,2,3,9239.558747529984,4400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,88
89,36,20,64,30,212,20,0,1,7,20.18,27.0,new,experiments/results/AT_2_2/5mill_C/89.onnx,AT,2,3,9343.695011377335,4450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,89
90,37,20,64,30,230,23,0,1,7,20.18,26.0,new,experiments/results/AT_2_2/5mill_C/90.onnx,AT,2,3,9448.352343559265,4500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,90
91,33,24,53,34,223,10,0,1,6,19.62,36.0,new,experiments/results/AT_2_2/5mill_C/91.onnx,AT,2,3,9554.3278028965,4550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,91
92,40,23,64,33,179,15,0,1,8,20.18,31.0,new,experiments/results/AT_2_2/5mill_C/92.onnx,AT,2,3,9659.589289665222,4600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,92
93,33,25,51,36,186,13,0,1,6,19.62,27.0,new,experiments/results/AT_2_2/5mill_C/93.onnx,AT,2,3,9765.37477850914,4650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,93
94,33,24,59,34,192,17,0,1,4,19.62,34.0,new,experiments/results/AT_2_2/5mill_C/94.onnx,AT,2,3,9869.254372358322,4700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,94
95,36,20,61,30,178,18,0,1,7,19.62,19.0,new,experiments/results/AT_2_2/5mill_C/95.onnx,AT,2,3,9972.239525556564,4750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,95
96,40,20,68,30,183,17,0,1,7,20.18,24.0,new,experiments/results/AT_2_2/5mill_C/96.onnx,AT,2,3,10078.528798103333,4800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,96
97,42,24,71,34,183,22,0,1,9,20.18,21.0,new,experiments/results/AT_2_2/5mill_C/97.onnx,AT,2,3,10182.166432857513,4850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,97
98,32,25,56,39,192,17,0,1,5,19.62,27.0,new,experiments/results/AT_2_2/5mill_C/98.onnx,AT,2,3,10287.630630254745,4900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,98
99,37,24,66,38,224,23,0,1,8,20.18,31.0,new,experiments/results/AT_2_2/5mill_C/99.onnx,AT,2,3,10393.071948289871,4950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,99
100,44,25,79,39,207,24,0,1,10,20.66,38.0,new,experiments/results/AT_2_2/5mill_C/100.onnx,AT,2,3,10496.499245166779,5000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,100
