,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,context features,idx
0,161,0,258,0,350,59,0,0,61,0.0,77.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,3,2,3.4841361045837402,0,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,0
1,189,0,307,0,371,62,0,0,67,0.0,119.0,new,experiments/results/AT_2_2/5mill_C/1.onnx,AT,3,2,106.90676832199097,50000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,1
2,145,0,248,0,419,65,0,0,30,0.0,133.0,new,experiments/results/AT_2_2/5mill_C/2.onnx,AT,3,2,211.83314108848572,100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,2
3,169,0,304,0,321,54,0,0,56,0.0,88.0,new,experiments/results/AT_2_2/5mill_C/3.onnx,AT,3,2,316.2072434425354,150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,3
4,121,0,225,0,372,86,0,0,23,0.0,110.0,new,experiments/results/AT_2_2/5mill_C/4.onnx,AT,3,2,420.8102614879608,200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,4
5,189,0,338,0,379,6,0,0,75,0.0,121.0,new,experiments/results/AT_2_2/5mill_C/5.onnx,AT,3,2,526.6829426288605,250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,5
6,170,0,314,0,459,105,0,0,62,0.0,120.0,new,experiments/results/AT_2_2/5mill_C/6.onnx,AT,3,2,633.2126460075378,300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,6
7,152,0,273,0,446,95,0,0,30,0.0,113.0,new,experiments/results/AT_2_2/5mill_C/7.onnx,AT,3,2,740.0839819908142,350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,7
8,114,0,186,0,295,52,0,0,30,0.0,78.0,new,experiments/results/AT_2_2/5mill_C/8.onnx,AT,3,2,849.4124274253845,400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,8
9,161,0,276,0,454,92,0,0,43,0.0,125.0,new,experiments/results/AT_2_2/5mill_C/9.onnx,AT,3,2,957.450355052948,450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,9
10,132,0,215,0,304,54,0,0,42,0.0,70.0,new,experiments/results/AT_2_2/5mill_C/10.onnx,AT,3,2,1064.67001247406,500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,10
11,166,0,271,0,412,88,0,0,43,0.0,119.0,new,experiments/results/AT_2_2/5mill_C/11.onnx,AT,3,2,1172.3248705863953,550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,11
12,173,0,265,0,347,68,0,0,53,0.0,75.0,new,experiments/results/AT_2_2/5mill_C/12.onnx,AT,3,2,1279.6666810512543,600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,12
13,161,0,261,0,401,81,0,0,47,0.0,114.0,new,experiments/results/AT_2_2/5mill_C/13.onnx,AT,3,2,1387.8623390197754,650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,13
14,103,0,154,0,285,37,0,0,27,0.0,53.0,new,experiments/results/AT_2_2/5mill_C/14.onnx,AT,3,2,1494.9350662231445,700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,14
15,189,0,338,0,383,119,0,0,77,0.0,108.0,new,experiments/results/AT_2_2/5mill_C/15.onnx,AT,3,2,1600.7520627975464,750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,15
16,134,0,198,0,277,13,0,0,43,0.0,66.0,new,experiments/results/AT_2_2/5mill_C/16.onnx,AT,3,2,1706.8617143630981,800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,16
17,118,0,178,0,261,37,0,0,40,0.0,61.0,new,experiments/results/AT_2_2/5mill_C/17.onnx,AT,3,2,1813.5224158763885,850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,17
18,134,0,215,0,319,66,0,0,35,0.0,64.0,new,experiments/results/AT_2_2/5mill_C/18.onnx,AT,3,2,1921.9341068267822,900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,18
19,114,0,191,0,270,62,0,0,34,0.0,54.0,new,experiments/results/AT_2_2/5mill_C/19.onnx,AT,3,2,2029.8331441879272,950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,19
20,67,0,101,0,258,20,0,0,18,0.0,63.0,new,experiments/results/AT_2_2/5mill_C/20.onnx,AT,3,2,2136.691545724869,1000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,20
21,74,0,109,0,247,21,0,0,20,0.0,44.0,new,experiments/results/AT_2_2/5mill_C/21.onnx,AT,3,2,2241.8357815742493,1050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,21
22,97,0,155,0,282,42,0,0,25,0.0,59.0,new,experiments/results/AT_2_2/5mill_C/22.onnx,AT,3,2,2347.649318933487,1100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,22
23,129,0,225,0,331,62,0,0,46,0.0,85.0,new,experiments/results/AT_2_2/5mill_C/23.onnx,AT,3,2,2453.33296084404,1150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,23
24,144,0,239,0,345,56,0,0,55,0.0,88.0,new,experiments/results/AT_2_2/5mill_C/24.onnx,AT,3,2,2558.820764064789,1200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,24
25,71,0,104,0,224,23,0,0,20,0.0,47.0,new,experiments/results/AT_2_2/5mill_C/25.onnx,AT,3,2,2665.597010374069,1250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,25
26,77,0,110,0,271,21,0,0,20,0.0,63.0,new,experiments/results/AT_2_2/5mill_C/26.onnx,AT,3,2,2772.7010424137115,1300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,26
27,74,0,106,0,245,20,0,0,20,0.0,52.0,new,experiments/results/AT_2_2/5mill_C/27.onnx,AT,3,2,2880.173027038574,1350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,27
28,68,0,100,0,240,20,0,0,17,0.0,47.0,new,experiments/results/AT_2_2/5mill_C/28.onnx,AT,3,2,2986.6562662124634,1400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,28
29,121,0,199,0,327,45,0,0,42,0.0,79.0,new,experiments/results/AT_2_2/5mill_C/29.onnx,AT,3,2,3090.9666011333466,1450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,29
30,114,0,188,0,360,44,0,0,38,0.0,85.0,new,experiments/results/AT_2_2/5mill_C/30.onnx,AT,3,2,3194.6409254074097,1500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,30
31,123,0,203,0,339,44,0,0,43,0.0,77.0,new,experiments/results/AT_2_2/5mill_C/31.onnx,AT,3,2,3298.696309566498,1550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,31
32,89,0,134,0,305,21,0,0,18,0.0,84.0,new,experiments/results/AT_2_2/5mill_C/32.onnx,AT,3,2,3403.2610034942627,1600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,32
33,130,0,215,0,348,51,0,0,47,0.0,79.0,new,experiments/results/AT_2_2/5mill_C/33.onnx,AT,3,2,3506.34725689888,1650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,33
34,83,0,127,0,280,20,0,0,21,0.0,64.0,new,experiments/results/AT_2_2/5mill_C/34.onnx,AT,3,2,3610.28106546402,1700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,34
35,53,0,82,0,205,20,0,0,12,0.0,33.0,new,experiments/results/AT_2_2/5mill_C/35.onnx,AT,3,2,3714.4934062957764,1750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,35
36,117,0,189,0,337,47,0,0,40,0.0,83.0,new,experiments/results/AT_2_2/5mill_C/36.onnx,AT,3,2,3819.9175832271576,1800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,36
37,112,0,181,0,335,50,0,0,32,0.0,78.0,new,experiments/results/AT_2_2/5mill_C/37.onnx,AT,3,2,3924.501338481903,1850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,37
