,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,context features,idx
0,311,116,615,187,598,151,0,1,152,91.95,166.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,3,3,3.4841361045837402,0,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,0
1,327,127,620,238,732,122,0,1,128,85.58,338.0,new,experiments/results/AT_2_2/5mill_C/1.onnx,AT,3,3,106.90676832199097,50000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,1
2,263,116,475,199,755,154,0,1,65,52.51,308.0,new,experiments/results/AT_2_2/5mill_C/2.onnx,AT,3,3,211.83314108848572,100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,2
3,322,151,616,280,711,143,0,1,106,123.93,214.0,new,experiments/results/AT_2_2/5mill_C/3.onnx,AT,3,3,316.2072434425354,150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,3
4,306,137,597,258,727,246,0,1,95,18.71,231.0,new,experiments/results/AT_2_2/5mill_C/4.onnx,AT,3,3,420.8102614879608,200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,4
5,327,151,625,279,535,6,0,1,108,115.91,200.0,new,experiments/results/AT_2_2/5mill_C/5.onnx,AT,3,3,526.6829426288605,250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,5
6,292,140,607,252,595,267,0,1,116,137.93,172.0,new,experiments/results/AT_2_2/5mill_C/6.onnx,AT,3,3,633.2126460075378,300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,6
7,160,100,287,160,461,88,0,1,25,62.95,127.0,new,experiments/results/AT_2_2/5mill_C/7.onnx,AT,3,3,740.0839819908142,350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,7
8,311,110,594,204,766,226,0,1,114,14.69,247.0,new,experiments/results/AT_2_2/5mill_C/8.onnx,AT,3,3,849.4124274253845,400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,8
9,215,128,440,210,725,186,0,1,31,120.93,259.0,new,experiments/results/AT_2_2/5mill_C/9.onnx,AT,3,3,957.450355052948,450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,9
10,246,114,455,194,602,143,0,1,93,97.93,173.0,new,experiments/results/AT_2_2/5mill_C/10.onnx,AT,3,3,1064.67001247406,500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,10
11,276,100,538,161,800,226,0,1,68,47.53,273.0,new,experiments/results/AT_2_2/5mill_C/11.onnx,AT,3,3,1172.3248705863953,550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,11
12,327,132,653,224,756,238,0,1,157,35.77,256.0,new,experiments/results/AT_2_2/5mill_C/12.onnx,AT,3,3,1279.6666810512543,600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,12
13,227,119,432,195,593,171,0,1,57,117.97,183.0,new,experiments/results/AT_2_2/5mill_C/13.onnx,AT,3,3,1387.8623390197754,650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,13
14,288,123,549,212,646,200,0,15,120,136.94,215.0,new,experiments/results/AT_2_2/5mill_C/14.onnx,AT,3,3,1494.9350662231445,700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,14
15,317,147,623,268,643,246,0,1,139,152.94,190.0,new,experiments/results/AT_2_2/5mill_C/15.onnx,AT,3,3,1600.7520627975464,750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,15
16,320,135,631,232,565,120,0,1,144,123.94,198.0,new,experiments/results/AT_2_2/5mill_C/16.onnx,AT,3,3,1706.8617143630981,800000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,16
17,150,85,230,131,356,43,0,1,54,34.93,86.0,new,experiments/results/AT_2_2/5mill_C/17.onnx,AT,3,3,1813.5224158763885,850000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,17
18,206,99,337,151,407,107,0,1,70,58.93,99.0,new,experiments/results/AT_2_2/5mill_C/18.onnx,AT,3,3,1921.9341068267822,900000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,18
19,261,121,491,210,507,181,0,1,114,81.93,119.0,new,experiments/results/AT_2_2/5mill_C/19.onnx,AT,3,3,2029.8331441879272,950000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,19
20,313,141,631,255,593,229,0,1,156,114.93,142.0,new,experiments/results/AT_2_2/5mill_C/20.onnx,AT,3,3,2136.691545724869,1000000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,20
21,309,112,601,193,602,189,0,1,146,112.93,147.0,new,experiments/results/AT_2_2/5mill_C/21.onnx,AT,3,3,2241.8357815742493,1050000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,21
22,318,147,645,268,621,229,0,1,156,119.94,136.0,new,experiments/results/AT_2_2/5mill_C/22.onnx,AT,3,3,2347.649318933487,1100000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,22
23,320,123,647,227,675,258,0,1,152,112.98,150.0,new,experiments/results/AT_2_2/5mill_C/23.onnx,AT,3,3,2453.33296084404,1150000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,23
24,310,123,604,217,633,197,0,1,152,113.93,163.0,new,experiments/results/AT_2_2/5mill_C/24.onnx,AT,3,3,2558.820764064789,1200000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,24
25,318,148,649,269,648,217,0,1,160,114.94,135.0,new,experiments/results/AT_2_2/5mill_C/25.onnx,AT,3,3,2665.597010374069,1250000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,25
26,277,116,541,205,688,197,0,1,125,95.92,186.0,new,experiments/results/AT_2_2/5mill_C/26.onnx,AT,3,3,2772.7010424137115,1300000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,26
27,292,147,584,266,591,194,0,6,131,113.92,159.0,new,experiments/results/AT_2_2/5mill_C/27.onnx,AT,3,3,2880.173027038574,1350000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,27
28,310,139,615,249,620,170,0,2,144,129.91,181.0,new,experiments/results/AT_2_2/5mill_C/28.onnx,AT,3,3,2986.6562662124634,1400000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,28
29,268,107,509,176,500,146,0,1,125,89.92,138.0,new,experiments/results/AT_2_2/5mill_C/29.onnx,AT,3,3,3090.9666011333466,1450000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,29
30,307,144,603,260,672,157,0,4,135,125.9,217.0,new,experiments/results/AT_2_2/5mill_C/30.onnx,AT,3,3,3194.6409254074097,1500000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,30
31,316,124,644,229,647,135,0,1,159,142.93,199.0,new,experiments/results/AT_2_2/5mill_C/31.onnx,AT,3,3,3298.696309566498,1550000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,31
32,281,120,535,205,555,165,0,1,135,90.93,143.0,new,experiments/results/AT_2_2/5mill_C/32.onnx,AT,3,3,3403.2610034942627,1600000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,32
33,309,136,626,254,795,134,0,1,154,133.93,237.0,new,experiments/results/AT_2_2/5mill_C/33.onnx,AT,3,3,3506.34725689888,1650000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,33
34,281,120,539,211,589,182,0,1,134,97.95,153.0,new,experiments/results/AT_2_2/5mill_C/34.onnx,AT,3,3,3610.28106546402,1700000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,34
35,277,118,520,199,523,137,0,1,130,90.95,139.0,new,experiments/results/AT_2_2/5mill_C/35.onnx,AT,3,3,3714.4934062957764,1750000,1e-05,20,0.1,27,True,10000,True,10000,True,True,True,35
