,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,6.0,6.0,8.0,8.0,123.0,2.0,0.0,1.0,0.0,16.18,7.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,1,0
1,7.0,6.0,10.0,8.0,134.0,2.0,0.0,1.0,0.0,16.18,6.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,2,0
2,8.0,6.0,12.0,8.0,128.0,2.0,0.0,1.0,0.0,16.18,9.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,3,0
3,9.0,6.0,14.0,8.0,156.0,2.0,0.0,1.0,0.0,16.68,10.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,4,0
4,10.0,6.0,16.0,8.0,138.0,2.0,0.0,1.0,0.0,16.66,10.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,5,0
5,11.0,6.0,18.0,8.0,141.0,2.0,0.0,1.0,0.0,17.14,12.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,6,0
6,12.0,6.0,20.0,8.0,151.0,2.0,0.0,1.0,0.0,17.2,16.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,7,0
7,13.0,6.0,22.0,8.0,153.0,2.0,0.0,1.0,0.0,17.62,16.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,8,0
8,14.0,6.0,24.0,8.0,153.0,2.0,0.0,1.0,0.0,17.62,14.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,9,0
9,15.0,6.0,26.0,8.0,186.0,2.0,0.0,1.0,0.0,18.18,21.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,10,0
10,16.0,6.0,28.0,8.0,163.0,2.0,0.0,1.0,0.0,18.66,18.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,11,0
11,17.0,6.0,30.0,8.0,201.0,2.0,0.0,1.0,0.0,19.14,25.0,new,experiments/results/AT_2_2/5mill_C/0.onnx,AT,1,12,0
