,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,5.0,5.0,6.0,6.0,150.0,2.0,0.0,1.0,0.0,16.21,13.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,1
1,5.0,5.0,6.0,6.0,171.0,2.0,0.0,1.0,0.0,17.7,13.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,2
2,5.0,5.0,6.0,6.0,154.0,2.0,0.0,1.0,0.0,17.7,12.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,3
3,5.0,5.0,6.0,6.0,190.0,2.0,0.0,1.0,0.0,17.7,13.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,4
4,5.0,5.0,6.0,6.0,155.0,2.0,0.0,1.0,0.0,18.24,12.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,5
5,5.0,5.0,6.0,6.0,158.0,2.0,0.0,1.0,0.0,18.18,13.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,6
6,5.0,5.0,6.0,6.0,177.0,2.0,0.0,1.0,0.0,17.73,10.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,7
7,5.0,5.0,6.0,6.0,172.0,2.0,0.0,1.0,0.0,17.71,13.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,8
8,5.0,5.0,6.0,6.0,164.0,2.0,0.0,1.0,0.0,18.75,14.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,9
9,5.0,5.0,6.0,6.0,169.0,2.0,0.0,1.0,0.0,18.24,19.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,10
10,5.0,5.0,6.0,6.0,201.0,2.0,0.0,1.0,0.0,18.24,17.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,11
11,5.0,5.0,6.0,6.0,166.0,2.0,0.0,1.0,0.0,18.72,15.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,12
12,5.0,5.0,6.0,6.0,165.0,2.0,0.0,1.0,0.0,18.75,16.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,13
13,5.0,5.0,6.0,6.0,189.0,2.0,0.0,1.0,0.0,18.24,12.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,14
14,5.0,5.0,6.0,6.0,168.0,2.0,0.0,1.0,0.0,19.73,14.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,1,15
15,14.0,11.0,22.0,14.0,174.0,8.0,0.0,1.0,0.0,20.18,25.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,1
16,21.0,21.0,36.0,34.0,217.0,12.0,0.0,1.0,0.0,20.66,39.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,2
17,25.0,22.0,42.0,35.0,197.0,12.0,0.0,1.0,0.0,21.17,47.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,3
18,32.0,29.0,54.0,46.0,206.0,19.0,0.0,1.0,0.0,21.7,50.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,4
19,36.0,30.0,60.0,47.0,219.0,21.0,0.0,1.0,0.0,22.18,62.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,5
20,37.0,34.0,60.0,53.0,209.0,21.0,0.0,1.0,0.0,22.18,55.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,6
21,40.0,35.0,62.0,50.0,213.0,22.0,0.0,1.0,0.0,22.66,56.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,7
22,47.0,39.0,73.0,56.0,240.0,26.0,0.0,1.0,0.0,23.7,60.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,8
23,49.0,46.0,78.0,71.0,221.0,28.0,0.0,1.0,0.0,24.66,61.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,9
24,53.0,53.0,84.0,82.0,255.0,28.0,0.0,1.0,0.0,25.62,67.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,10
25,65.0,54.0,106.0,83.0,263.0,37.0,0.0,1.0,0.0,27.14,80.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,11
26,69.0,58.0,112.0,89.0,262.0,39.0,0.0,1.0,0.0,28.66,94.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,12
27,62.0,62.0,95.0,95.0,279.0,32.0,0.0,1.0,0.0,28.18,84.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,13
28,66.0,66.0,101.0,101.0,271.0,34.0,0.0,1.0,0.0,29.14,91.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,14
29,70.0,70.0,107.0,107.0,289.0,36.0,0.0,1.0,0.0,14.05,92.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,2,15
30,57.0,35.0,110.0,58.0,251.0,33.0,0.0,1.0,0.0,24.18,92.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,1
31,107.0,47.0,234.0,71.0,371.0,83.0,0.0,1.0,0.0,18.13,177.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,2
32,145.0,68.0,321.0,124.0,422.0,125.0,0.0,1.0,0.0,32.18,190.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,3
33,178.0,76.0,380.0,143.0,501.0,151.0,0.0,1.0,0.0,42.3,246.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,4
34,239.0,98.0,486.0,173.0,602.0,188.0,0.0,1.0,0.0,69.34,280.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,5
35,504.0,309.0,1286.0,739.0,1516.0,673.0,0.0,1.0,0.0,17.56,450.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,6
36,335.0,116.0,666.0,203.0,834.0,256.0,0.0,1.0,0.0,134.56,393.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,7
37,424.0,135.0,839.0,212.0,1130.0,325.0,0.0,1.0,0.0,72.93,530.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,8
38,491.0,128.0,974.0,192.0,1124.0,381.0,0.0,1.0,0.0,12.72,387.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,9
39,604.0,155.0,1200.0,252.0,1431.0,464.0,0.0,1.0,0.0,38.13,474.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,10
40,647.0,185.0,1273.0,292.0,1590.0,498.0,0.0,1.0,0.0,109.25,500.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,11
41,696.0,149.0,1351.0,238.0,1639.0,512.0,0.0,1.0,0.0,69.04,558.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,12
42,653.0,187.0,1260.0,306.0,1835.0,484.0,0.0,1.0,0.0,40.22,628.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,13
43,1011.0,159.0,1952.0,239.0,2643.0,716.0,0.0,1.0,0.0,58.4,682.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,14
44,1088.0,200.0,2123.0,300.0,3231.0,804.0,0.0,1.0,0.0,81.63,713.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,3,15
45,193.0,87.0,457.0,159.0,527.0,168.0,0.0,1.0,0.0,49.23,262.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,4,1
46,590.0,271.0,1643.0,661.0,1737.0,718.0,0.0,1.0,0.0,111.94,587.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,4,2
47,862.0,176.0,2129.0,343.0,2250.0,883.0,0.0,1.0,0.0,53.29,836.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,4,3
48,1603.0,450.0,4216.0,1061.0,7267.0,1909.0,0.0,1.0,0.0,88.39,1665.0,new,experiments/results/BW_2_2/5mill_RR10k_D_N/66.onnx,BW,4,4
