,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,31,17,42,21,192,6,2,1,4,15.5,27.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,1,0.21875,2
1,85,37,121,48,268,12,3,1,14,18.0,92.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,2,0.45149253731343286,2
2,175,57,280,75,306,35,12,1,34,23.92,102.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,3,0.9150326797385621,2
3,297,77,500,102,384,56,36,1,61,23.07,161.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,4,1.3020833333333333,2
4,451,105,772,141,462,57,74,4,95,39.32,194.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,5,1.670995670995671,2
5,637,143,1093,192,605,95,99,1,147,68.26,266.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,6,1.806611570247934,2
6,855,173,1481,237,815,104,129,10,198,20.16,312.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,7,1.8171779141104294,2
7,1105,204,1931,277,1077,155,142,1,260,76.87,500.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,8,1.7929433611884866,2
8,1387,251,2493,345,1295,275,163,1,342,102.0,619.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,9,1.925096525096525,2
9,1701,228,3046,304,1557,272,221,5,417,151.77,806.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,10,1.9563262684649967,2
10,2047,408,3663,561,2776,371,246,1,522,112.72,991.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,11,1.3195244956772334,2
11,2425,413,4345,582,2384,422,299,1,651,139.74,1111.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,12,1.8225671140939597,2
12,2835,0,5001,0,2730,378,329,0,722,0.0,1494.0,true,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,1,13,1.8318681318681318,2
13,189,75,333,132,340,38,2,1,92,27.44,135.0,false,False,new,experiments/results/CM_2_2/boolean_5/2.onnx,CM,2,1,0.9794117647058823,2
