,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,8,7,10,8,183,2,0,1,2,18.24,13.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,1
1,10,7,12,8,175,2,0,1,0,19.7,21.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,2
2,12,7,15,8,160,2,0,1,0,19.7,22.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,3
3,14,7,18,8,197,2,0,1,0,19.7,30.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,4
4,16,7,21,8,198,2,0,1,0,20.18,28.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,5
5,18,7,24,8,203,2,0,1,0,20.18,33.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,6
6,20,7,27,8,192,2,0,1,0,19.7,29.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,7
7,22,7,30,8,179,2,0,1,0,20.18,33.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,8
8,24,7,33,8,181,2,0,1,0,20.69,37.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,9
9,26,7,36,8,207,2,0,1,0,20.69,44.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,10
10,28,7,38,8,188,2,0,1,0,20.18,43.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,11
11,30,7,40,8,192,2,0,1,0,21.17,45.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,12
12,32,7,42,8,198,2,0,1,0,20.66,51.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,13
13,34,7,44,8,209,2,0,1,0,21.2,43.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,14
14,36,7,46,8,210,2,0,1,0,21.68,52.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,1,15
15,14,9,18,10,173,2,0,1,4,20.18,30.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,1
16,23,9,34,10,188,2,0,1,3,20.66,45.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,2
17,36,9,55,10,205,5,0,1,1,21.14,59.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,3
18,40,9,62,10,222,5,0,1,0,21.65,78.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,4
19,44,9,69,10,240,5,0,1,0,21.65,84.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,5
20,48,9,76,10,242,5,0,1,0,22.18,65.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,6
21,39,9,62,10,238,2,0,1,0,21.62,61.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,7
22,43,9,69,10,248,2,0,1,0,22.18,71.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,8
23,47,9,76,10,255,2,0,1,0,22.66,80.0,new,experiments/results/TL_2_2/5mill_SL20/5.onnx,TL,2,9
