,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,11.0,7.0,12.0,8.0,123.0,2.0,0.0,1.0,3.0,16.18,8.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,1,0
1,27.0,13.0,42.0,16.0,154.0,5.0,0.0,1.0,7.0,17.62,24.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,2,0
2,53.0,20.0,94.0,26.0,182.0,10.0,0.0,1.0,13.0,22.18,45.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,3,0
3,85.0,28.0,164.0,38.0,243.0,16.0,0.0,1.0,24.0,10.55,90.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,4,0
4,127.0,37.0,257.0,52.0,262.0,24.0,0.0,1.0,32.0,33.52,111.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,5,0
5,171.0,47.0,358.0,68.0,354.0,32.0,0.0,1.0,40.0,64.53,179.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,6,0
6,222.0,58.0,471.0,86.0,500.0,39.0,0.0,1.0,41.0,114.56,295.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,7,0
7,282.0,70.0,607.0,106.0,559.0,45.0,0.0,1.0,48.0,45.17,344.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,8,0
8,354.0,83.0,782.0,128.0,665.0,55.0,0.0,1.0,70.0,20.5,432.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,9,0
9,429.0,97.0,957.0,152.0,854.0,64.0,0.0,1.0,79.0,32.67,593.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,10,0
10,513.0,112.0,1158.0,178.0,1069.0,75.0,0.0,1.0,91.0,108.0,751.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,11,0
11,602.0,128.0,1368.0,206.0,1232.0,104.0,0.0,1.0,97.0,177.15,922.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,12,0
12,687.0,145.0,1555.0,236.0,1457.0,98.0,0.0,1.0,75.0,229.41,1157.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,13,0
13,790.0,163.0,1812.0,268.0,2200.0,111.0,0.0,1.0,92.0,16.87,1786.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,14,0
14,981.0,182.0,2321.0,302.0,2909.0,127.0,0.0,1.0,283.0,299.41,2428.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,1,15,0
15,36.0,13.0,55.0,16.0,179.0,4.0,0.0,1.0,21.0,18.18,19.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,2,1,0
16,218.0,30.0,444.0,45.0,451.0,20.0,0.0,1.0,94.0,112.52,225.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,2,2,0
17,788.0,9.0,1763.0,10.0,2119.0,80.0,0.0,1.0,289.0,128.95,1727.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,2,3,0
18,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,2,4,0
19,124.0,11.0,221.0,12.0,266.0,20.0,0.0,1.0,72.0,22.64,86.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,3,1,0
20,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,3,2,0
21,410.0,91.0,803.0,172.0,856.0,83.0,0.0,1.0,233.0,83.85,499.0,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,4,1,0
22,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_SL20/0.onnx,TL,5,1,0
23,10.0,7.0,12.0,8.0,123.0,2.0,0.0,1.0,3.0,16.18,6.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,1,1
24,19.0,7.0,26.0,8.0,173.0,3.0,0.0,1.0,3.0,16.66,19.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,2,1
25,43.0,7.0,70.0,8.0,175.0,12.0,0.0,1.0,7.0,20.18,42.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,3,1
26,75.0,7.0,126.0,8.0,248.0,20.0,0.0,1.0,12.0,29.14,88.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,4,1
27,119.0,7.0,205.0,8.0,295.0,20.0,0.0,1.0,17.0,24.54,116.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,5,1
28,167.0,7.0,302.0,8.0,363.0,42.0,0.0,1.0,37.0,52.55,157.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,6,1
29,222.0,7.0,385.0,8.0,495.0,42.0,0.0,1.0,42.0,94.56,285.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,7,1
30,286.0,7.0,508.0,8.0,519.0,50.0,0.0,1.0,54.0,20.21,326.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,8,1
31,355.0,7.0,647.0,8.0,659.0,76.0,0.0,2.0,65.0,119.17,445.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,9,1
32,437.0,7.0,834.0,8.0,886.0,98.0,0.0,2.0,83.0,140.44,658.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,10,1
33,524.0,7.0,1008.0,8.0,956.0,105.0,0.0,3.0,108.0,40.81,726.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,11,1
34,620.0,7.0,1141.0,8.0,1159.0,103.0,0.0,2.0,98.0,96.16,906.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,12,1
35,723.0,7.0,1322.0,8.0,1349.0,135.0,0.0,1.0,119.0,21.43,1067.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,13,1
36,835.0,7.0,1727.0,8.0,2124.0,208.0,0.0,6.0,201.0,91.78,1787.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,14,1
37,949.0,7.0,1796.0,8.0,2448.0,151.0,0.0,3.0,161.0,108.14,2131.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,1,15,1
38,31.0,9.0,38.0,10.0,159.0,3.0,0.0,1.0,11.0,17.62,24.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,2,1,1
39,200.0,13.0,404.0,14.0,447.0,77.0,0.0,4.0,90.0,93.57,199.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,2,2,1
40,679.0,20.0,1385.0,25.0,1775.0,230.0,0.0,1.0,259.0,165.16,1345.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,2,3,1
41,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,2,4,1
42,96.0,11.0,125.0,12.0,303.0,10.0,0.0,1.0,43.0,9.6,82.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,3,1,1
43,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,3,2,1
44,372.0,13.0,611.0,14.0,718.0,70.0,0.0,1.0,172.0,104.38,347.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,4,1,1
45,1199.0,31.0,2076.0,40.0,4244.0,194.0,0.0,1.0,613.0,277.5,3434.0,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,5,1,1
46,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_SL20/1.onnx,TL,6,1,1
47,11.0,7.0,12.0,8.0,159.0,2.0,0.0,1.0,3.0,16.18,9.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,1,2
48,24.0,7.0,31.0,8.0,146.0,3.0,0.0,1.0,6.0,17.14,24.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,2,2
49,44.0,7.0,70.0,8.0,172.0,7.0,0.0,1.0,10.0,20.18,38.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,3,2
50,74.0,7.0,116.0,8.0,218.0,16.0,0.0,1.0,15.0,25.7,70.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,4,2
51,98.0,7.0,161.0,8.0,260.0,17.0,0.0,1.0,13.0,12.56,109.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,5,2
52,152.0,7.0,249.0,8.0,318.0,24.0,0.0,1.0,22.0,39.57,132.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,6,2
53,190.0,7.0,312.0,8.0,408.0,25.0,0.0,1.0,24.0,62.57,199.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,7,2
54,261.0,7.0,435.0,8.0,412.0,35.0,0.0,1.0,38.0,116.58,228.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,8,2
55,329.0,7.0,549.0,8.0,606.0,45.0,0.0,1.0,45.0,39.32,394.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,9,2
56,404.0,7.0,684.0,8.0,679.0,68.0,0.0,1.0,49.0,15.41,431.0,new,experiments/results/TL_2_2/5mill_SL20/2.onnx,TL,1,10,2
