,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,5,5,6,6,166,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/testTrainIO/0.onnx,BW,1,1,0.03614457831325301,0
1,7,5,10,6,171,3,0,1,0,18.21,12.0,false,False,new,experiments/results/BW_2_2/testTrainIO/0.onnx,BW,1,2,0.05847953216374269,0
2,17,14,30,23,207,8,0,1,0,20.18,36.0,false,False,new,experiments/results/BW_2_2/testTrainIO/0.onnx,BW,2,1,0.14492753623188406,0
3,37,30,81,60,270,15,0,1,0,21.62,96.0,false,False,new,experiments/results/BW_2_2/testTrainIO/0.onnx,BW,2,2,0.3,0
4,5,5,6,6,181,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/testTrainIO/1.onnx,BW,1,1,0.03314917127071823,1
5,7,5,10,6,171,3,0,1,0,18.21,15.0,false,False,new,experiments/results/BW_2_2/testTrainIO/1.onnx,BW,1,2,0.05847953216374269,1
6,17,14,30,23,191,8,0,1,0,20.18,28.0,false,False,new,experiments/results/BW_2_2/testTrainIO/1.onnx,BW,2,1,0.15706806282722513,1
7,37,30,81,60,224,15,0,1,0,21.62,60.0,false,False,new,experiments/results/BW_2_2/testTrainIO/1.onnx,BW,2,2,0.36160714285714285,1
8,5,5,6,6,165,2,0,1,0,16.69,12.0,false,False,new,experiments/results/BW_2_2/testTrainIO/2.onnx,BW,1,1,0.03636363636363636,2
9,7,5,10,6,169,3,0,1,0,18.21,14.0,false,False,new,experiments/results/BW_2_2/testTrainIO/2.onnx,BW,1,2,0.05917159763313609,2
10,17,14,30,23,182,8,0,1,0,20.18,27.0,false,False,new,experiments/results/BW_2_2/testTrainIO/2.onnx,BW,2,1,0.16483516483516483,2
