,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx
0,8.0,7.0,10.0,8.0,179.0,2.0,0.0,1.0,2.0,13.02,16.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,1,0
1,25.0,7.0,44.0,8.0,208.0,14.0,0.0,1.0,6.0,16.0,39.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,2,0
2,38.0,7.0,78.0,8.0,221.0,26.0,0.0,1.0,8.0,16.96,55.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,3,0
3,63.0,13.0,132.0,16.0,262.0,48.0,0.0,1.0,16.0,19.44,78.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,4,0
4,91.0,13.0,195.0,16.0,288.0,86.0,0.0,1.0,5.0,22.96,92.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,5,0
5,130.0,10.0,284.0,12.0,332.0,109.0,0.0,1.0,29.0,10.54,116.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,6,0
6,191.0,13.0,429.0,16.0,418.0,186.0,0.0,1.0,31.0,29.6,170.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,7,0
7,238.0,13.0,539.0,16.0,452.0,227.0,0.0,1.0,49.0,40.67,178.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,8,0
8,300.0,13.0,691.0,16.0,538.0,315.0,0.0,1.0,49.0,67.68,205.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,9,0
9,368.0,13.0,848.0,16.0,649.0,388.0,0.0,1.0,56.0,95.69,252.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,10,0
10,450.0,10.0,1042.0,12.0,786.0,492.0,0.0,1.0,57.0,137.63,340.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,11,0
11,537.0,10.0,1273.0,12.0,945.0,607.0,0.0,1.0,90.0,67.88,384.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,12,0
12,629.0,13.0,1505.0,16.0,1058.0,712.0,0.0,1.0,107.0,127.96,427.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,13,0
13,738.0,10.0,1785.0,12.0,1262.0,867.0,0.0,1.0,128.0,114.32,476.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,14,0
14,843.0,10.0,2022.0,12.0,1420.0,996.0,0.0,1.0,119.0,62.09,533.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,1,15,0
15,21.0,9.0,27.0,10.0,186.0,4.0,0.0,1.0,8.0,15.02,26.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,2,1,0
16,109.0,17.0,234.0,20.0,299.0,61.0,0.0,8.0,38.0,22.48,99.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,2,2,0
17,472.0,12.0,1148.0,14.0,786.0,399.0,0.0,1.0,191.0,130.74,328.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,2,3,0
18,1226.0,19.0,3214.0,23.0,2097.0,1118.0,0.0,1.0,515.0,112.86,829.0,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,2,4,0
19,,,,,,,,,,,,False,new,experiments/results/TL_2_2/boolean/0.onnx,TL,2,5,0
