,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,16.0,15.0,19.0,18.0,219.0,4.0,0.0,1.0,1.0,20.18,29.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,1,0
1,18.0,17.0,22.0,21.0,207.0,4.0,0.0,1.0,1.0,20.18,34.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,2,0
2,20.0,19.0,25.0,24.0,211.0,4.0,0.0,1.0,1.0,20.66,39.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,3,0
3,22.0,21.0,28.0,27.0,214.0,4.0,0.0,1.0,1.0,21.2,41.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,4,0
4,24.0,23.0,31.0,30.0,253.0,4.0,0.0,1.0,1.0,21.17,49.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,5,0
5,26.0,25.0,34.0,33.0,224.0,4.0,0.0,1.0,1.0,21.17,47.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,6,0
6,28.0,27.0,37.0,36.0,229.0,4.0,0.0,1.0,1.0,21.62,55.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,7,0
7,30.0,29.0,40.0,39.0,250.0,4.0,0.0,1.0,1.0,22.18,52.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,8,0
8,32.0,31.0,43.0,42.0,247.0,4.0,0.0,1.0,1.0,22.18,53.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,9,0
9,34.0,33.0,46.0,45.0,253.0,4.0,0.0,1.0,1.0,22.18,58.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,10,0
10,36.0,35.0,49.0,48.0,233.0,4.0,0.0,1.0,1.0,22.66,57.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,11,0
11,38.0,37.0,52.0,51.0,250.0,4.0,0.0,1.0,1.0,23.62,72.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,12,0
12,40.0,39.0,55.0,54.0,249.0,4.0,0.0,1.0,1.0,23.62,65.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,13,0
13,42.0,41.0,58.0,57.0,260.0,4.0,0.0,1.0,1.0,24.18,80.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,14,0
14,44.0,43.0,61.0,60.0,271.0,4.0,0.0,1.0,1.0,24.66,90.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,1,15,0
15,104.0,79.0,203.0,132.0,354.0,60.0,0.0,1.0,7.0,20.39,136.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,2,1,0
16,123.0,102.0,239.0,180.0,473.0,74.0,0.0,1.0,6.0,24.48,267.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,2,2,0
17,139.0,113.0,272.0,203.0,496.0,96.0,0.0,1.0,3.0,28.54,236.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,2,3,0
18,162.0,131.0,321.0,241.0,466.0,110.0,0.0,1.0,3.0,35.65,225.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,2,4,0
19,182.0,147.0,363.0,275.0,558.0,112.0,0.0,1.0,3.0,40.71,303.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,2,5,0
20,205.0,163.0,423.0,310.0,602.0,122.0,0.0,1.0,6.0,51.81,308.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,2,6,0
21,219.0,177.0,447.0,340.0,550.0,131.0,0.0,1.0,5.0,57.08,265.0,new,experiments/results/TA_2_2/5mill_JE_D/0.onnx,TA,2,7,0
