,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,17.0,15.0,20.0,18.0,28.0,4.0,0.0,1.0,0.0,16.18,,old,r,TA,1,1
1,19.0,17.0,23.0,21.0,31.0,5.0,0.0,1.0,0.0,16.18,,old,r,TA,1,2
2,21.0,19.0,26.0,24.0,31.0,6.0,0.0,1.0,0.0,16.66,,old,r,TA,1,3
3,23.0,21.0,29.0,27.0,33.0,7.0,0.0,1.0,0.0,16.66,,old,r,TA,1,4
4,25.0,23.0,32.0,30.0,51.0,8.0,0.0,1.0,0.0,17.14,,old,r,TA,1,5
5,27.0,25.0,35.0,33.0,39.0,9.0,0.0,1.0,0.0,17.14,,old,r,TA,1,6
6,29.0,27.0,38.0,36.0,40.0,10.0,0.0,1.0,0.0,17.64,,old,r,TA,1,7
7,31.0,29.0,41.0,39.0,42.0,11.0,0.0,1.0,0.0,17.7,,old,r,TA,1,8
8,33.0,31.0,44.0,42.0,45.0,12.0,0.0,1.0,0.0,18.18,,old,r,TA,1,9
9,35.0,33.0,47.0,45.0,45.0,13.0,0.0,1.0,0.0,18.67,,old,r,TA,1,10
10,37.0,35.0,50.0,48.0,48.0,14.0,0.0,1.0,0.0,19.14,,old,r,TA,1,11
11,39.0,37.0,53.0,51.0,51.0,15.0,0.0,1.0,0.0,19.14,,old,r,TA,1,12
12,41.0,39.0,56.0,54.0,54.0,16.0,0.0,1.0,0.0,19.62,,old,r,TA,1,13
13,43.0,41.0,59.0,57.0,56.0,17.0,0.0,1.0,0.0,20.19,,old,r,TA,1,14
14,45.0,43.0,62.0,60.0,57.0,18.0,0.0,1.0,0.0,20.66,,old,r,TA,1,15
15,68.0,40.0,90.0,48.0,78.0,11.0,0.0,1.0,0.0,21.14,,old,r,TA,2,1
16,75.0,46.0,102.0,57.0,88.0,14.0,0.0,1.0,0.0,22.18,,old,r,TA,2,2
17,82.0,52.0,113.0,66.0,92.0,17.0,0.0,1.0,0.0,23.14,,old,r,TA,2,3
18,107.0,58.0,168.0,75.0,112.0,39.0,0.0,1.0,0.0,28.18,,old,r,TA,2,4
19,98.0,63.0,140.0,83.0,102.0,25.0,0.0,1.0,0.0,26.18,,old,r,TA,2,5
20,104.0,69.0,149.0,92.0,125.0,28.0,0.0,1.0,0.0,27.62,,old,r,TA,2,6
21,111.0,75.0,160.0,101.0,121.0,31.0,0.0,1.0,0.0,29.14,,old,r,TA,2,7
22,118.0,82.0,170.0,111.0,132.0,32.0,0.0,1.0,0.0,9.37,,old,r,TA,2,8
23,144.0,88.0,227.0,120.0,152.0,54.0,0.0,1.0,0.0,16.5,,old,r,TA,2,9
24,155.0,100.0,250.0,142.0,161.0,65.0,0.0,1.0,0.0,21.57,,old,r,TA,2,10
25,164.0,106.0,265.0,151.0,175.0,68.0,0.0,1.0,0.0,24.71,,old,r,TA,2,11
26,173.0,112.0,280.0,160.0,186.0,71.0,0.0,1.0,0.0,26.87,,old,r,TA,2,12
27,180.0,118.0,291.0,169.0,212.0,74.0,0.0,1.0,0.0,29.96,,old,r,TA,2,13
28,184.0,124.0,296.0,178.0,188.0,77.0,0.0,1.0,0.0,32.12,,old,r,TA,2,14
29,191.0,130.0,307.0,187.0,192.0,80.0,0.0,1.0,0.0,36.22,,old,r,TA,2,15
30,362.0,106.0,691.0,136.0,391.0,219.0,0.0,1.0,0.0,95.01,,old,r,TA,3,1
31,307.0,104.0,523.0,132.0,296.0,107.0,0.0,1.0,0.0,48.14,,old,r,TA,3,2
32,330.0,118.0,561.0,153.0,304.0,116.0,0.0,1.0,0.0,57.28,,old,r,TA,3,3
33,351.0,132.0,597.0,174.0,337.0,122.0,0.0,1.0,0.0,63.4,,old,r,TA,3,4
34,486.0,184.0,914.0,263.0,707.0,282.0,0.0,1.0,0.0,32.78,,old,r,TA,3,5
35,474.0,193.0,871.0,279.0,627.0,265.0,0.0,1.0,0.0,27.94,,old,r,TA,3,6
36,511.0,214.0,933.0,310.0,646.0,282.0,0.0,1.0,0.0,42.96,,old,r,TA,3,7
37,708.0,373.0,1382.0,652.0,1034.0,457.0,0.0,1.0,0.0,145.92,,old,r,TA,3,8
38,737.0,403.0,1439.0,709.0,1146.0,485.0,0.0,1.0,0.0,104.28,,old,r,TA,3,9
