,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,17.0,15.0,20.0,18.0,31.0,4.0,0.0,1.0,2.0,11.44,10.0,OpenSet RA,r,TA,1,1
1,19.0,17.0,23.0,21.0,45.0,4.0,0.0,1.0,2.0,11.92,18.0,OpenSet RA,r,TA,1,2
2,21.0,19.0,26.0,24.0,34.0,4.0,0.0,1.0,2.0,11.92,10.0,OpenSet RA,r,TA,1,3
3,23.0,21.0,29.0,27.0,38.0,5.0,0.0,1.0,2.0,11.93,16.0,OpenSet RA,r,TA,1,4
4,25.0,23.0,32.0,30.0,37.0,6.0,0.0,1.0,2.0,12.48,13.0,OpenSet RA,r,TA,1,5
5,27.0,25.0,35.0,33.0,53.0,7.0,0.0,1.0,2.0,12.48,22.0,OpenSet RA,r,TA,1,6
6,29.0,27.0,38.0,36.0,40.0,8.0,0.0,1.0,2.0,12.96,16.0,OpenSet RA,r,TA,1,7
7,31.0,29.0,41.0,39.0,55.0,9.0,0.0,1.0,2.0,12.96,22.0,OpenSet RA,r,TA,1,8
8,33.0,31.0,44.0,42.0,45.0,10.0,0.0,1.0,2.0,13.44,17.0,OpenSet RA,r,TA,1,9
9,35.0,33.0,47.0,45.0,46.0,11.0,0.0,1.0,2.0,13.92,20.0,OpenSet RA,r,TA,1,10
10,37.0,35.0,50.0,48.0,48.0,12.0,0.0,1.0,2.0,13.92,18.0,OpenSet RA,r,TA,1,11
11,39.0,37.0,53.0,51.0,50.0,13.0,0.0,1.0,2.0,14.48,23.0,OpenSet RA,r,TA,1,12
12,41.0,39.0,56.0,54.0,58.0,14.0,0.0,1.0,2.0,14.96,23.0,OpenSet RA,r,TA,1,13
13,43.0,41.0,59.0,57.0,56.0,15.0,0.0,1.0,2.0,14.96,23.0,OpenSet RA,r,TA,1,14
14,45.0,43.0,62.0,60.0,57.0,16.0,0.0,1.0,2.0,15.44,23.0,OpenSet RA,r,TA,1,15
15,91.0,45.0,149.0,57.0,95.0,40.0,0.0,1.0,18.0,19.44,50.0,OpenSet RA,r,TA,2,1
16,97.0,51.0,158.0,66.0,97.0,40.0,0.0,1.0,16.0,20.48,58.0,OpenSet RA,r,TA,2,2
17,105.0,57.0,171.0,75.0,107.0,42.0,0.0,1.0,16.0,21.92,57.0,OpenSet RA,r,TA,2,3
18,114.0,63.0,186.0,84.0,113.0,44.0,0.0,1.0,17.0,23.44,67.0,OpenSet RA,r,TA,2,4
19,127.0,76.0,211.0,108.0,125.0,51.0,0.0,1.0,18.0,25.44,74.0,OpenSet RA,r,TA,2,5
20,185.0,122.0,333.0,202.0,171.0,93.0,0.0,1.0,32.0,19.56,92.0,OpenSet RA,r,TA,2,6
21,141.0,87.0,232.0,124.0,164.0,55.0,0.0,1.0,17.0,7.72,101.0,OpenSet RA,r,TA,2,7
