,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,8756,11,13009,12,174075,213,0,1,3607,425.26,171599.0,new,experiments/results/TL_2_2/ra_feature2_target/0.onnx,TL,3,3,0.004314422607421875,0,1e-05,20,0.1,15,True,0
1,11,11,12,12,147,2,0,1,0,16.66,6.0,new,experiments/results/TL_2_2/ra_feature2_target/5.onnx,TL,3,3,321.8024971485138,250000,1e-05,20,0.1,15,True,5
2,13,11,14,12,137,2,0,1,0,16.66,6.0,new,experiments/results/TL_2_2/ra_feature2_target/10.onnx,TL,3,3,644.5021555423737,500000,1e-05,20,0.1,15,True,10
3,72,11,113,12,228,3,0,1,3,23.62,42.0,new,experiments/results/TL_2_2/ra_feature2_target/15.onnx,TL,3,3,963.0645430088043,750000,1e-05,20,0.1,15,True,15
4,1478,20,2295,27,4987,26,0,1,188,163.52,4413.0,new,experiments/results/TL_2_2/ra_feature2_target/20.onnx,TL,3,3,1280.9075028896332,1000000,1e-05,20,0.1,15,True,20
5,40,11,64,12,205,14,0,1,2,19.14,24.0,new,experiments/results/TL_2_2/ra_feature2_target/25.onnx,TL,3,3,1600.4169211387634,1250000,1e-05,20,0.1,15,True,25
6,37,11,56,12,170,11,0,1,0,18.66,17.0,new,experiments/results/TL_2_2/ra_feature2_target/30.onnx,TL,3,3,1968.3970940113068,1500000,1e-05,20,0.1,15,True,30
7,113,45,187,65,265,40,0,15,1,12.56,62.0,new,experiments/results/TL_2_2/ra_feature2_target/35.onnx,TL,3,3,2352.059879541397,1750000,1e-05,20,0.1,15,True,35
8,1040,15,1395,16,1942,48,0,128,110,64.14,1463.0,new,experiments/results/TL_2_2/ra_feature2_target/40.onnx,TL,3,3,2737.063603401184,2000000,1e-05,20,0.1,15,True,40
9,3965,11,5156,12,25559,52,0,374,512,462.2,24717.0,new,experiments/results/TL_2_2/ra_feature2_target/45.onnx,TL,3,3,3146.1167838573456,2250000,1e-05,20,0.1,15,True,45
10,446,74,561,101,748,29,0,29,9,14.51,460.0,new,experiments/results/TL_2_2/ra_feature2_target/50.onnx,TL,3,3,3567.708480834961,2500000,1e-05,20,0.1,15,True,50
11,681,21,975,23,981,30,0,155,46,150.7,613.0,new,experiments/results/TL_2_2/ra_feature2_target/55.onnx,TL,3,3,3988.5199213027954,2750000,1e-05,20,0.1,15,True,55
12,362,20,422,25,558,12,0,2,19,102.6,282.0,new,experiments/results/TL_2_2/ra_feature2_target/60.onnx,TL,3,3,4480.607101917267,3000000,1e-05,20,0.1,15,True,60
13,104,22,152,29,267,9,0,11,3,28.66,65.0,new,experiments/results/TL_2_2/ra_feature2_target/65.onnx,TL,3,3,4845.334501743317,3250000,1e-05,20,0.1,15,True,65
14,74,22,104,28,197,16,0,1,0,23.62,27.0,new,experiments/results/TL_2_2/ra_feature2_target/70.onnx,TL,3,3,5162.173748254776,3500000,1e-05,20,0.1,15,True,70
15,3831,15,4243,18,20696,10,0,1,731,322.2,19852.0,new,experiments/results/TL_2_2/ra_feature2_target/75.onnx,TL,3,3,5480.502336025238,3750000,1e-05,20,0.1,15,True,75
16,163,17,189,20,345,5,0,4,8,17.6,122.0,new,experiments/results/TL_2_2/ra_feature2_target/80.onnx,TL,3,3,5798.2890083789825,4000000,1e-05,20,0.1,15,True,80
17,152,19,171,20,311,4,0,8,6,18.61,93.0,new,experiments/results/TL_2_2/ra_feature2_target/85.onnx,TL,3,3,6116.97722196579,4250000,1e-05,20,0.1,15,True,85
18,104,17,124,20,224,4,0,12,1,29.14,50.0,new,experiments/results/TL_2_2/ra_feature2_target/90.onnx,TL,3,3,6434.498594284058,4500000,1e-05,20,0.1,15,True,90
19,3885,327,5730,591,27823,441,0,263,530,354.69,26655.0,new,experiments/results/TL_2_2/ra_feature2_target/95.onnx,TL,3,3,6750.245413780212,4750000,1e-05,20,0.1,15,True,95
20,4497,392,6210,781,38210,123,0,517,689,332.64,37346.0,new,experiments/results/TL_2_2/ra_feature2_target/100.onnx,TL,3,3,7066.726259231567,5000000,1e-05,20,0.1,15,True,100
