,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,4.0,0.0,3.0,0.0,142.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,1,
1,5.0,0.0,4.0,0.0,142.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,2,
2,6.0,0.0,5.0,0.0,143.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,3,
3,7.0,0.0,6.0,0.0,144.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,4,
4,8.0,0.0,7.0,0.0,141.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,5,
5,9.0,0.0,8.0,0.0,158.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,6,
6,10.0,0.0,9.0,0.0,165.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,7,
7,11.0,0.0,10.0,0.0,145.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,8,
8,12.0,0.0,11.0,0.0,127.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,9,
9,13.0,0.0,12.0,0.0,128.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,10,
10,14.0,0.0,13.0,0.0,145.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,11,
11,15.0,0.0,14.0,0.0,129.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,12,
12,16.0,0.0,15.0,0.0,150.0,0.0,0.0,0.0,1.0,0.0,13.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,13,
13,17.0,0.0,16.0,0.0,145.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,14,
14,18.0,0.0,17.0,0.0,161.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,1,15,
15,49.0,25.0,63.0,32.0,183.0,5.0,0.0,1.0,0.0,15.95,37.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,2,1,
16,54.0,25.0,68.0,29.0,187.0,5.0,1.0,1.0,0.0,16.48,38.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,2,2,
17,60.0,27.0,74.0,31.0,189.0,5.0,1.0,1.0,0.0,16.48,45.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,2,3,
18,66.0,29.0,80.0,33.0,172.0,5.0,1.0,1.0,0.0,16.48,41.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,2,4,
19,72.0,31.0,86.0,35.0,209.0,5.0,1.0,1.0,0.0,16.48,58.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,2,5,
20,78.0,33.0,92.0,37.0,195.0,5.0,1.0,1.0,0.0,16.96,51.0,True,new,experiments/results/DP_2_2/focused_R/7.onnx,DP,2,6,
