,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,17.0,15.0,20.0,18.0,231.0,3.0,0.0,1.0,2.0,20.69,31.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,1,0
1,19.0,17.0,23.0,21.0,219.0,3.0,0.0,1.0,2.0,21.2,30.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,2,0
2,21.0,19.0,26.0,24.0,239.0,3.0,0.0,1.0,2.0,20.69,30.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,3,0
3,23.0,21.0,29.0,27.0,219.0,4.0,0.0,1.0,2.0,20.69,45.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,4,0
4,25.0,23.0,32.0,30.0,220.0,6.0,0.0,1.0,2.0,21.17,42.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,5,0
5,27.0,25.0,35.0,33.0,239.0,4.0,0.0,1.0,2.0,21.17,54.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,6,0
6,29.0,27.0,38.0,36.0,239.0,8.0,0.0,1.0,2.0,21.65,61.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,7,0
7,31.0,29.0,41.0,39.0,236.0,9.0,0.0,1.0,2.0,22.66,48.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,8,0
8,33.0,31.0,44.0,42.0,274.0,10.0,0.0,1.0,2.0,22.18,63.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,9,0
9,35.0,33.0,47.0,45.0,272.0,6.0,0.0,1.0,2.0,22.66,74.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,10,0
10,37.0,35.0,50.0,48.0,267.0,12.0,0.0,1.0,2.0,23.14,67.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,11,0
11,39.0,37.0,53.0,51.0,247.0,11.0,0.0,1.0,2.0,23.62,65.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,12,0
12,41.0,39.0,56.0,54.0,266.0,15.0,0.0,1.0,2.0,24.18,60.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,13,0
13,43.0,41.0,59.0,57.0,251.0,11.0,0.0,1.0,2.0,24.18,70.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,14,0
14,45.0,43.0,62.0,60.0,266.0,11.0,0.0,1.0,2.0,24.66,76.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,1,15,0
15,120.0,88.0,239.0,151.0,464.0,29.0,0.0,1.0,26.0,19.46,221.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,1,0
16,140.0,97.0,273.0,166.0,498.0,39.0,0.0,1.0,21.0,22.57,258.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,2,0
17,160.0,120.0,326.0,219.0,588.0,40.0,0.0,1.0,24.0,27.62,366.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,3,0
18,180.0,131.0,373.0,242.0,527.0,24.0,0.0,1.0,29.0,28.69,281.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,4,0
19,200.0,149.0,417.0,279.0,531.0,51.0,0.0,1.0,27.0,33.78,264.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,5,0
20,220.0,165.0,460.0,313.0,592.0,82.0,0.0,1.0,28.0,42.84,326.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,6,0
21,240.0,181.0,503.0,347.0,675.0,95.0,0.0,1.0,26.0,48.92,416.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,7,0
22,260.0,197.0,548.0,381.0,827.0,129.0,0.0,1.0,26.0,59.99,505.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,8,0
23,280.0,211.0,592.0,412.0,768.0,125.0,0.0,1.0,26.0,67.11,440.0,new,experiments/results/TA_2_2/5mill_RR10k_D/0.onnx,TA,2,9,0
