,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,6.0,6.0,8.0,8.0,184.0,2.0,0.0,2.0,0.0,17.21,17.0,new,experiments/results/AT RR/82.onnx,AT,1,1
1,7.0,6.0,10.0,8.0,185.0,2.0,0.0,1.0,0.0,17.73,17.0,new,experiments/results/AT RR/82.onnx,AT,1,2
2,8.0,6.0,12.0,8.0,169.0,2.0,0.0,1.0,0.0,18.24,18.0,new,experiments/results/AT RR/82.onnx,AT,1,3
3,9.0,6.0,14.0,8.0,181.0,2.0,0.0,1.0,0.0,18.72,27.0,new,experiments/results/AT RR/82.onnx,AT,1,4
4,10.0,6.0,16.0,8.0,185.0,2.0,0.0,1.0,0.0,19.7,30.0,new,experiments/results/AT RR/82.onnx,AT,1,5
5,11.0,6.0,18.0,8.0,186.0,2.0,0.0,1.0,0.0,20.18,30.0,new,experiments/results/AT RR/82.onnx,AT,1,6
6,12.0,6.0,20.0,8.0,210.0,2.0,0.0,1.0,0.0,20.18,37.0,new,experiments/results/AT RR/82.onnx,AT,1,7
7,13.0,6.0,22.0,8.0,190.0,2.0,0.0,1.0,0.0,20.18,35.0,new,experiments/results/AT RR/82.onnx,AT,1,8
8,14.0,6.0,24.0,8.0,195.0,2.0,0.0,2.0,0.0,20.66,40.0,new,experiments/results/AT RR/82.onnx,AT,1,9
9,15.0,6.0,26.0,8.0,241.0,2.0,0.0,2.0,0.0,21.14,54.0,new,experiments/results/AT RR/82.onnx,AT,1,10
10,16.0,6.0,28.0,8.0,224.0,2.0,0.0,1.0,0.0,21.17,45.0,new,experiments/results/AT RR/82.onnx,AT,1,11
11,17.0,6.0,30.0,8.0,231.0,2.0,0.0,2.0,0.0,22.18,55.0,new,experiments/results/AT RR/82.onnx,AT,1,12
12,18.0,6.0,32.0,8.0,239.0,2.0,0.0,2.0,0.0,22.66,62.0,new,experiments/results/AT RR/82.onnx,AT,1,13
13,19.0,6.0,34.0,8.0,221.0,2.0,0.0,2.0,0.0,23.14,62.0,new,experiments/results/AT RR/82.onnx,AT,1,14
14,20.0,6.0,36.0,8.0,229.0,2.0,0.0,2.0,0.0,23.14,70.0,new,experiments/results/AT RR/82.onnx,AT,1,15
15,16.0,0.0,19.0,0.0,191.0,2.0,0.0,0.0,1.0,0.0,33.0,new,experiments/results/AT RR/82.onnx,AT,2,1
16,33.0,22.0,54.0,36.0,225.0,17.0,0.0,1.0,8.0,22.18,60.0,new,experiments/results/AT RR/82.onnx,AT,2,2
17,43.0,25.0,78.0,39.0,249.0,26.0,0.0,1.0,9.0,23.62,79.0,new,experiments/results/AT RR/82.onnx,AT,2,3
18,54.0,28.0,95.0,38.0,286.0,34.0,0.0,1.0,11.0,25.62,90.0,new,experiments/results/AT RR/82.onnx,AT,2,4
19,57.0,28.0,108.0,38.0,307.0,22.0,0.0,1.0,4.0,26.66,121.0,new,experiments/results/AT RR/82.onnx,AT,2,5
20,38.0,20.0,64.0,30.0,302.0,10.0,0.0,1.0,3.0,24.66,113.0,new,experiments/results/AT RR/82.onnx,AT,2,6
21,90.0,29.0,158.0,43.0,377.0,11.0,0.0,1.0,16.0,17.47,182.0,new,experiments/results/AT RR/82.onnx,AT,2,7
22,112.0,27.0,245.0,40.0,497.0,63.0,0.0,1.0,14.0,28.52,288.0,new,experiments/results/AT RR/82.onnx,AT,2,8
23,157.0,29.0,380.0,46.0,575.0,126.0,0.0,1.0,20.0,52.62,340.0,new,experiments/results/AT RR/82.onnx,AT,2,9
24,190.0,39.0,442.0,59.0,690.0,184.0,0.0,6.0,28.0,77.67,421.0,new,experiments/results/AT RR/82.onnx,AT,2,10
25,235.0,39.0,679.0,63.0,1066.0,267.0,0.0,3.0,46.0,143.76,618.0,new,experiments/results/AT RR/82.onnx,AT,2,11
26,266.0,27.0,786.0,45.0,1133.0,282.0,0.0,3.0,49.0,39.26,667.0,new,experiments/results/AT RR/82.onnx,AT,2,12
27,300.0,61.0,901.0,96.0,1258.0,316.0,0.0,3.0,52.0,90.47,713.0,new,experiments/results/AT RR/82.onnx,AT,2,13
28,337.0,49.0,1027.0,78.0,1412.0,419.0,0.0,3.0,58.0,46.94,818.0,new,experiments/results/AT RR/82.onnx,AT,2,14
29,375.0,43.0,1159.0,69.0,1799.0,356.0,0.0,3.0,62.0,67.34,1019.0,new,experiments/results/AT RR/82.onnx,AT,2,15
30,8.0,0.0,7.0,0.0,203.0,0.0,0.0,0.0,1.0,0.0,28.0,new,experiments/results/AT RR/82.onnx,AT,3,1
31,24.0,0.0,23.0,0.0,221.0,0.0,0.0,0.0,9.0,0.0,57.0,new,experiments/results/AT RR/82.onnx,AT,3,2
32,277.0,130.0,552.0,230.0,655.0,107.0,0.0,1.0,128.0,55.43,374.0,new,experiments/results/AT RR/82.onnx,AT,3,3
33,301.0,96.0,592.0,148.0,730.0,23.0,0.0,1.0,124.0,48.53,527.0,new,experiments/results/AT RR/82.onnx,AT,3,4
34,582.0,176.0,1409.0,320.0,1713.0,657.0,0.0,1.0,220.0,129.64,786.0,new,experiments/results/AT RR/82.onnx,AT,3,5
35,570.0,233.0,1479.0,405.0,1769.0,724.0,0.0,1.0,154.0,60.48,867.0,new,experiments/results/AT RR/82.onnx,AT,3,6
36,201.0,140.0,382.0,211.0,800.0,62.0,0.0,1.0,13.0,58.84,556.0,new,experiments/results/AT RR/82.onnx,AT,3,7
37,255.0,94.0,495.0,152.0,975.0,58.0,0.0,1.0,65.0,77.98,698.0,new,experiments/results/AT RR/82.onnx,AT,3,8
38,233.0,85.0,416.0,132.0,1007.0,50.0,0.0,1.0,33.0,74.17,730.0,new,experiments/results/AT RR/82.onnx,AT,3,9
39,2118.0,160.0,5566.0,258.0,12570.0,2312.0,0.0,1.0,633.0,281.05,3855.0,new,experiments/results/AT RR/82.onnx,AT,3,10
40,3116.0,340.0,11200.0,601.0,55284.0,6419.0,0.0,9.0,827.0,40.57,7279.0,new,experiments/results/AT RR/82.onnx,AT,3,11
41,3961.0,357.0,14615.0,650.0,84135.0,6957.0,0.0,10.0,1198.0,262.25,9448.0,new,experiments/results/AT RR/82.onnx,AT,3,12
42,5331.0,412.0,19467.0,734.0,187712.0,12103.0,0.0,1.0,2240.0,476.73,14968.0,new,experiments/results/AT RR/82.onnx,AT,3,13
43,6309.0,391.0,23737.0,687.0,227962.0,10298.0,0.0,4.0,2628.0,400.12,19336.0,new,experiments/results/AT RR/82.onnx,AT,3,14
44,7413.0,433.0,28527.0,764.0,370169.0,13203.0,0.0,3.0,2990.0,410.97,24814.0,new,experiments/results/AT RR/82.onnx,AT,3,15
45,8.0,0.0,7.0,0.0,204.0,0.0,0.0,0.0,1.0,0.0,30.0,new,experiments/results/AT RR/82.onnx,AT,4,1
46,63.0,0.0,63.0,0.0,307.0,0.0,0.0,0.0,26.0,0.0,140.0,new,experiments/results/AT RR/82.onnx,AT,4,2
47,183.0,0.0,197.0,0.0,512.0,0.0,0.0,0.0,85.0,0.0,327.0,new,experiments/results/AT RR/82.onnx,AT,4,3
48,3473.0,1097.0,7721.0,2258.0,9728.0,1198.0,0.0,9.0,2422.0,207.5,3607.0,new,experiments/results/AT RR/82.onnx,AT,4,4
49,5998.0,847.0,14317.0,1670.0,32751.0,2273.0,0.0,1.0,4374.0,246.67,8590.0,new,experiments/results/AT RR/82.onnx,AT,4,5
50,9009.0,908.0,22353.0,1656.0,41706.0,1644.0,0.0,1.0,6514.0,105.75,20204.0,new,experiments/results/AT RR/82.onnx,AT,4,6
51,6186.0,1103.0,14762.0,1853.0,30974.0,1718.0,0.0,1.0,3377.0,277.91,13300.0,new,experiments/results/AT RR/82.onnx,AT,4,7
52,6784.0,1442.0,18479.0,2692.0,122322.0,8768.0,0.0,1.0,3514.0,349.0,14760.0,new,experiments/results/AT RR/82.onnx,AT,4,8
53,9257.0,2134.0,28283.0,3877.0,371798.0,17142.0,0.0,1.0,2151.0,147.51,31334.0,new,experiments/results/AT RR/82.onnx,AT,4,9
54,5623.0,977.0,12664.0,1531.0,51962.0,3622.0,0.0,1.0,831.0,62.69,17142.0,new,experiments/results/AT RR/82.onnx,AT,4,10
55,10964.0,791.0,31118.0,1242.0,144316.0,3763.0,0.0,1.0,1501.0,276.59,67657.0,new,experiments/results/AT RR/82.onnx,AT,4,11
56,,,,,,,,,,,,new,experiments/results/AT RR/82.onnx,AT,4,12
57,8.0,0.0,7.0,0.0,191.0,0.0,0.0,0.0,1.0,0.0,33.0,new,experiments/results/AT RR/82.onnx,AT,5,1
58,92.0,0.0,99.0,0.0,405.0,0.0,0.0,0.0,31.0,0.0,217.0,new,experiments/results/AT RR/82.onnx,AT,5,2
59,292.0,0.0,309.0,0.0,765.0,0.0,0.0,0.0,147.0,0.0,570.0,new,experiments/results/AT RR/82.onnx,AT,5,3
60,1116.0,0.0,1191.0,0.0,1804.0,0.0,0.0,0.0,682.0,0.0,1528.0,new,experiments/results/AT RR/82.onnx,AT,5,4
61,,,,,,,,,,,,new,experiments/results/AT RR/82.onnx,AT,5,5
62,14.0,0.0,13.0,0.0,245.0,0.0,0.0,0.0,1.0,0.0,79.0,new,experiments/results/AT RR/82.onnx,AT,6,1
63,89.0,0.0,99.0,0.0,466.0,0.0,0.0,0.0,31.0,0.0,256.0,new,experiments/results/AT RR/82.onnx,AT,6,2
64,466.0,0.0,492.0,0.0,1031.0,0.0,0.0,0.0,240.0,0.0,811.0,new,experiments/results/AT RR/82.onnx,AT,6,3
65,1565.0,0.0,1679.0,0.0,2805.0,0.0,0.0,0.0,968.0,0.0,2513.0,new,experiments/results/AT RR/82.onnx,AT,6,4
66,14.0,0.0,13.0,0.0,260.0,0.0,0.0,0.0,1.0,0.0,73.0,new,experiments/results/AT RR/82.onnx,AT,7,1
67,95.0,0.0,106.0,0.0,543.0,0.0,0.0,0.0,22.0,0.0,354.0,new,experiments/results/AT RR/82.onnx,AT,7,2
68,707.0,0.0,729.0,0.0,1642.0,0.0,0.0,0.0,386.0,0.0,1377.0,new,experiments/results/AT RR/82.onnx,AT,7,3
69,2797.0,0.0,2969.0,0.0,5974.0,0.0,0.0,0.0,1745.0,0.0,5624.0,new,experiments/results/AT RR/82.onnx,AT,7,4
70,16.0,0.0,15.0,0.0,282.0,0.0,0.0,0.0,1.0,0.0,108.0,new,experiments/results/AT RR/82.onnx,AT,8,1
71,57.0,0.0,61.0,0.0,511.0,0.0,0.0,0.0,19.0,0.0,298.0,new,experiments/results/AT RR/82.onnx,AT,8,2
72,613.0,0.0,627.0,0.0,1657.0,0.0,0.0,0.0,334.0,0.0,1406.0,new,experiments/results/AT RR/82.onnx,AT,8,3
73,4170.0,0.0,4288.0,0.0,10035.0,0.0,0.0,0.0,2681.0,0.0,9627.0,new,experiments/results/AT RR/82.onnx,AT,8,4
74,18.0,0.0,17.0,0.0,297.0,0.0,0.0,0.0,1.0,0.0,117.0,new,experiments/results/AT RR/82.onnx,AT,9,1
75,187.0,0.0,186.0,0.0,1108.0,0.0,0.0,0.0,81.0,0.0,853.0,new,experiments/results/AT RR/82.onnx,AT,9,2
76,674.0,0.0,681.0,0.0,2245.0,0.0,0.0,0.0,376.0,0.0,1959.0,new,experiments/results/AT RR/82.onnx,AT,9,3
77,2450.0,0.0,2497.0,0.0,7628.0,0.0,0.0,0.0,1545.0,0.0,7220.0,new,experiments/results/AT RR/82.onnx,AT,9,4
