,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,6.0,6.0,8.0,8.0,134.0,2.0,0.0,1.0,0.0,12.51,12.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,1,
1,7.0,6.0,10.0,8.0,135.0,2.0,0.0,1.0,0.0,13.05,13.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,2,
2,8.0,6.0,12.0,8.0,137.0,2.0,0.0,1.0,0.0,12.51,14.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,3,
3,9.0,6.0,14.0,8.0,138.0,2.0,0.0,1.0,0.0,13.02,16.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,4,
4,10.0,6.0,16.0,8.0,138.0,2.0,0.0,1.0,0.0,14.0,14.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,5,
5,11.0,6.0,18.0,8.0,145.0,2.0,0.0,1.0,0.0,14.48,18.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,6,
6,12.0,6.0,20.0,8.0,145.0,2.0,0.0,1.0,0.0,14.99,18.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,7,
7,13.0,6.0,22.0,8.0,145.0,2.0,0.0,1.0,0.0,15.02,21.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,8,
8,14.0,6.0,24.0,8.0,151.0,2.0,0.0,1.0,0.0,15.02,23.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,9,
9,15.0,6.0,26.0,8.0,156.0,2.0,0.0,1.0,0.0,15.53,29.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,10,
10,15.0,6.0,26.0,8.0,152.0,2.0,0.0,1.0,0.0,15.53,21.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,11,
11,15.0,6.0,26.0,8.0,150.0,2.0,0.0,1.0,0.0,15.53,21.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,12,
12,15.0,6.0,26.0,8.0,152.0,2.0,0.0,1.0,0.0,16.0,24.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,13,
13,15.0,6.0,26.0,8.0,148.0,2.0,0.0,1.0,0.0,16.0,22.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,14,
14,15.0,6.0,26.0,8.0,152.0,2.0,0.0,1.0,0.0,16.0,23.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,1,15,
15,15.0,0.0,22.0,0.0,139.0,5.0,0.0,0.0,1.0,0.0,15.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,1,
16,26.0,20.0,43.0,30.0,159.0,13.0,0.0,1.0,0.0,15.47,25.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,2,
17,35.0,23.0,62.0,34.0,173.0,19.0,0.0,1.0,0.0,16.48,37.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,3,
18,36.0,29.0,60.0,41.0,174.0,6.0,0.0,1.0,0.0,16.48,48.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,4,
19,38.0,29.0,67.0,42.0,189.0,5.0,0.0,1.0,0.0,16.48,53.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,5,
20,66.0,39.0,121.0,57.0,216.0,4.0,0.0,1.0,0.0,17.92,78.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,6,
21,77.0,39.0,141.0,56.0,225.0,5.0,0.0,1.0,0.0,18.48,69.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,7,
22,117.0,28.0,260.0,40.0,311.0,62.0,0.0,1.0,0.0,17.79,131.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,8,
23,138.0,27.0,310.0,39.0,363.0,67.0,0.0,1.0,0.0,20.86,157.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,9,
24,163.0,40.0,382.0,55.0,356.0,58.0,0.0,1.0,0.0,21.91,150.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,10,
25,178.0,32.0,419.0,46.0,359.0,71.0,0.0,1.0,0.0,22.91,158.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,11,
26,215.0,28.0,530.0,38.0,449.0,151.0,0.0,1.0,0.0,65.99,159.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,12,
27,244.0,26.0,609.0,37.0,507.0,173.0,0.0,1.0,0.0,84.09,200.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,13,
28,284.0,23.0,765.0,33.0,533.0,207.0,0.0,1.0,0.0,86.11,205.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,14,
29,295.0,35.0,749.0,52.0,481.0,145.0,0.0,1.0,0.0,73.16,197.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,2,15,
30,21.0,0.0,29.0,0.0,161.0,0.0,0.0,0.0,1.0,0.0,42.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,1,
31,81.0,0.0,132.0,0.0,220.0,31.0,0.0,0.0,5.0,0.0,75.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,2,
32,170.0,102.0,347.0,155.0,333.0,136.0,0.0,1.0,0.0,25.69,134.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,3,
33,274.0,88.0,650.0,141.0,469.0,265.0,0.0,1.0,0.0,78.74,160.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,4,
34,405.0,121.0,1005.0,193.0,764.0,440.0,0.0,1.0,0.0,35.9,274.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,5,
35,535.0,90.0,1390.0,147.0,950.0,609.0,0.0,1.0,0.0,52.7,282.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,6,
36,732.0,152.0,2053.0,250.0,1590.0,919.0,0.0,1.0,0.0,138.51,424.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,7,
37,953.0,115.0,2782.0,192.0,2307.0,1164.0,0.0,1.0,0.0,87.36,588.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,8,
38,1153.0,219.0,3377.0,368.0,3281.0,1444.0,0.0,1.0,0.0,153.31,856.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,9,
39,1398.0,181.0,4197.0,297.0,4611.0,1786.0,0.0,1.0,0.0,240.43,984.0,True,new,experiments/results/AT_2_2/incremental_n/85.onnx,AT,3,10,
