,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,411,9,676,10,440,44,0,1,183,58.5,253.0,new,experiments/results/TL_2_2/base_features_2h/0.onnx,TL,2,2,62.95289349555969,50000,1e-05,20,0.1,12,False,0
1,278,29,352,42,251,8,0,1,94,21.49,110.0,new,experiments/results/TL_2_2/base_features_2h/1.onnx,TL,2,2,122.59763526916504,100000,1e-05,20,0.1,12,False,1
2,427,38,557,62,447,18,0,1,142,80.46,281.0,new,experiments/results/TL_2_2/base_features_2h/2.onnx,TL,2,2,182.0414764881134,150000,1e-05,20,0.1,12,False,2
3,413,26,496,36,376,3,0,1,120,68.44,242.0,new,experiments/results/TL_2_2/base_features_2h/3.onnx,TL,2,2,243.95220184326172,200000,1e-05,20,0.1,12,False,3
4,137,9,222,10,241,58,0,1,52,9.41,96.0,new,experiments/results/TL_2_2/base_features_2h/4.onnx,TL,2,2,305.35150623321533,250000,1e-05,20,0.1,12,False,4
5,17,11,19,12,142,2,0,1,3,15.63,9.0,new,experiments/results/TL_2_2/base_features_2h/5.onnx,TL,2,2,358.9032380580902,300000,1e-05,20,0.1,12,False,5
6,16,9,18,10,141,2,0,1,2,15.63,11.0,new,experiments/results/TL_2_2/base_features_2h/6.onnx,TL,2,2,419.81424140930176,350000,1e-05,20,0.1,12,False,6
7,166,28,231,44,262,14,0,29,45,8.44,105.0,new,experiments/results/TL_2_2/base_features_2h/7.onnx,TL,2,2,479.7131726741791,400000,1e-05,20,0.1,12,False,7
8,51,9,70,10,152,8,0,1,12,17.62,19.0,new,experiments/results/TL_2_2/base_features_2h/8.onnx,TL,2,2,537.7578828334808,450000,1e-05,20,0.1,12,False,8
9,110,19,145,24,195,19,0,4,20,23.62,52.0,new,experiments/results/TL_2_2/base_features_2h/9.onnx,TL,2,2,594.0017235279083,500000,1e-05,20,0.1,12,False,9
10,19,12,21,14,151,2,0,1,3,15.63,15.0,new,experiments/results/TL_2_2/base_features_2h/10.onnx,TL,2,2,653.2090427875519,550000,1e-05,20,0.1,12,False,10
11,154,25,184,37,179,3,0,9,31,26.18,55.0,new,experiments/results/TL_2_2/base_features_2h/11.onnx,TL,2,2,708.5667126178741,600000,1e-05,20,0.1,12,False,11
12,144,22,198,31,209,3,0,22,42,25.62,55.0,new,experiments/results/TL_2_2/base_features_2h/12.onnx,TL,2,2,766.3778653144836,650000,1e-05,20,0.1,12,False,12
13,34,12,46,14,129,4,0,1,9,16.18,17.0,new,experiments/results/TL_2_2/base_features_2h/13.onnx,TL,2,2,822.8010859489441,700000,1e-05,20,0.1,12,False,13
14,116,25,160,37,160,2,0,25,30,20.66,46.0,new,experiments/results/TL_2_2/base_features_2h/14.onnx,TL,2,2,877.6485104560852,750000,1e-05,20,0.1,12,False,14
15,100,27,124,38,159,4,0,8,28,21.14,45.0,new,experiments/results/TL_2_2/base_features_2h/15.onnx,TL,2,2,933.6861929893494,800000,1e-05,20,0.1,12,False,15
16,16,9,17,10,117,2,0,1,4,15.63,9.0,new,experiments/results/TL_2_2/base_features_2h/16.onnx,TL,2,2,989.0723297595978,850000,1e-05,20,0.1,12,False,16
17,20,11,21,12,120,2,0,1,6,15.63,9.0,new,experiments/results/TL_2_2/base_features_2h/17.onnx,TL,2,2,1044.8712089061737,900000,1e-05,20,0.1,12,False,17
18,192,25,235,38,238,5,0,10,49,9.48,91.0,new,experiments/results/TL_2_2/base_features_2h/18.onnx,TL,2,2,1102.2077956199646,950000,1e-05,20,0.1,12,False,18
19,118,21,155,28,153,6,0,6,44,19.62,34.0,new,experiments/results/TL_2_2/base_features_2h/19.onnx,TL,2,2,1158.07350897789,1000000,1e-05,20,0.1,12,False,19
20,204,22,329,30,274,29,0,8,89,11.48,119.0,new,experiments/results/TL_2_2/base_features_2h/20.onnx,TL,2,2,1215.1902749538422,1050000,1e-05,20,0.1,12,False,20
21,35,11,39,12,163,2,0,1,7,16.18,17.0,new,experiments/results/TL_2_2/base_features_2h/21.onnx,TL,2,2,1271.2366485595703,1100000,1e-05,20,0.1,12,False,21
22,48,17,59,20,155,8,0,1,9,17.14,18.0,new,experiments/results/TL_2_2/base_features_2h/22.onnx,TL,2,2,1328.7631497383118,1150000,1e-05,20,0.1,12,False,22
23,158,21,194,28,186,7,0,8,41,27.62,62.0,new,experiments/results/TL_2_2/base_features_2h/23.onnx,TL,2,2,1384.3194239139557,1200000,1e-05,20,0.1,12,False,23
24,24,11,25,12,123,2,0,1,6,15.63,12.0,new,experiments/results/TL_2_2/base_features_2h/24.onnx,TL,2,2,1440.640998840332,1250000,1e-05,20,0.1,12,False,24
