,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx,Exception
161,10.0,0.0,9.0,0.0,191.0,0.0,0.0,0.0,1.0,0.0,20.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,4,1,2,
162,19.0,0.0,18.0,0.0,199.0,0.0,0.0,0.0,2.0,0.0,30.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,4,2,2,
163,88.0,0.0,95.0,0.0,259.0,0.0,0.0,0.0,13.0,0.0,81.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,4,3,2,
164,,,,,,,,,,,,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,4,4,2,
165,12.0,0.0,11.0,0.0,192.0,0.0,0.0,0.0,1.0,0.0,25.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,5,1,2,
166,28.0,0.0,28.0,0.0,243.0,0.0,0.0,0.0,3.0,0.0,61.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,5,2,2,
167,111.0,0.0,122.0,0.0,296.0,0.0,0.0,0.0,15.0,0.0,115.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,5,3,2,
168,14.0,0.0,13.0,0.0,206.0,0.0,0.0,0.0,1.0,0.0,33.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,6,1,2,
169,46.0,0.0,47.0,0.0,257.0,0.0,0.0,0.0,5.0,0.0,81.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,6,2,2,
170,146.0,0.0,155.0,0.0,348.0,0.0,0.0,0.0,22.0,0.0,152.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,6,3,2,
171,16.0,0.0,15.0,0.0,208.0,0.0,0.0,0.0,1.0,0.0,39.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,7,1,2,
172,35.0,0.0,36.0,0.0,240.0,0.0,0.0,0.0,3.0,0.0,64.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,7,2,2,
173,172.0,0.0,180.0,0.0,373.0,0.0,0.0,0.0,26.0,0.0,173.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,7,3,2,
174,18.0,0.0,17.0,0.0,206.0,0.0,0.0,0.0,1.0,0.0,35.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,8,1,2,
175,62.0,0.0,63.0,0.0,290.0,0.0,0.0,0.0,7.0,0.0,107.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,8,2,2,
176,134.0,0.0,137.0,0.0,333.0,0.0,0.0,0.0,23.0,0.0,132.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,8,3,2,
177,20.0,0.0,19.0,0.0,216.0,0.0,0.0,0.0,1.0,0.0,40.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,9,1,2,
178,34.0,0.0,33.0,0.0,240.0,0.0,0.0,0.0,2.0,0.0,67.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,9,2,2,
179,141.0,0.0,142.0,0.0,345.0,0.0,0.0,0.0,23.0,0.0,157.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,9,3,2,
180,22.0,0.0,21.0,0.0,235.0,0.0,0.0,0.0,1.0,0.0,60.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,10,1,2,
181,42.0,0.0,43.0,0.0,271.0,0.0,0.0,0.0,4.0,0.0,88.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,10,2,2,
182,254.0,0.0,265.0,0.0,509.0,0.0,0.0,0.0,27.0,0.0,314.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,10,3,2,
183,24.0,0.0,23.0,0.0,227.0,0.0,0.0,0.0,1.0,0.0,53.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,11,1,2,
184,46.0,0.0,46.0,0.0,273.0,0.0,0.0,0.0,3.0,0.0,85.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,11,2,2,
185,295.0,0.0,306.0,0.0,558.0,0.0,0.0,0.0,43.0,0.0,346.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,11,3,2,
186,26.0,0.0,25.0,0.0,235.0,0.0,0.0,0.0,1.0,0.0,63.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,12,1,2,
187,92.0,0.0,93.0,0.0,353.0,0.0,0.0,0.0,9.0,0.0,166.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,12,2,2,
188,323.0,0.0,334.0,0.0,619.0,0.0,0.0,0.0,46.0,0.0,403.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,12,3,2,
189,28.0,0.0,27.0,0.0,242.0,0.0,0.0,0.0,1.0,0.0,58.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,13,1,2,
190,99.0,0.0,100.0,0.0,379.0,0.0,0.0,0.0,9.0,0.0,184.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,13,2,2,
191,238.0,0.0,246.0,0.0,543.0,0.0,0.0,0.0,20.0,0.0,349.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,13,3,2,
192,30.0,0.0,29.0,0.0,255.0,0.0,0.0,0.0,1.0,0.0,69.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,14,1,2,
193,107.0,0.0,108.0,0.0,391.0,0.0,0.0,0.0,10.0,0.0,194.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,14,2,2,
194,265.0,0.0,274.0,0.0,553.0,0.0,0.0,0.0,25.0,0.0,345.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,14,3,2,
195,32.0,0.0,31.0,0.0,262.0,0.0,0.0,0.0,1.0,0.0,83.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,15,1,2,
196,114.0,0.0,115.0,0.0,392.0,0.0,0.0,0.0,10.0,0.0,200.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,15,2,2,
197,157.0,0.0,156.0,0.0,455.0,0.0,0.0,0.0,19.0,0.0,255.0,False,new,experiments/results/AT_2_2/pathLabels/2.onnx,AT,15,3,2,
198,6.0,6.0,8.0,8.0,179.0,2.0,0.0,1.0,0.0,13.51,12.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,1,3,
199,7.0,6.0,10.0,8.0,184.0,2.0,0.0,1.0,0.0,13.52,14.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,2,3,
200,8.0,6.0,12.0,8.0,186.0,2.0,0.0,1.0,0.0,13.51,18.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,3,3,
201,9.0,6.0,14.0,8.0,185.0,2.0,0.0,1.0,0.0,14.0,18.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,4,3,
202,10.0,6.0,16.0,8.0,190.0,2.0,0.0,1.0,0.0,14.99,19.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,5,3,
203,11.0,6.0,18.0,8.0,186.0,2.0,0.0,1.0,0.0,15.5,19.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,6,3,
204,12.0,6.0,20.0,8.0,202.0,2.0,0.0,1.0,0.0,15.5,26.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,7,3,
205,13.0,6.0,22.0,8.0,192.0,2.0,0.0,1.0,0.0,15.5,25.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,8,3,
206,14.0,6.0,24.0,8.0,201.0,2.0,0.0,1.0,0.0,15.5,25.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,9,3,
207,15.0,6.0,26.0,8.0,203.0,2.0,0.0,1.0,0.0,15.5,28.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,10,3,
208,16.0,6.0,28.0,8.0,206.0,2.0,0.0,1.0,0.0,15.53,34.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,11,3,
209,17.0,6.0,30.0,8.0,199.0,2.0,0.0,1.0,0.0,16.0,31.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,12,3,
210,18.0,6.0,32.0,8.0,202.0,2.0,0.0,1.0,0.0,16.0,33.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,13,3,
211,19.0,6.0,34.0,8.0,202.0,2.0,0.0,1.0,0.0,16.0,30.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,14,3,
212,20.0,6.0,36.0,8.0,214.0,2.0,0.0,1.0,0.0,16.0,36.0,False,new,experiments/results/AT_2_2/pathLabels/3.onnx,AT,1,15,3,
