,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,5.0,5.0,6.0,6.0,151.0,2.0,0.0,1.0,0.0,16.69,10.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,1
1,5.0,5.0,6.0,6.0,152.0,2.0,0.0,1.0,0.0,16.69,7.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,2
2,5.0,5.0,6.0,6.0,170.0,2.0,0.0,1.0,0.0,16.69,11.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,3
3,5.0,5.0,6.0,6.0,182.0,2.0,0.0,1.0,0.0,16.7,11.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,4
4,5.0,5.0,6.0,6.0,157.0,2.0,0.0,1.0,0.0,16.7,12.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,5
5,5.0,5.0,6.0,6.0,153.0,2.0,0.0,1.0,0.0,17.18,10.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,6
6,5.0,5.0,6.0,6.0,156.0,2.0,0.0,1.0,0.0,17.22,10.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,7
7,5.0,5.0,6.0,6.0,161.0,2.0,0.0,1.0,0.0,17.17,12.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,8
8,5.0,5.0,6.0,6.0,159.0,2.0,0.0,1.0,0.0,18.18,12.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,9
9,5.0,5.0,6.0,6.0,163.0,2.0,0.0,1.0,0.0,17.65,14.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,10
10,5.0,5.0,6.0,6.0,185.0,2.0,0.0,1.0,0.0,17.65,10.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,11
11,5.0,5.0,6.0,6.0,163.0,2.0,0.0,1.0,0.0,18.21,14.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,12
12,5.0,5.0,6.0,6.0,164.0,2.0,0.0,1.0,0.0,18.69,13.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,13
13,5.0,5.0,6.0,6.0,166.0,2.0,0.0,1.0,0.0,17.7,14.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,14
14,5.0,5.0,6.0,6.0,181.0,2.0,0.0,1.0,0.0,18.18,13.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,1,15
15,14.0,11.0,20.0,14.0,173.0,6.0,0.0,1.0,0.0,20.18,26.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,2,1
16,20.0,15.0,29.0,20.0,208.0,9.0,0.0,1.0,0.0,20.18,44.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,2,2
17,24.0,19.0,35.0,26.0,194.0,11.0,0.0,1.0,0.0,21.17,36.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,2,3
18,28.0,23.0,41.0,32.0,212.0,13.0,0.0,1.0,0.0,21.14,38.0,new,experiments/results/BW_2_2/5mill_JEadam/44.onnx,BW,2,4
