,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,5,5,6,6,165,2,0,1,0,16.69,12.0,false,False,new,experiments/results/BW_2_2/boolean/0.onnx,BW,1,1,0.03636363636363636,0
1,5,5,6,6,171,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/boolean/0.onnx,BW,1,2,0.03508771929824561,0
2,16,11,23,14,176,7,0,1,0,20.18,19.0,false,False,new,experiments/results/BW_2_2/boolean/0.onnx,BW,2,1,0.13068181818181818,0
3,25,15,37,20,202,12,0,1,0,20.66,44.0,false,False,new,experiments/results/BW_2_2/boolean/0.onnx,BW,2,2,0.18316831683168316,0
4,5,5,6,6,164,2,0,1,0,16.69,11.0,false,False,new,experiments/results/BW_2_2/boolean/1.onnx,BW,1,1,0.036585365853658534,1
5,5,5,6,6,167,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/boolean/1.onnx,BW,1,2,0.03592814371257485,1
6,16,11,23,14,177,7,0,1,0,20.18,24.0,false,False,new,experiments/results/BW_2_2/boolean/1.onnx,BW,2,1,0.12994350282485875,1
7,22,15,33,20,184,11,0,1,0,20.18,26.0,false,False,new,experiments/results/BW_2_2/boolean/1.onnx,BW,2,2,0.1793478260869565,1
8,5,5,6,6,164,2,0,1,0,16.69,11.0,false,False,new,experiments/results/BW_2_2/boolean/2.onnx,BW,1,1,0.036585365853658534,2
9,5,5,6,6,162,2,0,1,0,16.69,11.0,false,False,new,experiments/results/BW_2_2/boolean/2.onnx,BW,1,2,0.037037037037037035,2
10,16,11,23,14,177,7,0,1,0,20.18,19.0,false,False,new,experiments/results/BW_2_2/boolean/2.onnx,BW,2,1,0.12994350282485875,2
11,22,15,33,20,186,11,0,1,0,20.18,29.0,false,False,new,experiments/results/BW_2_2/boolean/2.onnx,BW,2,2,0.1774193548387097,2
12,5,5,6,6,174,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/boolean/3.onnx,BW,1,1,0.034482758620689655,3
13,5,5,6,6,171,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/boolean/3.onnx,BW,1,2,0.03508771929824561,3
14,14,11,20,14,194,4,0,1,0,20.18,36.0,false,False,new,experiments/results/BW_2_2/boolean/3.onnx,BW,2,1,0.10309278350515463,3
15,22,15,33,20,216,10,0,1,0,20.18,31.0,false,False,new,experiments/results/BW_2_2/boolean/3.onnx,BW,2,2,0.1527777777777778,3
16,5,5,6,6,168,2,0,1,0,16.69,12.0,false,False,new,experiments/results/BW_2_2/boolean/4.onnx,BW,1,1,0.03571428571428571,4
17,5,5,6,6,166,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/boolean/4.onnx,BW,1,2,0.03614457831325301,4
18,16,11,23,14,192,6,0,1,0,20.18,30.0,false,False,new,experiments/results/BW_2_2/boolean/4.onnx,BW,2,1,0.11979166666666667,4
19,29,15,48,20,203,17,0,1,0,20.66,36.0,false,False,new,experiments/results/BW_2_2/boolean/4.onnx,BW,2,2,0.23645320197044334,4
20,5,5,6,6,165,2,0,1,0,16.69,11.0,false,False,new,experiments/results/BW_2_2/boolean/5.onnx,BW,1,1,0.03636363636363636,5
21,5,5,6,6,166,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/boolean/5.onnx,BW,1,2,0.03614457831325301,5
22,16,11,23,14,179,6,0,1,0,20.18,22.0,false,False,new,experiments/results/BW_2_2/boolean/5.onnx,BW,2,1,0.12849162011173185,5
23,29,15,48,20,206,17,0,1,0,20.66,38.0,false,False,new,experiments/results/BW_2_2/boolean/5.onnx,BW,2,2,0.23300970873786409,5
24,5,5,6,6,168,2,0,1,0,16.69,12.0,false,False,new,experiments/results/BW_2_2/boolean/6.onnx,BW,1,1,0.03571428571428571,6
25,5,5,6,6,165,2,0,1,0,16.69,12.0,false,False,new,experiments/results/BW_2_2/boolean/6.onnx,BW,1,2,0.03636363636363636,6
26,16,11,24,14,197,7,0,1,0,20.18,23.0,false,False,new,experiments/results/BW_2_2/boolean/6.onnx,BW,2,1,0.1218274111675127,6
27,24,15,38,20,203,11,0,1,0,20.66,30.0,false,False,new,experiments/results/BW_2_2/boolean/6.onnx,BW,2,2,0.18719211822660098,6
28,5,5,6,6,166,1,0,1,0,16.69,11.0,false,False,new,experiments/results/BW_2_2/boolean/7.onnx,BW,1,1,0.03614457831325301,7
29,5,5,6,6,165,1,0,1,0,17.7,11.0,false,False,new,experiments/results/BW_2_2/boolean/7.onnx,BW,1,2,0.03636363636363636,7
30,16,11,24,14,177,5,0,1,0,20.18,21.0,false,False,new,experiments/results/BW_2_2/boolean/7.onnx,BW,2,1,0.13559322033898305,7
31,26,15,41,20,193,11,0,1,0,20.66,31.0,false,False,new,experiments/results/BW_2_2/boolean/7.onnx,BW,2,2,0.21243523316062177,7
32,5,5,6,6,172,2,0,1,0,16.69,13.0,false,False,new,experiments/results/BW_2_2/boolean/8.onnx,BW,1,1,0.03488372093023256,8
33,6,5,8,6,167,3,0,1,0,17.7,14.0,false,False,new,experiments/results/BW_2_2/boolean/8.onnx,BW,1,2,0.04790419161676647,8
34,16,11,24,14,177,5,0,1,0,20.18,20.0,false,False,new,experiments/results/BW_2_2/boolean/8.onnx,BW,2,1,0.13559322033898305,8
35,33,15,57,20,199,13,0,1,0,20.66,37.0,false,False,new,experiments/results/BW_2_2/boolean/8.onnx,BW,2,2,0.2864321608040201,8
36,5,5,6,6,165,1,0,1,0,16.69,12.0,false,False,new,experiments/results/BW_2_2/boolean/9.onnx,BW,1,1,0.03636363636363636,9
