,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
89,32,25,51,39,160,14,0,2,6,18.18,19.0,new,experiments/results/AT_2_2/TB_5mill/89.onnx,AT,2,2,6785.73198390007,4450000,1e-05,20,0.1,15,True,10000,True,10000,True,89
90,25,20,39,30,168,11,0,3,0,17.14,8.0,new,experiments/results/AT_2_2/TB_5mill/90.onnx,AT,2,2,6859.799369812012,4500000,1e-05,20,0.1,15,True,10000,True,10000,True,90
91,25,20,38,30,168,10,0,3,0,17.14,16.0,new,experiments/results/AT_2_2/TB_5mill/91.onnx,AT,2,2,6933.750235557556,4550000,1e-05,20,0.1,15,True,10000,True,10000,True,91
92,35,20,56,30,184,12,0,1,7,18.18,16.0,new,experiments/results/AT_2_2/TB_5mill/92.onnx,AT,2,2,7007.3032512664795,4600000,1e-05,20,0.1,15,True,10000,True,10000,True,92
93,27,23,42,33,175,10,0,3,0,17.62,14.0,new,experiments/results/AT_2_2/TB_5mill/93.onnx,AT,2,2,7081.357284069061,4650000,1e-05,20,0.1,15,True,10000,True,10000,True,93
94,32,25,51,39,174,13,0,2,6,17.7,15.0,new,experiments/results/AT_2_2/TB_5mill/94.onnx,AT,2,2,7155.805402994156,4700000,1e-05,20,0.1,15,True,10000,True,10000,True,94
95,33,22,53,36,155,13,0,1,7,18.18,14.0,new,experiments/results/AT_2_2/TB_5mill/95.onnx,AT,2,2,7229.548081874847,4750000,1e-05,20,0.1,15,True,10000,True,10000,True,95
96,27,23,42,33,169,12,0,3,0,17.62,10.0,new,experiments/results/AT_2_2/TB_5mill/96.onnx,AT,2,2,7304.338046073914,4800000,1e-05,20,0.1,15,True,10000,True,10000,True,96
97,36,23,57,33,158,4,0,1,8,18.18,16.0,new,experiments/results/AT_2_2/TB_5mill/97.onnx,AT,2,2,7379.25714635849,4850000,1e-05,20,0.1,15,True,10000,True,10000,True,97
98,27,25,44,39,159,12,0,3,0,17.62,13.0,new,experiments/results/AT_2_2/TB_5mill/98.onnx,AT,2,2,7454.33992433548,4900000,1e-05,20,0.1,15,True,10000,True,10000,True,98
99,33,22,51,36,199,13,0,2,5,18.18,13.0,new,experiments/results/AT_2_2/TB_5mill/99.onnx,AT,2,2,7527.38342666626,4950000,1e-05,20,0.1,15,True,10000,True,10000,True,99
100,34,25,52,39,159,13,0,1,4,18.18,21.0,new,experiments/results/AT_2_2/TB_5mill/100.onnx,AT,2,2,7600.948102235794,5000000,1e-05,20,0.1,15,True,10000,True,10000,True,100
