,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,319,123,652,227,513,251,0,1,162,89.89,74.0,new,experiments/results/AT_2_2/TB_5mill/0.onnx,AT,3,3,2.1247804164886475,0,1e-05,20,0.1,15,True,10000,True,10000,True,0
1,313,121,633,224,543,38,0,1,142,65.87,153.0,new,experiments/results/AT_2_2/TB_5mill/5.onnx,AT,3,3,366.5201117992401,250000,1e-05,20,0.1,15,True,10000,True,10000,True,5
2,326,141,635,247,744,189,0,1,120,116.9,230.0,new,experiments/results/AT_2_2/TB_5mill/10.onnx,AT,3,3,735.3122174739838,500000,1e-05,20,0.1,15,True,10000,True,10000,True,10
3,244,90,420,147,439,111,0,1,80,49.9,86.0,new,experiments/results/AT_2_2/TB_5mill/15.onnx,AT,3,3,1109.7010939121246,750000,1e-05,20,0.1,15,True,10000,True,10000,True,15
4,242,147,494,262,515,190,0,1,31,76.87,141.0,new,experiments/results/AT_2_2/TB_5mill/20.onnx,AT,3,3,1488.9124534130096,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,20
5,327,148,677,273,657,209,0,1,162,113.87,154.0,new,experiments/results/AT_2_2/TB_5mill/25.onnx,AT,3,3,1924.482428073883,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,25
6,321,136,558,227,688,40,0,1,102,73.91,223.0,new,experiments/results/AT_2_2/TB_5mill/30.onnx,AT,3,3,2391.014455318451,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,30
7,325,120,659,212,659,193,0,1,154,121.91,163.0,new,experiments/results/AT_2_2/TB_5mill/35.onnx,AT,3,3,2842.745373725891,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,35
8,282,134,538,219,583,143,0,1,72,83.87,149.0,new,experiments/results/AT_2_2/TB_5mill/40.onnx,AT,3,3,3209.0641462802887,2000000,1e-05,20,0.1,15,True,10000,True,10000,True,40
9,327,136,661,229,592,106,0,1,168,91.92,166.0,new,experiments/results/AT_2_2/TB_5mill/45.onnx,AT,3,3,3575.50421333313,2250000,1e-05,20,0.1,15,True,10000,True,10000,True,45
10,326,118,608,211,649,101,0,1,127,98.92,180.0,new,experiments/results/AT_2_2/TB_5mill/50.onnx,AT,3,3,3943.451085805893,2500000,1e-05,20,0.1,15,True,10000,True,10000,True,50
11,317,127,567,199,571,61,0,1,118,67.95,144.0,new,experiments/results/AT_2_2/TB_5mill/55.onnx,AT,3,3,4306.6980073452,2750000,1e-05,20,0.1,15,True,10000,True,10000,True,55
12,223,158,380,259,440,129,0,6,18,59.87,111.0,new,experiments/results/AT_2_2/TB_5mill/60.onnx,AT,3,3,4668.535381555557,3000000,1e-05,20,0.1,15,True,10000,True,10000,True,60
13,327,127,640,203,600,107,0,4,166,100.92,167.0,new,experiments/results/AT_2_2/TB_5mill/65.onnx,AT,3,3,5032.720674037933,3250000,1e-05,20,0.1,15,True,10000,True,10000,True,65
14,327,145,637,247,552,15,0,1,160,60.91,164.0,new,experiments/results/AT_2_2/TB_5mill/70.onnx,AT,3,3,5396.72745680809,3500000,1e-05,20,0.1,15,True,10000,True,10000,True,70
15,327,132,640,224,514,41,0,1,164,82.88,169.0,new,experiments/results/AT_2_2/TB_5mill/75.onnx,AT,3,3,5762.4104063510895,3750000,1e-05,20,0.1,15,True,10000,True,10000,True,75
16,310,117,539,191,559,158,0,1,113,102.87,141.0,new,experiments/results/AT_2_2/TB_5mill/80.onnx,AT,3,3,6129.991616487503,4000000,1e-05,20,0.1,15,True,10000,True,10000,True,80
17,285,110,519,163,481,124,0,1,117,75.9,123.0,new,experiments/results/AT_2_2/TB_5mill/85.onnx,AT,3,3,6494.777953147888,4250000,1e-05,20,0.1,15,True,10000,True,10000,True,85
18,305,119,572,188,407,8,0,1,141,39.96,89.0,new,experiments/results/AT_2_2/TB_5mill/90.onnx,AT,3,3,6859.799369812012,4500000,1e-05,20,0.1,15,True,10000,True,10000,True,90
19,327,128,661,210,598,28,0,1,165,55.94,147.0,new,experiments/results/AT_2_2/TB_5mill/95.onnx,AT,3,3,7229.548081874847,4750000,1e-05,20,0.1,15,True,10000,True,10000,True,95
20,327,126,642,219,557,89,0,1,155,94.86,183.0,new,experiments/results/AT_2_2/TB_5mill/100.onnx,AT,3,3,7600.948102235794,5000000,1e-05,20,0.1,15,True,10000,True,10000,True,100
