,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,avg q,idx
0,2.1247804164886475,0,1e-05,20,0.1,15,True,10000,True,10000,True,0.10954895,0
1,75.29273796081543,50000,1e-05,20,0.1,15,True,10000,True,10000,True,-3.9028685,1
2,147.9703667163849,100000,1e-05,20,0.1,15,True,10000,True,10000,True,-7.8455443,2
3,220.35484671592712,150000,1e-05,20,0.1,15,True,10000,True,10000,True,-11.64414,3
4,293.3656876087189,200000,1e-05,20,0.1,15,True,10000,True,10000,True,-15.206802,4
5,366.5201117992401,250000,1e-05,20,0.1,15,True,10000,True,10000,True,-18.109484,5
6,439.91357350349426,300000,1e-05,20,0.1,15,True,10000,True,10000,True,-20.008026,6
7,514.7935836315155,350000,1e-05,20,0.1,15,True,10000,True,10000,True,-22.154644,7
8,587.9813883304596,400000,1e-05,20,0.1,15,True,10000,True,10000,True,-23.813128,8
9,661.23686170578,450000,1e-05,20,0.1,15,True,10000,True,10000,True,-25.258612,9
10,735.3122174739838,500000,1e-05,20,0.1,15,True,10000,True,10000,True,-26.693611,10
11,809.3943462371826,550000,1e-05,20,0.1,15,True,10000,True,10000,True,-27.370527,11
12,884.2605721950531,600000,1e-05,20,0.1,15,True,10000,True,10000,True,-27.413382,12
13,961.6207978725433,650000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.400011,13
14,1035.8995625972748,700000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.9206,14
15,1109.7010939121246,750000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.263975,15
16,1183.022135257721,800000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.484701,16
17,1256.9780745506287,850000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.349178,17
18,1333.6044487953186,900000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.342533,18
19,1411.623779296875,950000,1e-05,20,0.1,15,True,10000,True,10000,True,-27.36489,19
20,1488.9124534130096,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.62451,20
21,1566.6289863586426,1050000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.368622,21
22,1648.2422277927399,1100000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.576555,22
23,1735.9979507923126,1150000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.76168,23
24,1829.6870143413544,1200000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.74837,24
25,1924.482428073883,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.571795,25
26,2020.30051779747,1300000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.390484,26
27,2113.563556909561,1350000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.651844,27
28,2206.902291059494,1400000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.387764,28
29,2299.3462340831757,1450000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.296543,29
30,2391.014455318451,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.050274,30
31,2483.2437257766724,1550000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.866592,31
32,2574.4496641159058,1600000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.097853,32
33,2664.5560908317566,1650000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.945353,33
34,2754.933688879013,1700000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.644466,34
35,2842.745373725891,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.729206,35
36,2915.422217130661,1800000,1e-05,20,0.1,15,True,10000,True,10000,True,-30.224533,36
37,2988.368908882141,1850000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.319515,37
38,3061.693356513977,1900000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.240326,38
39,3135.3096494674683,1950000,1e-05,20,0.1,15,True,10000,True,10000,True,-29.217987,39
40,3209.0641462802887,2000000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.92865,40
41,3282.7067971229553,2050000,1e-05,20,0.1,15,True,10000,True,10000,True,-27.73045,41
42,3356.0912041664124,2100000,1e-05,20,0.1,15,True,10000,True,10000,True,-28.129885,42
43,3429.033088207245,2150000,1e-05,20,0.1,15,True,10000,True,10000,True,-27.007156,43
44,3502.290784597397,2200000,1e-05,20,0.1,15,True,10000,True,10000,True,-27.22985,44
45,3575.50421333313,2250000,1e-05,20,0.1,15,True,10000,True,10000,True,-27.321438,45
46,3648.424294948578,2300000,1e-05,20,0.1,15,True,10000,True,10000,True,-27.159185,46
47,3723.039766073227,2350000,1e-05,20,0.1,15,True,10000,True,10000,True,-26.329023,47
48,3796.718139886856,2400000,1e-05,20,0.1,15,True,10000,True,10000,True,-26.460028,48
49,3869.752764940262,2450000,1e-05,20,0.1,15,True,10000,True,10000,True,-25.802101,49
50,3943.451085805893,2500000,1e-05,20,0.1,15,True,10000,True,10000,True,-26.070045,50
51,4016.3443183898926,2550000,1e-05,20,0.1,15,True,10000,True,10000,True,-26.350264,51
52,4088.407826900482,2600000,1e-05,20,0.1,15,True,10000,True,10000,True,-25.960737,52
53,4161.447039365768,2650000,1e-05,20,0.1,15,True,10000,True,10000,True,-26.532028,53
54,4234.136990070343,2700000,1e-05,20,0.1,15,True,10000,True,10000,True,-25.207516,54
55,4306.6980073452,2750000,1e-05,20,0.1,15,True,10000,True,10000,True,-25.141132,55
