,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,transitions/ms,algorithm,heuristic,problem,n,k
0,3,0,2,0,14,0,0,0,0,0.0,3.0,True,0.14285714285714285,OpenSet RA,r,TL,1,1
1,3,0,2,0,13,0,0,0,0,0.0,4.0,True,0.15384615384615385,OpenSet RA,r,TL,1,2
2,3,0,2,0,18,0,0,0,0,0.0,3.0,True,0.1111111111111111,OpenSet RA,r,TL,1,3
3,3,0,2,0,15,0,0,0,0,0.0,2.0,True,0.13333333333333333,OpenSet RA,r,TL,1,4
4,3,0,2,0,20,0,0,0,0,0.0,4.0,True,0.1,OpenSet RA,r,TL,1,5
5,3,0,2,0,19,0,0,0,0,0.0,2.0,True,0.10526315789473684,OpenSet RA,r,TL,1,6
6,3,0,2,0,16,0,0,0,0,0.0,2.0,True,0.125,OpenSet RA,r,TL,1,7
7,3,0,2,0,17,0,0,0,0,0.0,3.0,True,0.11764705882352941,OpenSet RA,r,TL,1,8
8,3,0,2,0,18,0,0,0,0,0.0,3.0,True,0.1111111111111111,OpenSet RA,r,TL,1,9
9,3,0,2,0,18,0,0,0,0,0.0,1.0,True,0.1111111111111111,OpenSet RA,r,TL,1,10
10,3,0,2,0,24,0,0,0,0,0.0,2.0,True,0.08333333333333333,OpenSet RA,r,TL,1,11
11,3,0,2,0,26,0,0,0,0,0.0,3.0,True,0.07692307692307693,OpenSet RA,r,TL,1,12
12,3,0,2,0,21,0,0,0,0,0.0,3.0,True,0.09523809523809523,OpenSet RA,r,TL,1,13
13,3,0,2,0,21,0,0,0,0,0.0,2.0,True,0.09523809523809523,OpenSet RA,r,TL,1,14
14,3,0,2,0,23,0,0,0,0,0.0,2.0,True,0.08695652173913043,OpenSet RA,r,TL,1,15
15,3,0,2,0,14,0,0,0,0,0.0,4.0,True,0.14285714285714285,OpenSet RA,r,TL,2,1
16,3,0,2,0,21,0,0,0,0,0.0,5.0,True,0.09523809523809523,OpenSet RA,r,TL,2,2
17,3,0,2,0,18,0,0,0,0,0.0,5.0,True,0.1111111111111111,OpenSet RA,r,TL,2,3
18,3,0,2,0,18,0,0,0,0,0.0,4.0,True,0.1111111111111111,OpenSet RA,r,TL,2,4
19,3,0,2,0,18,0,0,0,0,0.0,4.0,True,0.1111111111111111,OpenSet RA,r,TL,2,5
20,3,0,2,0,20,0,0,0,0,0.0,4.0,True,0.1,OpenSet RA,r,TL,2,6
21,3,0,2,0,19,0,0,0,0,0.0,3.0,True,0.10526315789473684,OpenSet RA,r,TL,2,7
22,3,0,2,0,21,0,0,0,0,0.0,4.0,True,0.09523809523809523,OpenSet RA,r,TL,2,8
23,3,0,2,0,32,0,0,0,0,0.0,6.0,True,0.0625,OpenSet RA,r,TL,2,9
24,3,0,2,0,23,0,0,0,0,0.0,4.0,True,0.08695652173913043,OpenSet RA,r,TL,2,10
25,3,0,2,0,33,0,0,0,0,0.0,7.0,True,0.06060606060606061,OpenSet RA,r,TL,2,11
26,3,0,2,0,32,0,0,0,0,0.0,6.0,True,0.0625,OpenSet RA,r,TL,2,12
27,3,0,2,0,41,0,0,0,0,0.0,5.0,True,0.04878048780487805,OpenSet RA,r,TL,2,13
28,3,0,2,0,34,0,0,0,0,0.0,5.0,True,0.058823529411764705,OpenSet RA,r,TL,2,14
29,3,0,2,0,36,0,0,0,0,0.0,6.0,True,0.05555555555555555,OpenSet RA,r,TL,2,15
30,3,0,2,0,22,0,0,0,0,0.0,7.0,True,0.09090909090909091,OpenSet RA,r,TL,3,1
