,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,17.0,15.0,20.0,18.0,200.0,4.0,0.0,1.0,2.0,19.7,31.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,1,0
1,19.0,17.0,23.0,21.0,206.0,5.0,0.0,1.0,2.0,20.69,37.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,2,0
2,21.0,19.0,26.0,24.0,208.0,4.0,0.0,1.0,2.0,20.21,36.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,3,0
3,23.0,21.0,29.0,27.0,218.0,4.0,0.0,1.0,2.0,20.18,44.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,4,0
4,25.0,23.0,32.0,30.0,217.0,4.0,0.0,1.0,2.0,21.17,43.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,5,0
5,27.0,25.0,35.0,33.0,227.0,4.0,0.0,1.0,2.0,21.17,53.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,6,0
6,29.0,27.0,38.0,36.0,247.0,4.0,0.0,1.0,2.0,21.62,53.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,7,0
7,31.0,29.0,41.0,39.0,232.0,4.0,0.0,1.0,2.0,22.18,56.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,8,0
8,33.0,31.0,44.0,42.0,266.0,4.0,0.0,1.0,2.0,22.18,61.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,9,0
9,35.0,33.0,47.0,45.0,240.0,4.0,0.0,1.0,2.0,22.66,62.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,10,0
10,37.0,35.0,50.0,48.0,239.0,4.0,0.0,1.0,2.0,23.14,63.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,11,0
11,39.0,37.0,53.0,51.0,250.0,4.0,0.0,1.0,2.0,23.62,69.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,12,0
12,41.0,39.0,56.0,54.0,263.0,4.0,0.0,1.0,2.0,23.62,80.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,13,0
13,43.0,41.0,59.0,57.0,252.0,4.0,0.0,1.0,2.0,24.18,72.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,14,0
14,45.0,43.0,62.0,60.0,261.0,4.0,0.0,1.0,2.0,24.66,79.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,1,15,0
15,120.0,83.0,233.0,141.0,403.0,52.0,0.0,1.0,20.0,21.44,165.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,1,0
16,140.0,97.0,277.0,172.0,450.0,66.0,0.0,1.0,21.0,26.46,245.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,2,0
17,160.0,115.0,320.0,209.0,494.0,75.0,0.0,1.0,22.0,31.54,263.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,3,0
18,180.0,131.0,365.0,243.0,512.0,79.0,0.0,1.0,23.0,36.62,263.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,4,0
19,200.0,145.0,408.0,274.0,581.0,89.0,0.0,1.0,24.0,41.74,326.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,5,0
20,220.0,161.0,453.0,308.0,581.0,101.0,0.0,1.0,25.0,49.77,294.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,6,0
21,240.0,181.0,496.0,347.0,693.0,112.0,0.0,1.0,26.0,56.86,408.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,7,0
22,260.0,195.0,541.0,378.0,694.0,130.0,0.0,1.0,27.0,66.96,366.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,8,0
23,280.0,213.0,584.0,415.0,764.0,133.0,0.0,1.0,28.0,76.08,378.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,9,0
24,300.0,227.0,629.0,446.0,789.0,125.0,0.0,1.0,29.0,78.16,422.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,10,0
25,320.0,245.0,673.0,483.0,815.0,154.0,0.0,1.0,30.0,95.32,441.0,new,experiments/results/TA_2_2/5mill_RR10k_D_N/0.onnx,TA,2,11,0
