,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,74.0,326,144,2,2,TA,11,1.152278184890747,2000,1e-05,20,0.1,-0.86074084,0,0.2014983,0.8596344,-2.2184203,0.26978987,0.678388,-1.7881393e-07,0.61272097,-1.3467435,0.0,-1.3796809,-0.34477407
1,2662.0,3095,1091,3,3,TA,11,1.152278184890747,2000,1e-05,20,0.1,-0.86074084,0,0.2014983,0.8596344,-2.2184203,0.26978987,0.678388,-1.7881393e-07,0.61272097,-1.3467435,0.0,-1.3796809,-0.34477407
2,77.0,321,144,2,2,TA,11,7.08410382270813,12000,1e-05,20,0.1,-11.693807,5,-0.86011636,-0.06328082,-2.5791607,0.82442033,-0.06439215,-9.313226e-08,-0.40176922,-1.6803157,0.0,-2.42008,-1.5917485
3,3803.0,3018,1091,3,3,TA,11,7.08410382270813,12000,1e-05,20,0.1,-11.693807,5,-0.86011636,-0.06328082,-2.5791607,0.82442033,-0.06439215,-9.313226e-08,-0.40176922,-1.6803157,0.0,-2.42008,-1.5917485
4,83.0,338,144,2,2,TA,11,13.148508787155151,22000,1e-05,20,0.1,-43.414692,10,-1.134045,-0.27026474,-2.052687,0.5577799,0.18914229,-1.1920929e-07,-1.396332,-2.0921273,0.0,-2.849703,-2.4463515
5,3412.0,3262,1082,3,3,TA,11,13.148508787155151,22000,1e-05,20,0.1,-43.414692,10,-1.134045,-0.27026474,-2.052687,0.5577799,0.18914229,-1.1920929e-07,-1.396332,-2.0921273,0.0,-2.849703,-2.4463515
6,90.0,344,144,2,2,TA,11,19.408762454986572,32000,1e-05,20,0.1,-77.511185,15,-0.62551963,-0.42055392,-1.4845996,0.49956805,0.8280719,2.3841858e-07,-3.2140808,-3.7103767,0.0,-2.8216853,-3.4213047
7,5171.0,3427,1091,3,3,TA,11,19.408762454986572,32000,1e-05,20,0.1,-77.511185,15,-0.62551963,-0.42055392,-1.4845996,0.49956805,0.8280719,2.3841858e-07,-3.2140808,-3.7103767,0.0,-2.8216853,-3.4213047
8,83.0,306,144,2,2,TA,11,25.7086284160614,42000,1e-05,20,0.1,-109.44874,20,-0.27020183,-0.56629586,-0.93081427,0.48426312,0.43229735,-4.7683716e-07,-4.824971,-4.694103,0.0,-1.8829099,-4.6646175
9,4758.0,3218,1091,3,3,TA,11,25.7086284160614,42000,1e-05,20,0.1,-109.44874,20,-0.27020183,-0.56629586,-0.93081427,0.48426312,0.43229735,-4.7683716e-07,-4.824971,-4.694103,0.0,-1.8829099,-4.6646175
10,78.0,337,144,2,2,TA,11,31.86246085166931,52000,1e-05,20,0.1,-110.52425,25,-0.15236688,-0.8421502,-0.38353533,0.34905338,0.4700296,0.0,-6.0169206,-4.6629834,0.0,-1.6029657,-5.0170937
11,2680.0,3500,1091,3,3,TA,11,31.86246085166931,52000,1e-05,20,0.1,-110.52425,25,-0.15236688,-0.8421502,-0.38353533,0.34905338,0.4700296,0.0,-6.0169206,-4.6629834,0.0,-1.6029657,-5.0170937
12,73.0,254,144,2,2,TA,11,37.947275161743164,62000,1e-05,20,0.1,-135.68327,30,-0.09412547,-0.7916321,-0.46590704,0.95005846,0.972501,0.0,-5.3275414,-4.3712044,0.0,-2.2455113,-4.856345
