,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,53.0,225,128,2,2,TA,11,1.1691563129425049,2000,1e-05,20,0.1,-0.5409894,0,-0.7469859,0.44154945,0.9887578,0.94052666,0.5318542,-3.5762787e-07,-0.66767615,0.6945651,0.0,-1.6024815,-0.4008187
1,1949.0,2335,938,3,3,TA,11,1.1691563129425049,2000,1e-05,20,0.1,-0.5409894,0,-0.7469859,0.44154945,0.9887578,0.94052666,0.5318542,-3.5762787e-07,-0.66767615,0.6945651,0.0,-1.6024815,-0.4008187
2,75.0,340,144,2,2,TA,11,7.089914560317993,12000,1e-05,20,0.1,-4.33093,5,-1.8227358,0.2521541,-1.0310149,0.095690824,-0.29574186,-2.9802322e-08,-0.42752078,-0.69239146,0.0,-2.008493,-1.5554892
3,2821.0,3478,1076,3,3,TA,11,7.089914560317993,12000,1e-05,20,0.1,-4.33093,5,-1.8227358,0.2521541,-1.0310149,0.095690824,-0.29574186,-2.9802322e-08,-0.42752078,-0.69239146,0.0,-2.008493,-1.5554892
4,55.0,340,144,2,2,TA,11,13.057036399841309,22000,1e-05,20,0.1,-26.908724,10,-1.4161988,-0.10091627,-2.2025385,0.0040069167,-0.015035063,-1.1920929e-07,-0.97719157,-1.7691791,0.0,-2.3288538,-2.0400887
5,3308.0,3562,1091,3,3,TA,11,13.057036399841309,22000,1e-05,20,0.1,-26.908724,10,-1.4161988,-0.10091627,-2.2025385,0.0040069167,-0.015035063,-1.1920929e-07,-0.97719157,-1.7691791,0.0,-2.3288538,-2.0400887
6,88.0,322,144,2,2,TA,11,19.363317251205444,32000,1e-05,20,0.1,-58.40851,15,-0.94819397,-0.2918929,-1.7842084,-0.06772864,0.30951768,0.0,-2.3652747,-2.9636865,0.0,-2.9245138,-3.094344
7,3716.0,3159,1090,3,3,TA,11,19.363317251205444,32000,1e-05,20,0.1,-58.40851,15,-0.94819397,-0.2918929,-1.7842084,-0.06772864,0.30951768,0.0,-2.3652747,-2.9636865,0.0,-2.9245138,-3.094344
8,92.0,344,144,2,2,TA,11,25.565913200378418,42000,1e-05,20,0.1,-82.5128,20,-0.4145515,-0.53648275,-1.0826536,-0.1281656,0.65463287,0.0,-4.362034,-4.3345895,0.0,-2.4876375,-4.2082095
9,5663.0,3499,1091,3,3,TA,11,25.565913200378418,42000,1e-05,20,0.1,-82.5128,20,-0.4145515,-0.53648275,-1.0826536,-0.1281656,0.65463287,0.0,-4.362034,-4.3345895,0.0,-2.4876375,-4.2082095
10,80.0,265,144,2,2,TA,11,31.724485397338867,52000,1e-05,20,0.1,-111.3755,25,0.1474716,-0.5796424,-0.5432879,-0.21951674,0.4907881,4.7683716e-07,-5.5421286,-4.8893385,0.0,-1.4574233,-5.038859
11,4097.0,2503,1091,3,3,TA,11,31.724485397338867,52000,1e-05,20,0.1,-111.3755,25,0.1474716,-0.5796424,-0.5432879,-0.21951674,0.4907881,4.7683716e-07,-5.5421286,-4.8893385,0.0,-1.4574233,-5.038859
12,77.0,341,144,2,2,TA,11,37.847540855407715,62000,1e-05,20,0.1,-127.750305,30,-0.29397634,-0.7784387,-0.85745335,-0.31474382,0.19617909,4.7683716e-07,-5.3951974,-4.6024776,0.0,-2.1484208,-4.907942
13,2969.0,3484,1091,3,3,TA,11,37.847540855407715,62000,1e-05,20,0.1,-127.750305,30,-0.29397634,-0.7784387,-0.85745335,-0.31474382,0.19617909,4.7683716e-07,-5.3951974,-4.6024776,0.0,-2.1484208,-4.907942
14,60.0,216,144,2,2,TA,11,43.91648197174072,72000,1e-05,20,0.1,-125.88287,35,0.15245709,-0.9664594,-0.54845387,-0.71655464,0.4837218,4.7683716e-07,-6.103589,-4.6049666,0.0,-1.5334202,-5.1138935
15,4916.0,2630,1091,3,3,TA,11,43.91648197174072,72000,1e-05,20,0.1,-125.88287,35,0.15245709,-0.9664594,-0.54845387,-0.71655464,0.4837218,4.7683716e-07,-6.103589,-4.6049666,0.0,-1.5334202,-5.1138935
16,77.0,260,144,2,2,TA,11,49.98626112937927,82000,1e-05,20,0.1,-149.77399,40,0.2271378,-1.1032423,-1.0216172,-0.7374214,0.5022068,0.0,-5.686969,-4.3569665,0.0,-2.0216126,-4.7224503
