,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,19.0,15.0,33.0,18.0,12.0,2.0,0.0,1.0,13.0,15.14,0.0,Open+BFS,r,TA,1,1
1,21.0,17.0,36.0,21.0,12.0,5.0,0.0,1.0,13.0,15.14,0.0,Open+BFS,r,TA,1,2
2,23.0,19.0,39.0,24.0,17.0,6.0,0.0,1.0,13.0,15.14,0.0,Open+BFS,r,TA,1,3
3,25.0,21.0,42.0,27.0,15.0,5.0,0.0,1.0,13.0,15.15,0.0,Open+BFS,r,TA,1,4
4,27.0,23.0,45.0,30.0,14.0,3.0,0.0,1.0,13.0,15.14,0.0,Open+BFS,r,TA,1,5
5,29.0,25.0,48.0,33.0,14.0,2.0,0.0,1.0,13.0,15.14,0.0,Open+BFS,r,TA,1,6
6,31.0,27.0,51.0,36.0,15.0,3.0,0.0,1.0,13.0,15.62,1.0,Open+BFS,r,TA,1,7
7,33.0,29.0,54.0,39.0,20.0,5.0,0.0,1.0,13.0,15.63,0.0,Open+BFS,r,TA,1,8
8,35.0,31.0,57.0,42.0,20.0,7.0,0.0,1.0,13.0,15.62,0.0,Open+BFS,r,TA,1,9
9,37.0,33.0,60.0,45.0,16.0,9.0,0.0,1.0,13.0,15.62,0.0,Open+BFS,r,TA,1,10
10,39.0,35.0,63.0,48.0,16.0,10.0,0.0,1.0,13.0,15.63,0.0,Open+BFS,r,TA,1,11
11,41.0,37.0,66.0,51.0,16.0,8.0,0.0,1.0,13.0,15.62,0.0,Open+BFS,r,TA,1,12
12,43.0,39.0,69.0,54.0,23.0,8.0,0.0,1.0,13.0,15.63,1.0,Open+BFS,r,TA,1,13
13,45.0,41.0,72.0,57.0,17.0,8.0,0.0,1.0,13.0,15.7,0.0,Open+BFS,r,TA,1,14
14,47.0,43.0,75.0,60.0,17.0,7.0,0.0,1.0,13.0,16.18,1.0,Open+BFS,r,TA,1,15
15,124.0,81.0,294.0,135.0,57.0,50.0,0.0,1.0,76.0,27.14,0.0,Open+BFS,r,TA,2,1
16,143.0,95.0,336.0,166.0,62.0,50.0,0.0,1.0,82.0,29.7,3.0,Open+BFS,r,TA,2,2
17,164.0,113.0,383.0,204.0,80.0,72.0,0.0,1.0,81.0,13.58,1.0,Open+BFS,r,TA,2,3
18,184.0,129.0,427.0,238.0,93.0,98.0,0.0,1.0,86.0,21.54,1.0,Open+BFS,r,TA,2,4
19,204.0,145.0,471.0,272.0,103.0,107.0,0.0,1.0,78.0,28.54,2.0,Open+BFS,r,TA,2,5
20,224.0,161.0,511.0,306.0,103.0,95.0,0.0,1.0,82.0,29.56,1.0,Open+BFS,r,TA,2,6
21,244.0,177.0,548.0,339.0,117.0,80.0,0.0,1.0,96.0,37.62,0.0,Open+BFS,r,TA,2,7
22,264.0,172.0,584.0,308.0,145.0,101.0,0.0,1.0,99.0,42.64,2.0,Open+BFS,r,TA,2,8
23,275.0,156.0,576.0,276.0,116.0,92.0,0.0,1.0,96.0,38.65,2.0,Open+BFS,r,TA,2,9
24,294.0,166.0,612.0,295.0,145.0,94.0,0.0,1.0,102.0,46.64,1.0,Open+BFS,r,TA,2,10
25,324.0,245.0,733.0,483.0,213.0,129.0,0.0,1.0,95.0,66.66,5.0,Open+BFS,r,TA,2,11
26,344.0,219.0,760.0,411.0,175.0,139.0,0.0,1.0,80.0,72.72,1.0,Open+BFS,r,TA,2,12
27,364.0,233.0,813.0,439.0,199.0,140.0,0.0,1.0,91.0,81.74,5.0,Open+BFS,r,TA,2,13
28,384.0,267.0,856.0,507.0,200.0,142.0,0.0,1.0,120.0,91.75,3.0,Open+BFS,r,TA,2,14
29,404.0,242.0,863.0,441.0,200.0,123.0,0.0,1.0,122.0,88.79,1.0,Open+BFS,r,TA,2,15
30,791.0,365.0,2533.0,791.0,1225.0,794.0,0.0,1.0,337.0,70.88,2.0,Open+BFS,r,TA,3,1
31,888.0,312.0,2616.0,633.0,1054.0,586.0,0.0,1.0,401.0,95.28,5.0,Open+BFS,r,TA,3,2
32,1075.0,472.0,3396.0,1063.0,1673.0,865.0,0.0,1.0,401.0,109.84,3.0,Open+BFS,r,TA,3,3
33,1239.0,597.0,3985.0,1410.0,2689.0,1178.0,0.0,1.0,457.0,74.45,9.0,Open+BFS,r,TA,3,4
34,1357.0,579.0,4218.0,1358.0,3195.0,1377.0,0.0,1.0,429.0,238.38,4.0,Open+BFS,r,TA,3,5
35,1535.0,764.0,4938.0,1844.0,3774.0,1497.0,0.0,1.0,500.0,223.4,7.0,Open+BFS,r,TA,3,6
36,1643.0,557.0,4971.0,1228.0,3135.0,1183.0,0.0,1.0,563.0,262.25,9.0,Open+BFS,r,TA,3,7
37,1806.0,648.0,5465.0,1454.0,4551.0,1411.0,0.0,1.0,666.0,266.78,8.0,Open+BFS,r,TA,3,8
38,1979.0,993.0,6233.0,2457.0,6272.0,1855.0,0.0,1.0,684.0,145.16,7.0,Open+BFS,r,TA,3,9
39,2121.0,945.0,6583.0,2306.0,7756.0,2165.0,0.0,1.0,673.0,219.64,6.0,Open+BFS,r,TA,3,10
40,2247.0,1133.0,7040.0,2835.0,9570.0,3052.0,0.0,1.0,424.0,196.72,11.0,Open+BFS,r,TA,3,11
41,2406.0,934.0,7542.0,2135.0,7795.0,2085.0,0.0,1.0,635.0,287.07,10.0,Open+BFS,r,TA,3,12
42,2535.0,862.0,7701.0,1964.0,7731.0,1799.0,0.0,1.0,737.0,259.94,11.0,Open+BFS,r,TA,3,13
43,2719.0,1381.0,8554.0,3488.0,10934.0,2332.0,0.0,1.0,757.0,119.56,14.0,Open+BFS,r,TA,3,14
44,2846.0,1207.0,8704.0,3016.0,11844.0,2341.0,0.0,1.0,680.0,274.48,11.0,Open+BFS,r,TA,3,15
45,4528.0,2299.0,18854.0,6919.0,80684.0,8101.0,0.0,1.0,1689.0,313.59,22.0,Open+BFS,r,TA,4,1
46,5432.0,2729.0,22364.0,8390.0,106391.0,9031.0,0.0,1.0,1698.0,343.74,41.0,Open+BFS,r,TA,4,2
47,6475.0,2912.0,26689.0,8700.0,138840.0,9739.0,0.0,1.0,2316.0,356.48,40.0,Open+BFS,r,TA,4,3
48,7247.0,3798.0,29856.0,12070.0,208195.0,12579.0,0.0,1.0,2466.0,352.63,47.0,Open+BFS,r,TA,4,4
49,8315.0,4428.0,34730.0,14182.0,295971.0,15270.0,0.0,1.0,2344.0,358.64,40.0,Open+BFS,r,TA,4,5
50,9090.0,4676.0,37721.0,15159.0,357478.0,15246.0,0.0,1.0,2324.0,365.68,63.0,Open+BFS,r,TA,4,6
51,10128.0,4174.0,40999.0,12649.0,401801.0,15013.0,0.0,1.0,2983.0,371.88,59.0,Open+BFS,r,TA,4,7
52,11001.0,5813.0,45204.0,18861.0,583400.0,19011.0,0.0,1.0,3476.0,409.67,77.0,Open+BFS,r,TA,4,8
53,,,,,,,,,,,,Open+BFS,r,TA,4,9
54,,,,,,,,,,,,Open+BFS,r,TA,4,10
55,,,,,,,,,,,,Open+BFS,r,TA,4,11
56,,,,,,,,,,,,Open+BFS,r,TA,4,12
