,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,17.0,15.0,20.0,18.0,30.0,4.0,0.0,1.0,2.0,11.44,10.0,OpenSet RA,r,TA,1,1
1,19.0,17.0,23.0,21.0,35.0,4.0,0.0,1.0,2.0,11.92,11.0,OpenSet RA,r,TA,1,2
2,21.0,19.0,26.0,24.0,32.0,4.0,0.0,1.0,2.0,11.92,14.0,OpenSet RA,r,TA,1,3
3,23.0,21.0,29.0,27.0,34.0,5.0,0.0,1.0,2.0,11.92,10.0,OpenSet RA,r,TA,1,4
4,25.0,23.0,32.0,30.0,36.0,6.0,0.0,1.0,2.0,12.48,13.0,OpenSet RA,r,TA,1,5
5,27.0,25.0,35.0,33.0,40.0,7.0,0.0,1.0,2.0,12.48,17.0,OpenSet RA,r,TA,1,6
6,29.0,27.0,38.0,36.0,45.0,8.0,0.0,1.0,2.0,12.96,15.0,OpenSet RA,r,TA,1,7
7,31.0,29.0,41.0,39.0,42.0,9.0,0.0,1.0,2.0,12.96,17.0,OpenSet RA,r,TA,1,8
8,33.0,31.0,44.0,42.0,45.0,10.0,0.0,1.0,2.0,13.44,17.0,OpenSet RA,r,TA,1,9
9,35.0,33.0,47.0,45.0,48.0,11.0,0.0,1.0,2.0,13.92,21.0,OpenSet RA,r,TA,1,10
10,37.0,35.0,50.0,48.0,49.0,12.0,0.0,1.0,2.0,13.92,23.0,OpenSet RA,r,TA,1,11
11,39.0,37.0,53.0,51.0,50.0,13.0,0.0,1.0,2.0,14.48,22.0,OpenSet RA,r,TA,1,12
12,41.0,39.0,56.0,54.0,52.0,14.0,0.0,1.0,2.0,14.96,22.0,OpenSet RA,r,TA,1,13
13,43.0,41.0,59.0,57.0,55.0,15.0,0.0,1.0,2.0,14.96,24.0,OpenSet RA,r,TA,1,14
14,45.0,43.0,62.0,60.0,74.0,16.0,0.0,1.0,2.0,15.44,33.0,OpenSet RA,r,TA,1,15
15,91.0,45.0,149.0,57.0,106.0,40.0,0.0,1.0,18.0,19.44,62.0,OpenSet RA,r,TA,2,1
16,97.0,51.0,158.0,66.0,99.0,40.0,0.0,1.0,16.0,20.48,59.0,OpenSet RA,r,TA,2,2
17,105.0,57.0,171.0,75.0,134.0,42.0,0.0,1.0,16.0,21.92,79.0,OpenSet RA,r,TA,2,3
18,114.0,63.0,186.0,84.0,115.0,44.0,0.0,1.0,17.0,23.44,69.0,OpenSet RA,r,TA,2,4
19,127.0,76.0,211.0,108.0,128.0,51.0,0.0,1.0,18.0,25.44,75.0,OpenSet RA,r,TA,2,5
20,185.0,122.0,333.0,202.0,184.0,93.0,0.0,1.0,32.0,19.56,103.0,OpenSet RA,r,TA,2,6
21,141.0,87.0,232.0,124.0,147.0,55.0,0.0,1.0,17.0,7.72,85.0,OpenSet RA,r,TA,2,7
22,149.0,90.0,245.0,127.0,156.0,58.0,0.0,1.0,17.0,9.8,93.0,OpenSet RA,r,TA,2,8
23,154.0,93.0,251.0,129.0,161.0,57.0,0.0,1.0,17.0,10.89,99.0,OpenSet RA,r,TA,2,9
24,166.0,102.0,273.0,145.0,188.0,64.0,0.0,1.0,18.0,13.02,107.0,OpenSet RA,r,TA,2,10
25,171.0,105.0,279.0,147.0,184.0,64.0,0.0,1.0,17.0,14.22,110.0,OpenSet RA,r,TA,2,11
26,180.0,117.0,295.0,169.0,205.0,68.0,0.0,1.0,18.0,17.33,117.0,OpenSet RA,r,TA,2,12
27,195.0,120.0,323.0,173.0,206.0,75.0,0.0,1.0,22.0,21.46,115.0,OpenSet RA,r,TA,2,13
28,196.0,129.0,321.0,187.0,201.0,74.0,0.0,1.0,18.0,22.6,110.0,OpenSet RA,r,TA,2,14
29,203.0,129.0,331.0,183.0,217.0,75.0,0.0,1.0,18.0,23.69,130.0,OpenSet RA,r,TA,2,15
30,482.0,169.0,974.0,267.0,650.0,325.0,0.0,1.0,69.0,26.46,261.0,OpenSet RA,r,TA,3,1
31,531.0,199.0,1074.0,324.0,711.0,348.0,0.0,1.0,82.0,61.7,259.0,OpenSet RA,r,TA,3,2
32,576.0,154.0,1156.0,215.0,756.0,363.0,0.0,1.0,78.0,95.74,282.0,OpenSet RA,r,TA,3,3
33,632.0,259.0,1277.0,438.0,955.0,413.0,0.0,1.0,71.0,9.61,356.0,OpenSet RA,r,TA,3,4
34,677.0,190.0,1359.0,273.0,1016.0,432.0,0.0,1.0,79.0,54.89,388.0,OpenSet RA,r,TA,3,5
35,733.0,319.0,1483.0,552.0,1016.0,463.0,0.0,1.0,78.0,122.81,360.0,OpenSet RA,r,TA,3,6
36,787.0,349.0,1597.0,609.0,1195.0,498.0,0.0,1.0,103.0,43.41,441.0,OpenSet RA,r,TA,3,7
37,826.0,381.0,1674.0,668.0,1177.0,549.0,0.0,1.0,95.0,103.43,379.0,OpenSet RA,r,TA,3,8
38,882.0,409.0,1788.0,723.0,1312.0,576.0,0.0,1.0,80.0,69.34,412.0,OpenSet RA,r,TA,3,9
39,924.0,439.0,1865.0,780.0,1461.0,587.0,0.0,1.0,95.0,86.68,473.0,OpenSet RA,r,TA,3,10
40,988.0,466.0,2011.0,832.0,1519.0,621.0,0.0,1.0,117.0,58.97,469.0,OpenSet RA,r,TA,3,11
41,1037.0,498.0,2169.0,902.0,1857.0,700.0,0.0,1.0,129.0,65.46,502.0,OpenSet RA,r,TA,3,12
