,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,144,101,338,177,251,13,0,1,65,15.57,94.0,new,base_features_2h0,TA,2,2,61.3112633228302,50000,1e-05,20,0.1,11,False,-109.924255,0,-0.18695895,-0.8714337,-0.63713384,-0.7010886,0.49902034,-4.7683716e-07,-5.4002714,-4.8355727,0.0,-2.1375182,-5.187053
1,144,48,217,61,230,17,0,1,4,10.55,80.0,new,base_features_2h1,TA,2,2,116.097829580307,100000,1e-05,20,0.1,11,False,-167.40694,1,-0.12806578,-0.90031606,0.07736458,0.11806905,0.44230232,-1.4305115e-06,-5.749072,-3.8076057,0.0,-2.103654,-4.9091306
2,79,53,115,71,161,25,0,1,4,23.62,34.0,new,base_features_2h2,TA,2,2,169.25886940956116,150000,1e-05,20,0.1,11,False,-162.8559,2,-0.5265334,0.26355648,1.1331425,-0.08882194,0.46613878,0.0,-3.7555714,-1.6114024,0.0,-0.98633945,-1.9771398
3,138,97,292,168,264,25,0,1,33,14.55,109.0,new,base_features_2h3,TA,2,2,222.40798783302307,200000,1e-05,20,0.1,11,False,-172.24332,3,-1.0539311,0.47738597,-0.97778565,-0.07768594,0.23183146,0.0,-4.2912254,-2.9027884,0.0,-0.9407968,-3.685676
4,71,45,91,56,161,18,0,1,3,21.62,32.0,new,base_features_2h4,TA,2,2,275.5170314311981,250000,1e-05,20,0.1,11,False,-159.63141,4,-0.16482145,0.5293721,1.8880208,-0.51484835,1.437974,0.0,-2.8899407,-0.9556195,0.0,-0.04791297,-1.0925103
5,144,99,323,174,273,114,0,1,64,17.56,61.0,new,base_features_2h5,TA,2,2,328.1655535697937,300000,1e-05,20,0.1,11,False,-160.99817,5,0.47659627,-0.016698658,0.26510042,0.059606317,1.1807704,-2.3841858e-07,-2.6705031,-0.42556775,0.0,0.25155848,-2.4874206
6,144,101,342,177,288,13,0,1,57,16.55,120.0,new,base_features_2h6,TA,2,2,380.86019372940063,350000,1e-05,20,0.1,11,False,-193.46217,6,0.068622954,-0.9247751,-1.335618,-0.41218388,-0.31834978,-4.7683716e-07,-4.9050813,-3.2221973,0.0,-1.8212029,-4.464931
7,144,57,231,79,225,81,0,1,4,15.51,80.0,new,base_features_2h7,TA,2,2,433.5889585018158,400000,1e-05,20,0.1,11,False,-185.8404,7,0.22259486,-0.39324278,0.02659394,0.7937169,1.1333184,-4.7683716e-07,-5.475179,-3.7481968,0.0,-1.8590472,-4.301019
8,144,101,295,177,200,1,0,1,8,9.58,83.0,new,base_features_2h8,TA,2,2,486.5176920890808,450000,1e-05,20,0.1,11,False,-177.40417,8,0.006105595,-0.34999728,0.11643194,-0.631658,2.80876,0.0,-3.7327797,-2.013304,0.0,-0.9584193,-3.1168253
9,144,101,327,177,233,8,0,1,54,27.62,76.0,new,base_features_2h9,TA,2,2,539.4380714893341,500000,1e-05,20,0.1,11,False,-185.8634,9,0.79390806,0.16690549,0.14017521,-0.006368652,0.4798694,0.0,-3.8674126,-1.7265261,0.0,-1.0403309,-3.486912
10,144,99,319,174,275,129,0,1,35,20.54,73.0,new,base_features_2h10,TA,2,2,592.4281167984009,550000,1e-05,20,0.1,11,False,-177.84619,10,0.6871635,-0.20616382,0.34367543,0.450356,0.7947215,0.0,-3.8779144,-1.7290603,0.0,-1.1663328,-3.4506445
11,139,95,265,165,253,69,0,1,4,20.56,77.0,new,base_features_2h11,TA,2,2,645.6520352363586,600000,1e-05,20,0.1,11,False,-193.0122,11,-0.55516684,-0.22425783,-0.93594325,-0.029284347,0.80990815,-4.7683716e-07,-4.4012465,-2.843323,0.0,-1.7567629,-3.2075667
12,142,99,287,174,246,123,0,1,8,18.53,73.0,new,base_features_2h12,TA,2,2,698.8240768909454,650000,1e-05,20,0.1,11,False,-147.63687,12,0.4155886,-0.14389819,0.69187963,-0.09959014,1.8875394,-2.3841858e-07,-3.2594442,-1.0223112,0.0,-0.097272396,-2.522314
13,86,56,124,77,222,32,0,1,4,25.15,54.0,new,base_features_2h13,TA,2,2,752.0330855846405,700000,1e-05,20,0.1,11,False,-164.83458,13,-0.3598102,-0.09371376,0.3662801,0.7220682,1.070056,-4.7683716e-07,-4.634502,-2.2893355,0.0,-0.30357203,-3.0416744
14,144,101,341,177,241,1,0,1,57,9.59,95.0,new,base_features_2h14,TA,2,2,805.1268105506897,750000,1e-05,20,0.1,11,False,-188.14763,14,0.13489759,-0.43563044,-0.68097043,-0.489537,1.8906972,-4.7683716e-07,-4.238852,-2.7466178,0.0,-1.2557157,-3.931397
15,107,65,178,95,248,44,0,1,9,8.54,70.0,new,base_features_2h15,TA,2,2,858.3824660778046,800000,1e-05,20,0.1,11,False,-122.42991,15,-0.38524085,-0.40108722,1.0097557,-0.026160337,2.89106,-5.9604645e-08,-1.062442,-0.13593611,0.0,-1.8440748,-0.1817455
16,143,51,257,66,241,60,0,1,18,19.56,84.0,new,base_features_2h16,TA,2,2,911.5706868171692,850000,1e-05,20,0.1,11,False,-178.64357,16,-0.11250346,0.27117106,-1.3124236,0.57120067,0.769116,-4.7683716e-07,-4.718049,-3.4436495,0.0,-1.3417345,-4.376006
17,77,46,117,57,172,24,0,1,4,23.62,37.0,new,base_features_2h17,TA,2,2,964.7646617889404,900000,1e-05,20,0.1,11,False,-125.32678,17,-0.7297235,0.19382167,1.2825067,-0.018050581,1.3616983,5.9604645e-08,-0.9433268,0.566476,0.0,-0.4820978,0.31836817
18,144,67,254,100,272,67,0,1,17,18.56,105.0,new,base_features_2h18,TA,2,2,1017.6936058998108,950000,1e-05,20,0.1,11,False,-183.81442,18,0.6793002,-0.7977271,-0.23719099,1.0802633,0.70796496,-4.7683716e-07,-4.9200726,-3.0606585,0.0,-1.7501857,-3.9198966
19,140,67,288,102,270,76,0,1,50,18.52,95.0,new,base_features_2h19,TA,2,2,1070.8523225784302,1000000,1e-05,20,0.1,11,False,-149.15376,19,-0.36736,-0.39294708,-1.1099699,-0.40853998,1.94178,-2.3841858e-07,-2.5019536,-1.4326179,0.0,-2.2637722,-2.3531294
