,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,144,97,338,170,239,79,0,1,79,14.58,53.0,new,base_features0,TA,2,2,10.778196334838867,10000,1e-06,20,0.1,11,False,0.4007383,0,0.71683586,1.7975712,-1.6078672,-0.25054318,0.8545847,3.874302e-07,0.69226456,-0.055706255,0.0,-0.7953721,-0.86853546
1,1091,462,3399,1052,3567,1155,0,1,469,114.08,1365.0,new,base_features0,TA,3,3,10.778196334838867,10000,1e-06,20,0.1,11,False,0.4007383,0,0.71683586,1.7975712,-1.6078672,-0.25054318,0.8545847,3.874302e-07,0.69226456,-0.055706255,0.0,-0.7953721,-0.86853546
2,144,97,338,170,222,96,0,1,80,19.55,61.0,new,base_features1,TA,2,2,21.58676838874817,20000,1e-06,20,0.1,11,False,0.11046448,1,0.42771545,1.6762178,-1.8152466,-0.0514242,0.5464122,3.2782555e-07,0.8880745,-0.23538241,0.0,-0.93062305,-0.9650439
3,1087,517,3378,1200,4336,1249,0,1,489,234.48,1841.0,new,base_features1,TA,3,3,21.58676838874817,20000,1e-06,20,0.1,11,False,0.11046448,1,0.42771545,1.6762178,-1.8152466,-0.0514242,0.5464122,3.2782555e-07,0.8880745,-0.23538241,0.0,-0.93062305,-0.9650439
4,144,97,341,170,237,90,0,1,78,19.53,47.0,new,base_features2,TA,2,2,32.45841884613037,30000,1e-06,20,0.1,11,False,-0.17046343,2,0.13727507,1.4586775,-1.9749597,0.13276203,0.18811284,3.5762787e-07,1.0677077,-0.36427402,0.0,-0.99734724,-1.0007877
5,1091,460,3458,1050,3868,1155,0,1,470,23.07,1546.0,new,base_features2,TA,3,3,32.45841884613037,30000,1e-06,20,0.1,11,False,-0.17046343,2,0.13727507,1.4586775,-1.9749597,0.13276203,0.18811284,3.5762787e-07,1.0677077,-0.36427402,0.0,-0.99734724,-1.0007877
6,144,97,340,170,248,73,0,1,79,18.55,58.0,new,base_features3,TA,2,2,43.39652943611145,40000,1e-06,20,0.1,11,False,-0.47879747,3,-0.1505192,1.223171,-2.0701125,0.26103443,-0.15355161,2.9802322e-07,1.190627,-0.4566062,0.0,-1.0118775,-1.0256319
7,1091,520,3470,1205,3538,959,0,1,491,11.78,1636.0,new,base_features3,TA,3,3,43.39652943611145,40000,1e-06,20,0.1,11,False,-0.47879747,3,-0.1505192,1.223171,-2.0701125,0.26103443,-0.15355161,2.9802322e-07,1.190627,-0.4566062,0.0,-1.0118775,-1.0256319
8,144,97,339,170,281,70,0,1,82,19.56,75.0,new,base_features4,TA,2,2,54.31234359741211,50000,1e-06,20,0.1,11,False,-0.8342848,4,-0.4127299,0.9746029,-2.112666,0.32787234,-0.42524293,2.3841858e-07,1.2086933,-0.55562174,0.0,-0.9960605,-1.0875134
9,1091,480,3444,1094,3824,983,0,1,500,132.58,1558.0,new,base_features4,TA,3,3,54.31234359741211,50000,1e-06,20,0.1,11,False,-0.8342848,4,-0.4127299,0.9746029,-2.112666,0.32787234,-0.42524293,2.3841858e-07,1.2086933,-0.55562174,0.0,-0.9960605,-1.0875134
10,144,99,341,174,233,64,0,1,81,16.57,60.0,new,base_features5,TA,2,2,65.24259901046753,60000,1e-06,20,0.1,11,False,-1.274793,5,-0.63656545,0.8026558,-2.1470716,0.35366023,-0.62571377,1.7881393e-07,1.1331717,-0.6579945,0.0,-0.99681133,-1.1754054
11,1091,526,3510,1217,4140,1005,0,1,422,57.49,1859.0,new,base_features5,TA,3,3,65.24259901046753,60000,1e-06,20,0.1,11,False,-1.274793,5,-0.63656545,0.8026558,-2.1470716,0.35366023,-0.62571377,1.7881393e-07,1.1331717,-0.6579945,0.0,-0.99681133,-1.1754054
12,144,101,342,177,248,30,0,1,72,15.62,79.0,new,base_features6,TA,2,2,76.16394424438477,70000,1e-06,20,0.1,11,False,-1.8355738,6,-0.82596034,0.6903212,-2.1729054,0.3516156,-0.7510552,1.1920929e-07,1.0150603,-0.7579589,0.0,-1.0146935,-1.2649652
