,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,139,99,316,174,336,9,0,1,47,16.98,69.0,new,ra_feature0,TA,2,2,12.609878540039062,10000,1e-06,20,0.1,13,True,0.24965297,0,-1.2319895,-1.9160457,-0.05945009,0.41541177,0.4910328,0.12851366,0.33255967,3.5762787e-07,-0.55772364,0.9848316,-2.9802322e-08,0.35312295,-1.3707324
1,1079,540,3450,1244,1956,14,0,1,197,104.49,1120.0,new,ra_feature0,TA,3,3,12.609878540039062,10000,1e-06,20,0.1,13,True,0.24965297,0,-1.2319895,-1.9160457,-0.05945009,0.41541177,0.4910328,0.12851366,0.33255967,3.5762787e-07,-0.55772364,0.9848316,-2.9802322e-08,0.35312295,-1.3707324
2,140,99,287,174,296,15,0,1,0,15.96,72.0,new,ra_feature1,TA,2,2,25.167053699493408,20000,1e-06,20,0.1,13,True,-0.37016925,1,-1.8100065,-1.9028146,-0.37170035,0.2580017,-0.24059,0.03356632,0.04017222,4.7683716e-07,-0.6240448,0.5162893,-1.4901161e-08,0.05622832,-1.6927437
3,1083,530,3347,1226,1815,65,0,1,0,98.5,1071.0,new,ra_feature1,TA,3,3,25.167053699493408,20000,1e-06,20,0.1,13,True,-0.37016925,1,-1.8100065,-1.9028146,-0.37170035,0.2580017,-0.24059,0.03356632,0.04017222,4.7683716e-07,-0.6240448,0.5162893,-1.4901161e-08,0.05622832,-1.6927437
4,140,99,287,174,289,15,0,1,0,14.97,54.0,new,ra_feature2,TA,2,2,37.788838148117065,30000,1e-06,20,0.1,13,True,-1.0482577,2,-2.209029,-1.9903749,-0.64371705,0.0934842,-0.84495807,-0.0011726394,0.033485517,6.2584877e-07,-0.5269377,0.11456972,0.0,-0.24668548,-1.8363388
5,1083,530,3347,1227,1778,65,0,1,0,112.61,1057.0,new,ra_feature2,TA,3,3,37.788838148117065,30000,1e-06,20,0.1,13,True,-1.0482577,2,-2.209029,-1.9903749,-0.64371705,0.0934842,-0.84495807,-0.0011726394,0.033485517,6.2584877e-07,-0.5269377,0.11456972,0.0,-0.24668548,-1.8363388
6,140,101,287,177,280,15,0,1,0,15.94,60.0,new,ra_feature3,TA,2,2,50.38095784187317,40000,1e-06,20,0.1,13,True,-1.8762491,3,-2.4230602,-1.9050245,-0.8018756,-0.13121006,-1.2955748,-0.0072341785,-0.048276335,4.7683716e-07,-0.42229128,-0.21176201,1.4901161e-08,-0.43203503,-1.9004114
7,1083,532,3347,1230,1915,65,0,1,0,23.1,1183.0,new,ra_feature3,TA,3,3,50.38095784187317,40000,1e-06,20,0.1,13,True,-1.8762491,3,-2.4230602,-1.9050245,-0.8018756,-0.13121006,-1.2955748,-0.0072341785,-0.048276335,4.7683716e-07,-0.42229128,-0.21176201,1.4901161e-08,-0.43203503,-1.9004114
8,140,99,287,174,291,15,0,1,0,15.97,49.0,new,ra_feature4,TA,2,2,62.95785665512085,50000,1e-06,20,0.1,13,True,-2.9587648,4,-2.5589182,-1.6488225,-0.8657559,-0.19926327,-1.5162071,-0.09914997,-0.15505528,7.1525574e-07,-0.3682145,-0.42680556,2.9802322e-08,-0.57151437,-1.8035784
9,1083,533,3347,1233,2046,65,0,1,0,70.67,1327.0,new,ra_feature4,TA,3,3,62.95785665512085,50000,1e-06,20,0.1,13,True,-2.9587648,4,-2.5589182,-1.6488225,-0.8657559,-0.19926327,-1.5162071,-0.09914997,-0.15505528,7.1525574e-07,-0.3682145,-0.42680556,2.9802322e-08,-0.57151437,-1.8035784
10,140,99,287,174,311,15,0,1,0,15.95,64.0,new,ra_feature5,TA,2,2,75.54141998291016,60000,1e-06,20,0.1,13,True,-4.4005384,5,-2.6269403,-1.4425594,-0.8970785,-0.21392165,-1.6178561,-0.13342114,-0.18823504,6.0908496e-07,-0.31856966,-0.55857503,2.9802322e-08,-0.6830729,-1.6800381
