,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,18,15,20,16,156,2,0,1,1,16.18,14.0,new,experiments/results/TL_2_2/TB_5mill/0.onnx,TL,2,2,2.437725305557251,0,1e-05,20,0.1,15,True,10000,True,10000,True,0
1,195,36,371,54,376,74,0,1,61,30.59,123.0,new,experiments/results/TL_2_2/TB_5mill/1.onnx,TL,2,2,111.61197233200073,50000,1e-05,20,0.1,15,True,10000,True,10000,True,1
2,206,16,391,21,323,77,0,1,78,30.62,105.0,new,experiments/results/TL_2_2/TB_5mill/2.onnx,TL,2,2,246.89165449142456,100000,1e-05,20,0.1,15,True,10000,True,10000,True,2
3,207,16,359,21,343,39,0,2,72,21.66,115.0,new,experiments/results/TL_2_2/TB_5mill/3.onnx,TL,2,2,356.26454877853394,150000,1e-05,20,0.1,15,True,10000,True,10000,True,3
4,199,15,317,17,325,23,0,1,63,17.64,100.0,new,experiments/results/TL_2_2/TB_5mill/4.onnx,TL,2,2,457.6101903915405,200000,1e-05,20,0.1,15,True,10000,True,10000,True,4
5,208,30,389,50,336,43,0,1,80,23.63,105.0,new,experiments/results/TL_2_2/TB_5mill/5.onnx,TL,2,2,554.5018618106842,250000,1e-05,20,0.1,15,True,10000,True,10000,True,5
6,188,30,295,46,333,29,0,1,62,16.61,103.0,new,experiments/results/TL_2_2/TB_5mill/6.onnx,TL,2,2,648.526861667633,300000,1e-05,20,0.1,15,True,10000,True,10000,True,6
7,150,28,225,43,284,43,0,1,36,11.58,80.0,new,experiments/results/TL_2_2/TB_5mill/7.onnx,TL,2,2,738.14573097229,350000,1e-05,20,0.1,15,True,10000,True,10000,True,7
8,72,24,101,33,227,18,0,1,7,21.14,41.0,new,experiments/results/TL_2_2/TB_5mill/8.onnx,TL,2,2,820.7143523693085,400000,1e-05,20,0.1,15,True,10000,True,10000,True,8
9,34,9,42,10,155,7,0,1,4,17.62,21.0,new,experiments/results/TL_2_2/TB_5mill/9.onnx,TL,2,2,900.5528926849365,450000,1e-05,20,0.1,15,True,10000,True,10000,True,9
10,23,13,30,14,163,7,0,1,1,16.66,17.0,new,experiments/results/TL_2_2/TB_5mill/10.onnx,TL,2,2,979.4295163154602,500000,1e-05,20,0.1,15,True,10000,True,10000,True,10
11,36,16,47,17,159,9,0,1,7,17.62,18.0,new,experiments/results/TL_2_2/TB_5mill/11.onnx,TL,2,2,1059.87034201622,550000,1e-05,20,0.1,15,True,10000,True,10000,True,11
12,24,15,29,16,174,4,0,1,3,16.66,15.0,new,experiments/results/TL_2_2/TB_5mill/12.onnx,TL,2,2,1139.217397928238,600000,1e-05,20,0.1,15,True,10000,True,10000,True,12
13,30,16,35,17,181,4,0,1,7,17.14,21.0,new,experiments/results/TL_2_2/TB_5mill/13.onnx,TL,2,2,1219.825876712799,650000,1e-05,20,0.1,15,True,10000,True,10000,True,13
14,10,9,11,10,129,2,0,1,0,16.18,9.0,new,experiments/results/TL_2_2/TB_5mill/14.onnx,TL,2,2,1301.696846485138,700000,1e-05,20,0.1,15,True,10000,True,10000,True,14
15,9,9,10,10,142,2,0,1,0,16.18,5.0,new,experiments/results/TL_2_2/TB_5mill/15.onnx,TL,2,2,1383.57071185112,750000,1e-05,20,0.1,15,True,10000,True,10000,True,15
16,9,9,10,10,127,2,0,1,0,16.18,8.0,new,experiments/results/TL_2_2/TB_5mill/16.onnx,TL,2,2,1467.6060109138489,800000,1e-05,20,0.1,15,True,10000,True,10000,True,16
17,109,14,137,18,229,4,0,6,22,24.18,46.0,new,experiments/results/TL_2_2/TB_5mill/17.onnx,TL,2,2,1551.0600373744965,850000,1e-05,20,0.1,15,True,10000,True,10000,True,17
18,63,17,82,22,167,7,0,1,4,19.62,25.0,new,experiments/results/TL_2_2/TB_5mill/18.onnx,TL,2,2,1630.659407377243,900000,1e-05,20,0.1,15,True,10000,True,10000,True,18
19,112,9,144,10,238,15,0,1,13,26.18,57.0,new,experiments/results/TL_2_2/TB_5mill/19.onnx,TL,2,2,1705.8995969295502,950000,1e-05,20,0.1,15,True,10000,True,10000,True,19
20,100,9,137,10,260,13,0,1,8,26.18,67.0,new,experiments/results/TL_2_2/TB_5mill/20.onnx,TL,2,2,1787.2587325572968,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,20
21,69,9,102,10,178,20,0,1,3,21.62,27.0,new,experiments/results/TL_2_2/TB_5mill/21.onnx,TL,2,2,1866.447304725647,1050000,1e-05,20,0.1,15,True,10000,True,10000,True,21
22,20,12,25,14,138,3,0,1,0,16.66,7.0,new,experiments/results/TL_2_2/TB_5mill/22.onnx,TL,2,2,1941.1452901363373,1100000,1e-05,20,0.1,15,True,10000,True,10000,True,22
23,35,16,54,18,175,8,0,3,2,17.62,16.0,new,experiments/results/TL_2_2/TB_5mill/23.onnx,TL,2,2,2018.6085693836212,1150000,1e-05,20,0.1,15,True,10000,True,10000,True,23
24,22,9,31,10,140,7,0,1,1,16.66,14.0,new,experiments/results/TL_2_2/TB_5mill/24.onnx,TL,2,2,2094.0899424552917,1200000,1e-05,20,0.1,15,True,10000,True,10000,True,24
25,72,14,104,18,203,14,0,7,6,21.62,27.0,new,experiments/results/TL_2_2/TB_5mill/25.onnx,TL,2,2,2174.723615169525,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,25
26,24,14,31,18,141,3,0,4,2,16.66,10.0,new,experiments/results/TL_2_2/TB_5mill/26.onnx,TL,2,2,2251.4276206493378,1300000,1e-05,20,0.1,15,True,10000,True,10000,True,26
27,17,14,25,18,158,5,0,2,0,16.66,11.0,new,experiments/results/TL_2_2/TB_5mill/27.onnx,TL,2,2,2326.4332416057587,1350000,1e-05,20,0.1,15,True,10000,True,10000,True,27
28,19,12,29,14,163,6,0,1,0,16.66,11.0,new,experiments/results/TL_2_2/TB_5mill/28.onnx,TL,2,2,2401.7802217006683,1400000,1e-05,20,0.1,15,True,10000,True,10000,True,28
29,28,9,38,10,171,9,0,1,2,17.14,16.0,new,experiments/results/TL_2_2/TB_5mill/29.onnx,TL,2,2,2480.0735840797424,1450000,1e-05,20,0.1,15,True,10000,True,10000,True,29
30,80,9,112,10,205,5,0,6,13,22.66,31.0,new,experiments/results/TL_2_2/TB_5mill/30.onnx,TL,2,2,2563.0694613456726,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,30
31,26,14,34,18,145,3,0,4,4,16.66,9.0,new,experiments/results/TL_2_2/TB_5mill/31.onnx,TL,2,2,2639.837394952774,1550000,1e-05,20,0.1,15,True,10000,True,10000,True,31
32,50,18,71,21,178,7,0,3,9,18.66,19.0,new,experiments/results/TL_2_2/TB_5mill/32.onnx,TL,2,2,2717.530613183975,1600000,1e-05,20,0.1,15,True,10000,True,10000,True,32
33,26,14,34,18,146,3,0,4,5,16.66,12.0,new,experiments/results/TL_2_2/TB_5mill/33.onnx,TL,2,2,2798.4966089725494,1650000,1e-05,20,0.1,15,True,10000,True,10000,True,33
34,26,12,35,14,141,4,0,3,3,16.66,10.0,new,experiments/results/TL_2_2/TB_5mill/34.onnx,TL,2,2,2876.5236909389496,1700000,1e-05,20,0.1,15,True,10000,True,10000,True,34
35,27,14,41,18,145,7,0,3,4,17.14,11.0,new,experiments/results/TL_2_2/TB_5mill/35.onnx,TL,2,2,2954.5296790599823,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,35
36,94,14,131,18,204,5,0,8,17,22.66,36.0,new,experiments/results/TL_2_2/TB_5mill/36.onnx,TL,2,2,3032.783098459244,1800000,1e-05,20,0.1,15,True,10000,True,10000,True,36
37,27,9,38,10,161,4,0,1,2,16.66,13.0,new,experiments/results/TL_2_2/TB_5mill/37.onnx,TL,2,2,3112.1511805057526,1850000,1e-05,20,0.1,15,True,10000,True,10000,True,37
38,22,9,34,10,173,8,0,1,2,16.66,13.0,new,experiments/results/TL_2_2/TB_5mill/38.onnx,TL,2,2,3189.7206411361694,1900000,1e-05,20,0.1,15,True,10000,True,10000,True,38
39,33,9,42,10,184,2,0,1,2,17.14,16.0,new,experiments/results/TL_2_2/TB_5mill/39.onnx,TL,2,2,3269.4966864585876,1950000,1e-05,20,0.1,15,True,10000,True,10000,True,39
40,26,12,32,14,160,3,0,1,3,16.66,8.0,new,experiments/results/TL_2_2/TB_5mill/40.onnx,TL,2,2,3347.0475754737854,2000000,1e-05,20,0.1,15,True,10000,True,10000,True,40
41,49,14,62,18,167,4,0,5,5,18.18,22.0,new,experiments/results/TL_2_2/TB_5mill/41.onnx,TL,2,2,3426.039254426956,2050000,1e-05,20,0.1,15,True,10000,True,10000,True,41
42,64,14,83,18,184,8,0,6,9,19.14,18.0,new,experiments/results/TL_2_2/TB_5mill/42.onnx,TL,2,2,3503.5368180274963,2100000,1e-05,20,0.1,15,True,10000,True,10000,True,42
43,74,17,103,22,193,7,0,5,11,20.66,33.0,new,experiments/results/TL_2_2/TB_5mill/43.onnx,TL,2,2,3582.057724237442,2150000,1e-05,20,0.1,15,True,10000,True,10000,True,43
44,28,9,36,10,166,7,0,1,1,17.14,16.0,new,experiments/results/TL_2_2/TB_5mill/44.onnx,TL,2,2,3660.4052011966705,2200000,1e-05,20,0.1,15,True,10000,True,10000,True,44
45,36,9,48,10,178,7,0,1,2,17.62,22.0,new,experiments/results/TL_2_2/TB_5mill/45.onnx,TL,2,2,3740.005485057831,2250000,1e-05,20,0.1,15,True,10000,True,10000,True,45
46,62,21,93,27,169,19,0,1,5,20.18,26.0,new,experiments/results/TL_2_2/TB_5mill/46.onnx,TL,2,2,3818.5871465206146,2300000,1e-05,20,0.1,15,True,10000,True,10000,True,46
